Tweets	Compound	Analysis
first vaccine shot taken! #covid19 #vaccinocovid #vaccinecovid19 	0.0	Neutral
Are there any vaccine factories for the # Covid19 in Italy? I don't think about it .. the vacc ... 	0.0	Neutral
"click to read the part i'm talking about. these people are actually hash tagging ""team vaccine."" like ""go, team, go… "	0.3612	Positive
And I believe that the Church must return to spreading the word of Jesus, no cordial greetings vaccines. 	0.1531	Positive
One day you can clearly explain the exact Nexus between Covid19 and vaccines with the contrasting described policy ... 	0.4019	Positive
That these are what they make the anti-# COVID19 vaccines, and to put them in pizza or paste, so far 120 of 60 million IT ... 	0.0	Neutral
⏱ From the drama of the 27,299 deaths for # Covid19, to the comedy of the coats, we pass to the farce of the #vaccines, in how many ... 	-0.0516	Negative
after another night shift, so excited to get the 2nd dose of the #pfizer #covid19 vaccine with my beloved fellows… 	0.7518	Positive
100% this. almost all discussions on the #covid19gazareport immediately brought up the question of vaccines as it t… 	0.0	Neutral
a french lab will start producing moderna's covid-19 vaccine in march, while another will begin making the vaccine… 	0.0	Neutral
researchers in the united kingdom have launched a study that will mix and match two covid-19 vaccines in a bid to e… 	0.5106	Positive
the clinical trial will test participants’ immune responses to one shot of the az vaccine — which uses a harmless v… 	0.4939	Positive
⚠️Non there are certain data still on different vaccines use⚠️ 	0.2732	Positive
In FratoIà I remind you that the vaccine of ugly and bad multinationals is inoculated to the population for 3 ... 	-0.7783	Negative
Obligation of vaccine or dismissal. 	0.0	Neutral
Too bad that Israel buy the vaccine from the EU, but dumbo has to deviate from the problems of its multi-investigated government ... 	-0.7003	Negative
xkè 2 milioni di vaccine are in the fridge instead of in Italians? # Covid19 #draghi #governo ... 	0.0	Neutral
"""On the severe difficulty vaccines of the European Union, huge, which challenges the mandate of the # Vonderleyen ... "	-0.34	Negative
The Merck will help produce the Covid-19 vaccine of Johnson & Amp; johnson.sinergie, synergies, synergies. 	0.4019	Positive
merck will help manufacture johnson &amp; johnson's covid-19 vaccine 	0.4019	Positive
The smile of Pelé, under the mask: for O'Rey, the vaccine against the # Covid19 arrived 	0.3612	Positive
The vaccination plan # Covid19 must be national. Sicily vaccine lawyers, notaries, trade representatives, ... 	0.0	Neutral
Given that I am not against the Tour Court vaccines, but just to understand, if a die of # Covid19 with Pre ... 	-0.7469	Negative
vaccines, missing doses: 'priority to calls' # covid19 #vaccincovid 	-0.296	Negative
"""'Wasn't it to produce the vaccine?"" ""The point is what kind of forces we can recruit and if you drive ... "	0.0	Neutral
"""but a group of scientists in south africa have warned that vaccines could be less effective against the 501y.v2 st… "	0.2641	Positive
«initial data from israel’s vaccination campaign shows that pfizer’s coronavirus vaccine curbs infections by some 5… 	0.0	Neutral
Pfizer and modern vaccine efficacy? In 19% -29%, not 95%. The BMJ says it - 	0.0	Neutral
just in: #popefrancis and #popeemeritus #benedictxvi have received first dose of the #covid19 #vaccine as part of t… 	0.0	Neutral
It is a TRUE to stockings. Colombia has a good handling of vaccines, but, with the handling of the Vaccine Covid19 does not know a c .. 	0.4967	Positive
In short, let's enjoy the vaccine, excite but conscientiously. 	0.4854	Positive
Coronavirus vaccine, 54.990 doses arriving in Sicily #News #Notizie 	0.0	Neutral
Pope Bergoglio months ago compared the covid19 to the plague; Taken note, I wish its employees to heal with the salvific vaccine. 	0.4019	Positive
already done the 27 #vaccineday let's do it all #vaccincovid 	0.0	Neutral
The arrival of anti-Covid119 vaccines involves a paradigm inversion. First it was prevailing the #Dove to avoid ... 	-0.296	Negative
how the novavax covid-19 vaccine works 	0.0	Neutral
Best wishes to all. And that 2021 take you billions of vaccines. PFIZER. Modern. Astrazeneca, what you want. ... 	0.7269	Positive
from the clinical trial to the real life! #covid19 #vaccine 	0.0	Neutral
#Cosenza, #calabria, year 2021 ultra-eighty vaccine countryside, organization and information from Paleolithic: ... 	0.0	Neutral
how to understand covid-19 variants and their effects on vaccines 	0.0	Neutral
a call for global vaccine justice | coronavirus pandemic news | al jazeera  via 	0.5267	Positive
Of scientific there is only the #Vaccino does not work like any classic flu vaccine. ... 	-0.5733	Negative
cancer patients are at ⬆️ risk of severe covid19, and should have the highest priority for vaccines unfortunately… 	-0.8442	Negative
The EU Council arrived the status request to adopt a more hard approach on vaccines. lens is b ... 	0.0018	Positive
The famous #Vaccino Veneto !! #tame #vaccine #johnsonandjohnson #varianti #conte #draghi #sputnik # salvini ... 	0.0	Neutral
Monday # 15marzo Anti-Covid119 vaccine booked 	0.0	Neutral
two days ago i had the second dose of the vaccine covid19 and i'm  feeling a little illness it is collateral effect, it will pass 	-0.228	Negative
interesting account of the global #access and pricing race for #vaccines - national v’s block negotiations - countr… 	-0.0516	Negative
I would like any vaccine, I would like a semi-dignified government, I would like some sun and a ski descent, ... 	0.7579	Positive
But in your opinion it is all ok #vaccine citizens some with an effective typology to 93% and others with effective type ... 	0.8126	Positive
Almost 100,000 vaccines today in Italy. So yes !!! 	0.5952	Positive
"""If we leave poor countries without vaccine, variants will emerge both from an ethical and health point of view. "	-0.0	Neutral
"""Much depends on the #Vaccinations with the vaccines that are there .. Production increases with summer and autumn do not know ... "	0.0	Neutral
Bangsbo's vaccine didn't work ... 	0.0	Neutral
# ffp2 dangerous masks sold as safe, #vaccines that do not arrive (and hopes that those who come don't ... 	-0.3678	Negative
He says: what kind of gift would you like for your birthday (March 19.v)? The freedom of my previous life, a vaccine for ... 	0.8522	Positive
road to covid-19 vaccine! #covid19 #covid_19 #covid19italia #vaccine #astrazeneca #università #university… 	0.0	Neutral
Being aged, I have memory of the vessel vaccine received from a very small. It was almost bloody and left the p ... 	-0.3832	Negative
"The Pfizer vaccine ""is effective after a single dose and can be kept in the refrigerator"" "	0.4767	Positive
vaccines: thanks to the league, reserve lists so as not to waste doses. Spelgatti «We need to prevent the doses of going ... 	0.6522	Positive
Like a piazzista any # vaccine 	0.3612	Positive
Presented by the Marche Region the Anti Covid-19 vaccines plan for over 80. From 2:00 pm on 12 fester ... 	-0.3182	Negative
Italy arrived the first batch of vaccines. 	0.0	Neutral
The beasts are better than men! #Vergognate # criminal coronavirus, on the darkweb the vaccine is already selling ... 	-0.2003	Negative
"Present! Coronavirus vaccine, hall: ""Who has a political responsibility say that it will vacate: I will do it"" ... "	0.0	Neutral
The vaccine arrives ... but in a very small truck! It will be very little! ARGH! 	0.0	Neutral
The most beautiful photograph of 2020, welcome to # Italy. # Pfizerbiontech #vaccines # Covid19 	0.8016	Positive
the start of the #vaccineday is set at 8 am on sundayfor security reasons, the #municipalpolice here in #rome has… 	0.34	Positive
Today the first truck with Pfizer vaccines in Italy has arrived! In this video I tell you why it's a vaccine ... 	0.0	Neutral
The vaccine arrived in Rome. I had doubted and instead he was right. # Coronavirus 	-0.2732	Negative
Oh finally, a zero risk vaccine cannot exist! Let's face it. It is always a risk / benefit ratio. 	-0.126	Negative
🦠  in response to a spike in covid-19 cases in papua new guinea, australia is sending vaccines, medical pers… 	0.0	Neutral
With vaccines you make geopolitics. The mess that is emerging with the block of Astrazeneca recommended by the Germ ... 	-0.5574	Negative
The time has arrived to study a universal vaccine against Coronavirus away 	0.0	Neutral
Noteworthy news. Everything will be fine (for those who come vaccine and for the next generation) 	0.2023	Positive
The Lombard company that will produce the Russian Anti Covid Sputnik vaccine 	-0.3182	Negative
# Covid19 #Vaccino daily terrorism continues, if you vaccine nothing changes. Armchairs and the dilaga incompetence run 	-0.836	Negative
#covid #covid19 #covid_19 #covidー19 #covidvaccine #partiteiva #lockdown. #twitter   #new… 	0.0	Neutral
variants and vaccines, the new indications of the ISS 	0.0	Neutral
i would go for the #vaccineright now, if it was possible. without people refusing it, when will it be my time to ge… 	0.3089	Positive
I tell you, if you had the pure as the virus of what you have from the vaccine, at this time we would be in car ... 	0.0	Neutral
"#Ciarciardi at # Skytg24 said: ""If the doctors want immunity, it means that the vaccine is dangerous"". # Covid19 "	0.0772	Positive
Which recriminates against pharmaceutical houses on vaccines is pathetic. We did the negotiation from ... 	-0.5719	Negative
Ah well if the benefits are more than risks it does nothing! for long-term ones? # Covid19 #vaccinoanticovid # vaccine ... 	0.3846	Positive
Booked the first dose of vaccine for grandmother, in two seconds in the pharmacy. thank you thank you … 	0.6124	Positive
#vaccines #ltraightenni #lombardia # Covid19 	0.0	Neutral
die quiet then but who caxxo l has put this here # moratti # lombardia # vaccines # covid19 	-0.3506	Negative
Less closures, more vaccines! Less closures, more vaccines !!!!! 	0.0	Neutral
A applause to make it easy for the reservation of the Anti Covid-19 vaccine for the over 8 ... 	0.5267	Positive
many thanks dan!  societal perspective in measuring value of #covid19 therapeutics/vaccines should be part of value… 	0.68	Positive
Explained in a summary thread from the app how the vaccine in two tranche # Covid19 #MRNA works 	0.0	Neutral
This year the Befana brought me the first dose of the vaccine. #Epiphania #Vaccino # Covid19 #Lockdown 	0.0	Neutral
If you undergo the anti-covid19 vaccine, with the mask that attacks your immune system and cog capacity ... 	-0.1779	Negative
What is the risk of private clinics offer Cuvid-19 vaccine for a public that can afford? the biggest… 	-0.2732	Negative
I add ... the right to inoculate the vaccine you want. Not the first arrived. 	0.0772	Positive
But will everything be true?!?! #Tame #covidvaccine # Covid19 # Lockdown3 #lockdown # Covid_19 ... 	0.5781	Positive
22protect me, protect others#trustinscience#vday #covid19#vaccinoanticovid #vaccineday #nursinghome❤️ 	0.3818	Positive
#coronavirus one vaccine for us one giant leap for mankind #llap   _resus _young… 	0.0	Neutral
First dose of the vaccine! The beginning of the end of this nightmare! #covidvaccine #vaccino # covid19 🤜 🦠 🤛 	0.0	Neutral
doesn't palestinians have govt in place that should order for covid-19 vaccines?  israel can vaccinate… 	0.0	Neutral
#Population # Italiana60mln divided 365 = about 165,000 #vaccines a day just for the first dose! I have the imprisonment ... 	0.0	Neutral
only 352 people in france have received covid vaccine after botched eu ordering system 	0.0	Neutral
"Covid vaccine, ""There is a fatal adverse reaction."" the interview - "	-0.7184	Negative
a coronavirus nasal spray vaccine can be strong but is hard to make : shots - health news : npr 	0.1406	Positive
Turin doctor unmount point by point the objections to the anti-covid-19 vaccine 	0.0	Neutral
#Lombardia at the third last place in the percentage of #vaccines administered. Health excellence, even this time. 	0.6249	Positive
Lombardy who made 3085 vaccines on 80595 doses received .. someone explains the motivation since the ... 	0.34	Positive
Let's start activity 2021 with lots of news and with the hope of a vaccine for Covid19. Follow us also on member ... 	0.4404	Positive
Before the Corriere della Sera concerning the Spanish nurse infected 24h after the vaccine, now the Tg Rai reg ... 	-0.4939	Negative
# Covid19 but why don't we vaccine H24 7 days out of 7 why not? 	0.0	Neutral
The case of the #vaccines administered right is the last demonstration of the failure of the health regionalism ... ... 	-0.4404	Negative
Everything ready to welcome the first 620 vaccine doses! #Toscana # Covid19 	0.6996	Positive
More wonderful news #vaxday #vaccineday #astrazeneca # covid19 #vaccinoday 	0.6115	Positive
Here is the video of the Arrival of the Anti-# Covid19 vaccine at the #ProtectionCile site in #Palmanova ⤵️ 	0.0	Neutral
#vaccineday #covidvaccine #vaccinoanticovid #vaccino 	0.0	Neutral
this morning the first vaccines against #covid19 were administered to healthcare workers in rome. #coronavirusitalia 	0.0	Neutral
For reasons not listed here, I will not do the anti covid19 vaccine: after 11 years on Twitter to write about p ... 	0.2411	Positive
covid milan, first doses of the vaccine arrive at the niguarda hospital.live broadcast for skytg24milan (italy)… 	0.0	Neutral
But if they have the vaccine or it is not working. 	0.0	Neutral
#Vaccino I agree to%! I would immediately vacuum #vaccinoanticovid #vaccineday # covid19 #italia 	0.4199	Positive
Anti Covid-19 vaccines 	-0.3182	Negative
#vaccineday is now #covid19 #newyear #lockdown3 #albertomantovani 	0.0	Neutral
#vaccineday #vaccinoanticovid #vaccino #iomivaccino 	0.0	Neutral
The vaccine is for everyone. Avaccinarsi means all protecting. ourselves, our loved ones, the next one who lives in f ... 	0.5994	Positive
Even my uncle's cousin dog said #novax # covid19 #covid #vaccines # 27.Chember #vday # vaccineday ... 	0.0	Neutral
_egboh  man, mind yourself.  vaccine is the only solution against covid-19 and europe started to admi… 	0.3182	Positive
#Vday #vaccineday vaccinate is an act of love and responsibility towards the next. # Covid ー 19 #coronavirus #vaccino #vaccinocovid 	0.6369	Positive
clear information on the vaccine for # covid19 	0.3818	Positive
#vaccineday Let's start getting out of the nightmare. # Negatagers #Nomask #novax #Covidioti #diffidents # conspirationalists ... 	0.0	Neutral
It's a splendid news: the vaccine on which Italy has bet more 	0.5859	Positive
Can anyone explain why 10,000 vaccines and Germany 150,000 have arrived in Italy? #vaccine 	0.0	Neutral
I did all the vaccines, all the calls, everything possible, I will do the vaccine against the Covid-19 as soon as I will be ... 	0.0	Neutral
#stopcovid_19 #covid_19 #nurses2020 #ares118 #ares118lazio #spallanzani #vaccine #vaccines… 	0.0	Neutral
Adele jelfo, socio-health worker, is the first to receive the anti-covid vaccine. ... 	0.0	Neutral
Today, 27/12/2020 the first 40 doses of Vaccine #Pfizervaccine against the #Covid ー 19 # Covid19 # Covidvaccine ... 	0.0	Neutral
"Interview between a doctor and a patient: ""Doctor, excuse me to do to go to do the vaccine against Covi ... "	0.0772	Positive
you will do the vaccine against the covid ???? # covid19 #vaccinoanticovid #vaccino #pandemia 	0.0	Neutral
1) The vaccine is not free is purchased with the money of European tax payers (so ours) who end up ... 	-0.4023	Negative
Official communication: administer Anti Covid19 vaccine, on subjects with stracolme masks of germs and beats ... 	-0.3182	Negative
the first 1,620 doses of anti-covid vaccine arrive at niguarda hospital.live broadcast for skytg24milan (italy)… 	0.0	Neutral
#vaccinedaytra the first people to receive the vaccine for the # Covid19 there is also our prof. Milena Cadenaro. ... 	0.0	Neutral
Now it's up to you to ensure that everything works best and accelerate vaccines for everyone and avoid recommendations ... 	0.6808	Positive
A new light ... #vaccineday #covid ー 19 # Covid19 #covid #covidvaccine 	0.0	Neutral
# siègiàvaccato #controlavirus 🦠 #vaccineday 	0.0	Neutral
Is a doctor, a healthcare professional? Why did he get the vaccine? 	0.0	Neutral
Today for I documented the arrival in Italy of the anti-Covid19 vaccine at the hospital of #Schiavonia near ... 	0.0	Neutral
In Italy it would serve a vaccine against this clay government not against the Covid19. 	0.0	Neutral
you (re) voted and now you (re) keep it! #deluca # covid19 #campania #vaccineday #vaccino #vaccinoanticovid 	0.0	Neutral
however the name of this Russian vaccine is truly reassuring. Folder who didn't call it ... 	0.6808	Positive
Don't believe the vaccine made by researchers and doctors but believe in affinity between zodiac signs, the horoscope of Pa ... 	0.0	Neutral
new life can begin!!#vaccineday #covid19 #stop #lockdown 	0.0	Neutral
Don't be a vaccine against the #Covid ー 19 is like when you play not sell your treasures, lunges and doors ... 	0.3753	Positive
Well ... very well ... no fake news. But when they stop saying that the vaccine is optional. The vaccine must and ... 	-0.5058	Negative
I get vaccine # covid19 #iomivaccino #vaccineday #vaccinonapoli 	0.0	Neutral
covid milan, at pio albergo trivulzio vaccine for 12 guestslive broadcast for skytg24milan (italy) 27.12.2020… 	0.0	Neutral
"AstraZeneca: Effective vaccine even against variants: with the Vaccine of Astrazeneca and University of Oxford ""we think ... "	0.4767	Positive
"And the vaccine arrives. ""Never! If politicians first do it!"" If politicians do, publicly, to give the example ... "	0.0	Neutral
I get the method to convince everyone to vaccinate. let's pretend that sti vaccines disappear as soon as you arrive ... 	-0.0772	Negative
German model: mobile unit for vaccine throughout the country: Germany officially started the Nazi campaign ... 	0.0	Neutral
We hope, well in this miraculous vaccine. You can not continue for the entire 2021 c ... 	0.6124	Positive
share on twitter  #covid19 #vaccine 	0.296	Positive
I seem evident that the # Covid19 combined with the administration of the related vaccines has shown all the limits of ... 	0.0	Neutral
Cuba gives a lesson to the rich Western countries and produces its vaccines alone without being hostage of multinazioni ... 	0.3818	Positive
This is the only solution, even more effective than vaccines, to return to live # Covid19 	0.6901	Positive
"Shalom Talk ""# Covid19: #Vaccino and #varianti"" What is the situation of the vaccine countryside? What are the danger ... "	-0.5267	Negative
If we want to get out of the covid-19 emergency vaccines must reach everyone: let's mobilize #vaccines # vaccines24h ... 	-0.296	Negative
mexico to raise concerns at u.n. over unequal vaccine access | article [amp] | reuters 	-0.34	Negative
when will you receive the vaccine? #covid19#covid_19 #coronavirus 	0.0	Neutral
More than terrorize with the variants to wake up and let's not waste time on the vaccines # Covid19 #vax #vaccinoanticovid 	-0.5017	Negative
First dose of the vaccine made # Covid19 #Vaccinoanticovid #Pavia #lombardia #pfizer 	0.0	Neutral
@_giovannasasso The vaccine must be for everyone and immediately. This must be Italy s ... 	0.0	Neutral
__SF but obviously, the Covid19 vaccine in circulation does not touch. Be never! 🤦♀️ 	0.0	Neutral
Now he thinks # draghifacose # vaccines 	0.0	Neutral
Chile: as vaccine centers even churches. then you can do! #thatsme 	0.0	Neutral
"Today, newspaper titles: ""Dead after anti-Covid vaccine"". You always broke with these titles, because it doesn't speak ... "	-0.7964	Negative
I can say I did it too! # vaccine # covid19 # pfizerbiontech # pfizer # done # cagliari # structuresanitary # between ... 	0.0	Neutral
More than 83% of the vaccine doses delivered and still unused. I would like to have the freedom to vaccinate and torn ... 	0.6908	Positive
COVID-19 . How to book vaccine for an elderly over 80 in Lombardy and Milan: what is needed ... 	0.0	Neutral
The firefighters 'spen' the virus, anticovid vaccine for the fuocosol brigade today, in Pordenone, will be summons ... 	0.0	Neutral
Coronavirus vaccines, arrive in San Marino the first doses of the sputnik Via 	0.0	Neutral
the vaccine must be built in Italy the even cuba fact 	0.0	Neutral
First time over 100k doses in a day ... the problem was and are the doses of vaccine 	-0.4019	Negative
With this rhythm we end up in 2024. # Coronavirus: Anti Covid vaccines report: Vaccinations in Italy Region for R ... 	-0.3182	Negative
Monsignor Jurkovič: guarantee universal access to Covid-19 vaccines - Vatican News 	0.25	Positive
