Tweets	Compound	Analysis
The careful and aware choice of the vaccine •••• # vaccine #vaccini #virus #jhonsonejhonson # pfizer ... 	0.1531	Positive
The # Covid19 thanks, however the vaccines are mandatory only for some. #Modena 	0.4939	Positive
"Interesting article not so much for the question ""Mix the vaccines"" but for reflection on how vaccines do not ... "	0.2144	Positive
"goat buffoon, shots only bullshit.vittorio sgarbi to tonight italy overwhelms roberto hope: ""700 dead covid co ... "	-0.4939	Negative
The immunity of the Sputnik V vaccine could be unlimited in the timehemaster of the Gamaleya Vacci Producer Center ... 	0.0	Neutral
"The hope that the effect of the Russian vaccine against the coronavirus sputnik V would be undefined, not a year or two. ""I ... "	0.4404	Positive
# summer2020: ignorant on how to counteract # Covid19, 0 vaccines, UV rays, seasonal warm and everything went smoothly ... 	-0.0516	Negative
and nothing ... first dose of vaccine made ✅✅ #fuckcoronavirus #iomivaccino # covid19 	0.0	Neutral
if there were extra vaccines, not even for us 	0.0	Neutral
I agree Selena, dragons could donate excess vaccines like Italy 	0.6124	Positive
Palazzo Chigi that discovers you have 38 million extra doses of anti-covid-19 vaccine after the selena gomez tweet 	0.0	Neutral
But we don't have eyes to cry figured the vaccines sores 	-0.4767	Negative
Love but we don't have vaccines for us and we have to think about giving them?!? 	0.747	Positive
Domestic queuing vaccine # vaccine # covid19 #vaccination 	0.0	Neutral
"""I said there is a different element of volunteering among those who do vaccine and those who do accident I didn't say I don't want me ... "	-0.4471	Negative
"Covid, on the Astrazeneca vaccine Lombardy denies itself: ""15% of the over 70 rejects"". Then Moratti: ""Macc ... "	-0.4215	Negative
spanish steps #roma #astrazeneca #covid19 #italy 	0.0	Neutral
🤣🤣🤣🤣🤣🤣 boys .... girls also .... !! The Netherlands uses delivered Janssen vaccines after call pharmaceutical ... 	0.0	Neutral
Coronavirus, the general son did not make the miracle: the vaccine plan for now is a flop ... 	-0.6675	Negative
"From the beginning of the vaccinations against the #coronavirus, in France ""23 cases"" of thrombosis or p ... "	0.0	Neutral
Read this article: Without vaccines we had 100 thousand dead (what?) But even with vaccines we could have ... 	-0.6486	Negative
#fda american keeps suspension vaccine, in Europe the #ema does it use #johnsonandjohnsonVaccine 	0.0	Neutral
It was enough the #Superlega to forget the # Covid19. We found the vaccine that works talking and fighting money not our money. 	-0.5267	Negative
today I made the first dose of the vaccine but my brother came into intensive therapy, I have morality to earth. 	0.0	Neutral
Data from _News: 62 cases of brain venous breast thrombosis and 24 cases of thrombosis ... 	0.0	Neutral
Today my son turns 8 years old. Today my parents make the first dose of vaccine. You can imagine gift of ... 	0.4404	Positive
today my son turns 8. today my parents will get their first shot of #astrazeneca. can you imagine better birthday g… 	0.4404	Positive
south africa sells astrazeneca covid-19 vaccines to other african countries | article [amp] | reutersafter pausing… 	0.0	Neutral
Covid-19, Germany Start interviews for a possible purchase of the Russian sputnik V vaccine 	0.0	Neutral
#measles in #drc has killed 8000 children in 2 years. actually a safe and efficient #vaccine exists but these chil… 	0.0258	Positive
From the comments I read on #astrazeneca known that we make progress in the fight against # Covid19: we have the flock. Immunity can wait. 	0.0516	Positive
The #CINA admitted that its vaccines work so so (obviously # Hungary of #orban also administer VAC ... 	0.1027	Positive
China admitted the low efficacy of its vaccines against Covid-19 in Milan, Italy 	-0.1779	Negative
"China admits: ""Our vaccines have a low effect ... instead our viruses are the best ...."" 🤣🤣🤣 ... "	0.6486	Positive
But the hypotheses 2 and 4 make sense, from a medical point of view? You are not likely to threaten the efficacy of the vaccine and / ... 	0.2924	Positive
full fda approval of covid-19 vaccines could help fight vaccine hesitancy.progressing from authorized to approved… 	0.4939	Positive
#ramadan #vaccine isn't food  of course dear mayor 🤓 	0.3818	Positive
No vaccine has ever been created for a coronavirus because there is no ... 	-0.34	Negative
Asking for so far a vaccine was ever created against a ... 	0.25	Positive
Anti-Covid19 vaccines (4 months of administrations so far less than half of the population): Adverse events inserted ... 	-0.3612	Negative
The # 26 April reopen restaurants !! # TeaMestimento #ristori #covid #coronavirus #draghi #pandemia # pfizer ... 	0.0	Neutral
j&amp;j vaccine efficacy results were more impressive in preventing hospitalizations. the vaccine was 100% effective in… 	0.7453	Positive
Steve Rogers scanned own #astrazenecavacine # Covid19 #Superuptains @ Brescia 	0.0	Neutral
az vaccine is 79% effective in u.s. study.it provided strong protection against covid-19 in a large clinical trial… 	0.7506	Positive
Last week the forecasts linked to the number of vaccines made every day gave us improvement: fine camp ... 	0.6249	Positive
# Covid19, #vaccine tourism. subtitles, the failure of europa_forum ... 	-0.5106	Negative
«the vaccine reduced symptomatic disease by 79% and reduced severe covid-19 and hospitalization by 100%». it shoul… 	-0.3818	Negative
Here I am waiting for you to vaccinate mammà..Finally! # Covid19 #Vaccini #pfizerbiontech # over80 	0.0	Neutral
However if you don't want to vaccine yourself in the whistle that I go to you in your place. # Covid19 #astraZeneca 	-0.0572	Negative
Well! Fountain changes air: Via the leaders of the Lombard company that manages vaccine reservations. 	0.3382	Positive
Listening to Professor Giuseppe #Remuzzi to #QuotarePubblica speak pacato, clear and precise # vaccines ... 	0.3818	Positive
_Gabanelli Thanks Dr. Gabanelli for this meticulous and precise description on the Covid-19 and with regards to vaccines. 	0.4404	Positive
Here is the current situation on vaccines in Europe from the official source #CovidInfarmacia #Vaccini # Covid19 	0.0	Neutral
today I made the vaccine, my pathology is among those vulnerable to the Covid, I would gladly expected the m ... 	0.128	Positive
Here is precisely. I would like to say to all those who on TV say that health care must have vaccine monitor to protect ... 	0.8074	Positive
australia is proudly supporting #covax to ensure equitable, safe and rapid access to lifesaving #covid19 vaccine… 	0.9001	Positive
This must be the future. On the other hand. And he must be based on and starting from vaccines. 	0.4939	Positive
"""I am confident for the future eight million vaccines arrive by the end of June it was guaranteed that arrived ... "	0.4939	Positive
A heard thanks! The Health and Parasanitarian Personnel of #VillaSilvana ad #aprilia for the vaccine received in ... 	0.4926	Positive
I think it will be put on the health card. In the future at least once a year you will have to vaccine for the Covid ... 	0.0	Neutral
The salvation tool vaccine will become marketing tool .. # Covid19 #outbreak #vaccine 	0.0	Neutral
_10 __SF In theory the vaccines of doing to the end epidemic say doctors, just not to create var ... 	-0.2057	Negative
tracking the coronavirus vaccination rollout and who has access to a vaccine around the world 	0.0	Neutral
Today I would like to be at the top of those people who jokes on the Covid and vaccines and beat him this note ... 	0.6486	Positive
❌ 5,000 #vaccines per day, the goal is to double them: our priority is pushing and improving even more ... 	0.4215	Positive
#vaccino # covid19 if I understood good #biden thinks of freeing the ownership of vaccines, thus allowing production ... 	0.7184	Positive
But how many they have to die for a vaccine !! Some scientist on TV has courage ... 	-0.3147	Negative
Think of being still secretary of the PD! When it was not a word on delays in the vaccine plane. 	0.0	Neutral
Apart from the Big Unique other country in the world to have managed to develop a vaccine to date. PS EU should stay fr ... 	0.0	Neutral
# Covid19 #Vaccinations #Vaccini #vaccines #Infermieri #nurse 	0.0	Neutral
Contrerdine of governonant more vaccines from basic doctors. You book on the region's website want to make us ... 	0.0772	Positive
faltering vaccine supplies in india is bad news for the world.the world's biggest vaccine producer is running out… 	-0.5423	Negative
Let me understand. If the Chinese vaccine does not work well, why the dead for Covid-19 are never in China? Leg ... 	-0.7281	Negative
Over 80% of the over 80s in Italy has received at least one vaccine dose. A late but important goal 	0.296	Positive
Yes, we do the vaccine and go back to normal. # sblab2021 #burved #vaccino #coronavirus 	0.4019	Positive
i wonder if there will be a luna variant or a mars variant so we can have another vaccine. #coronavirus 	0.0	Neutral
I wonder: why there are no publications of statistics compared about adverse vaccine events? #Covid ー 19 ... 	-0.5719	Negative
if instead of parents the backside with a thousand clauses they would choose that vaccine do (when there will be in abb ... 	0.0	Neutral
Correlation cannot be excluded a priori. On the other hand, the thrombosis post vaccine is an extreme case ... 	0.6412	Positive
In Lombardy given 77.3% of the available vaccines # Covid19 #Vaccinazioni #Vaccini 	0.0	Neutral
_Stata for charity, the side effects exist: my son had a night of fever after the first do ... 	0.4215	Positive
The vaccine function the collapsing system (for a few) 	-0.296	Negative
Let's put them to the test all of them, in intensive therapies 24/24 (so we save vaccines ... 	0.4939	Positive
"✅ #fontana: ""We can reach 150 thousand vaccines a day, Europe gives us the doses"" ""We as a country are ready ... "	0.3818	Positive
So I deduce either the virus nor the vaccine leave acceptable immunity 	0.3502	Positive
Up to three weeks ago the Covid was a danger to the ultra 70 year old .... now sudden pfizer announces vaccine for ... 	-0.5267	Negative
No panic, but it is still talking about #astrazeneca and its real effects. he says it 	-0.4118	Negative
Are vaccines effective? Yesterday in UK 30 dead for Covid, in Italy 300. #Vaccine #vax # Covid19 	-0.296	Negative
_assolevate will pass a million months to have three vaccines. #Vaccinations #Vaccini #Falliti # Covid19 	0.0	Neutral
#Lombardia # Covid19 # Healthcare vaccines, over 80 with landline phone with forgotten domicile. And good and 	0.25	Positive
Coronavirus: vaccine for citizens Aire in Italy 	0.0	Neutral
good evening . I wanted to show you the 21-hour European central situation. For vaccine booking ... 	0.4404	Positive
Support and the enormous work of its #Activists in ensuring a fair access to vaccines # Covid19 because ... 	0.7269	Positive
As soon as the first dose of modern vaccine are waiting for the third testicle or the third occur to me ... 	0.0	Neutral
"bbc news - covid: one dose of vaccine halves transmission - study.dr. ramsay, head of immunisation at phe: ""vaccin… "	0.0	Neutral
End of doubts about the impact of vaccines on the transmission of the Covid. #VaccinationCovid # vaccinations ... 	-0.296	Negative
why? #covid19 #covid #coronavirus #vaccini #astrazeneca #pfizer #pandemia 	0.0	Neutral
vaccinated #astrazeneca referenced offered for: enhancement wifi networks; reception in clear satell platforms ... 	0.3818	Positive
2022 Under a sky of stars and #vaccines improved. #scienza, #ricerca, #collaboration the NS global compass 	0.4767	Positive
Oncological patients are less selfie during the therapies you with the vaccine, even less, eh! #vaccine… 	0.0	Neutral
. Ask Draghi if he read the book of a denial magistrate that the vaccine # Covid19 ... 	0.0	Neutral
_Fsi These vaccines have been developed so quickly because they started from other vaccines based s ... 	0.0	Neutral
I vaccine: today the information campaign of the Veneto region in support of the fight against the Covid-19 textures ... 	0.0258	Positive
Guins by law. Considerations on the obliguryness of the Covid-19 vaccine by Gianfranco Amato, Paolo Gulisano 	0.0	Neutral
A coca with ice and a vaccine - on the coronavirus, from the post: 	0.0	Neutral
these people believe that covid-19 exists or pretend to. they aren't anti vaccine, but… 	0.1436	Positive
sometimes a good news: a buffer for the forgotten ones, #covid19 #vaccines for those in humanitarian settings! t… 	0.3164	Positive
The White House evaluates the temporary suspension of the intellectual property shield on Covid-19 vaccines 	0.5106	Positive
about us #vaccines #surplus 	0.0	Neutral
"""Objective of the five hundred thousand vaccines a day is feasible with the arrival of more doses we could already get there in ques ... "	0.0	Neutral
In the last period there are numerous debates about the effectiveness and safety of the anti-Covid-19 vaccines. Today there ... 	0.4215	Positive
This is really beautiful! OMS reiterates its opposition to vaccine passports. Apothes of pandemency 	0.6689	Positive
i’m selling vaccine cards for the karen’s that don’t want to vaccinate $5 for one card $15 for the family pack of f… 	0.0772	Positive
#SastraZeneca and thrombosis: so the EMA threw Italy and Europe in the panic #Vaccini #Vaccino # Covid19 # 	-0.5106	Negative
The #Sicilia, more and more #zonarossa, to the last seats for administration of the # vaccines. # Covid19 	0.0	Neutral
a visual explainer about the possible side effects from the covid-19 vaccines 	0.0	Neutral
Reservation redone. #Aifa, if I have to break the boxes, do it from Wednesday to courtesy. #vaccine… 	0.3612	Positive
here an article about what is happening in europe&amp; #italy nowadays. i am waiting for my astra zeneca shot vaccinati… 	0.0	Neutral
But then it is not said: The Anti Covid19 vaccine is not synonymous with immunity. They say it for months. 	0.2411	Positive
sorry but it makes me laugh too much !!! 🤣maledetta #astrazeneca 🤣🤣🤣 # vaccinanticovid #vaccino # teaMestion ... 	0.7668	Positive
x how much I believe that vaccines actually lead to risks and in particular those nn pleasant of tromb ... 	0.296	Positive
Gamec CenterTemoderna Pisa. Today the author graphic exhibition of the creative works chosen opens to the public. Visibi ... 	0.4404	Positive
#staseraitalia who knows if no vax are getting an idea of how the world would be without vaccines, but only an idea ... 	-0.1531	Negative
The # immunity against the # Covid19 lasts, then ahead cn the # covid19vaccine ..... as dates, only the natural one .. ... 	0.3612	Positive
"vaccines, disaster reservations. Moratti lashes out against air: ""Unacceptable, are inadequate"" "	-0.7783	Negative
#Biabiategrasso, positive at # Covid19 7 nurses vaccinated in January with double dose #pfizervaccine. 	0.5574	Positive
Incendiary bottles against our vaccine center. Done very serious # Covid19 	-0.1513	Negative
Incendiary bottles against our vaccine center in Brescia. Done very serious and offensive towards LAV ... 	-0.5936	Negative
Puglia: promoted days vaccines at Easter and Easter Monday to Caregiver and Familiaries Cohabitations of children under 16 years ... 	0.4215	Positive
if I really have to choose to give me the #johnsonandjohnson or vaccine doesn't talk about it ...... # covid19 	0.0	Neutral
If we had vaccinated immediately by age without exceptions we would have saved more than 6000 people #vaccines ... 	0.4215	Positive
But it is also kuore and above all for the #coronavirus, for the chaos of vaccines, the malaImstone of some regions com ... 	-0.5719	Negative
a polizia penitenziaria officer receives a dose of the #pfizer-biontech #covid19 #vaccine in the #covid vaccine cen… 	0.0	Neutral
#Covid in Mola: 143 #Positives, but also # vaccines. # Covid19 #Manciolandia #Coronavirus #iBDM 	0.3818	Positive
Positive after the vaccine? 	0.5574	Positive
#Biancaberlinguer #Formazione # Covid19 #astrazeneca 	0.0	Neutral
Very rare images of the Italian organization for the distribution of the #Vaccino. # Covid19 # vaccines ... 	0.0	Neutral
Corriere della Sera: Covid in Italy: Contagi, intensive therapies, vaccines. The Gimbe report. 	0.0	Neutral
Of course the situation is different, there are vaccines, everything will surely go well and rightly people want the V ... 	0.6486	Positive
#Roma #piazza del #popolo # Covid19 #astrazeneca #lockdown # 25marzo 	0.0	Neutral
a handful of countries have pre-ordered enough covid-19 vaccine doses to vaccinate their entire populations almost… 	0.0	Neutral
there are huge challenges for italy's vaccination &amp; vaccine distri… 	0.3818	Positive
The video explains that on the green card Covid19 it will be highlighted1 healing2 negative swab3 vaccine carried out ... 	-0.5719	Negative
covid19 #vaccinationforall - get the vaccine, if you can, and help restore health here and everywhere!… 	0.636	Positive
Tomorrow at 11 pm at the start of the vaccine reservation for over 50 in Trentino # Covid19 	0.0	Neutral
vaccinated ✅ # covid19 #vaccine #vaccino @ sondrio hospital 	0.0	Neutral
So, to say ..... #vaccines 	0.0	Neutral
yesterday afternoon, i had my first shot of the covid-19 vaccine astrazeneca. during the night i felt feverish, so… 	0.0	Neutral
# Variants # astrazeneca 	0.0	Neutral
Is the Covid born in the laboratory? Spray vaccines? The Ilaria Capua interview. # Covid19 #Covid # Covid_19 #Covid ー 19 ... 	0.0	Neutral
#Italia signed and make signing up to liberalize the patents of vaccines # 7 April 	0.0	Neutral
The asocials will save the world, not vaccines. #SastraZeneca # Covid19 	0.4939	Positive
"#Ema ""The benefits of the vaccine exceed the risks"" so the victims of cerebral thrombosis are a sort of heroes that ... "	0.2332	Positive
But if they allowed the vaccine to individuals who can, so as to allow the government to save and buy ... 	0.6557	Positive
#vaccines 	0.0	Neutral
While you are indignant for 18 deaths in 4 months throughout Europe that maybe they are connected to the #astrazeneca vaccine, in a ... 	-0.4215	Negative
But a young victim of post vaccine thrombosis What probability would you have had to die of # Covid19? 	-0.7184	Negative
#SastraZeneca to over 60 because less risk of thrombosis # Covid19 #Vaccination 	-0.204	Negative
Just to put the dots on the i! #vaccino #astrazeneca # covid19 #governodraghi #vaccinoanticovid # seniors ... 	0.0	Neutral
Astrazeneca, vaccinations taken at full speed in Milan almost no one rejects the vaccine .. 	-0.5918	Negative
