Tweets	Compound	Analysis
Only 6,000 weeping to have a vaccine and when they do not put it, and so with everything. # GestiónFasta #souunacolladecafres # covid19 	-0.4404	Negative
We have not vaccinated or 0.1% of the population and we will donate vaccines? Let's see if it's going to be true that we do not buy the ... 	0.4215	Positive
How does human immunity work at Coronavirus and what does it tell us about the vaccine? via #yomevacuno. 	0.0	Neutral
Is the vaccine going on the phone in the health centers? 	0.0	Neutral
"Some people ask for ""a miracle"" to end the ""coronavirus"", but on the other hand they say that vaccines ... "	0.7717	Positive
"Coronavirus: hope between unions and relatives of elders in residences with the arrival of the vaccine: ""comes ... "	0.4404	Positive
What is it uses to have 45,000 vaccines if you only put 6,000? Madrid is the greatest scum I've seen in my life 	0.6369	Positive
Lie, there are 54000 vaccines pending possessing, this is a bad management of CatSalut .... Someone had to say .. 	-0.5423	Negative
Pipia del with the vaccine: no refrigerators to store it #coronavirus Read it in: 	-0.296	Negative
Gabriela Becerra: Venezuelan doctor who collaborates in Pfizer vaccine against Covid-19 	0.0	Neutral
Gabriela Becerra: Venezuelan doctor who collaborates in Pfizer vaccine against Covid-19 # Vaccunacovid19 	0.0	Neutral
I was 13 years old he had found the vaccine against the coronavirus, won three medals smelled ... 	0.5719	Positive
The Committee of Vaccines of the USA Studies if it is possible to use half a dose of the modern vaccine to vaccinate ... 	0.0	Neutral
9 allergic reactions of the Vaccine of the VOCID-19 have been detected of a total of about 12 million vaccines as ... 	-0.296	Negative
If you keep the vaccination pace of this first week (7,774 vaccines / seven.) At the end of March of the year ... 	0.0	Neutral
._SPAIN breaks the silence after the pipia of Catalonia with the # Covid19 vaccine Read it in: 	0.0	Neutral
After the flight of Salvador Illa, and the terrible management of vaccines # Covid19, Ignacio, who already hear the Corifeans d ... 	-0.4767	Negative
._SPAIN breaks the silence after the pipia del de Cataluña with the # Covid19 vaccine Read it at: ... 	0.0	Neutral
