Tweets	Country	Compound	Analysis
Had the AZ Covid jab on Thursday. It hit me hard for 48 hours and I felt pretty rough. Just a sore arm now. And now… 	GB	0.0772	Positive
Yes! “Covid: Pfizer and AstraZeneca jabs effective against Indian variant - study 	GB	0.7263	Positive
 It was Pfizer, only 8 weeks until the 2nd dose, so will find out soon!	GB	0.0	Neutral
NEWS: Pfizer vaccine nearly 90% effective against Indian variant, Public Health England study finds 	GB	0.4767	Positive
  The script has changed… wondering now why do we discriminate against the old who get… 	GB	0.0	Neutral
 Report reveals big diff between AZ(60%) &amp; Pfizer (88%) against Indian variant.Yet plan is to give elder… 	GB	0.0	Neutral
  _uk Thank you so much. Big diff between AZ(60%) &amp; Pfizer (88%) against Indian variant.Ye… 	GB	0.3612	Positive
This certainly helps explain why India has experienced such huge problems with #covid. Regardless of being the worl… 	GB	0.5574	Positive
 I think he had taken pfizer or Sputnik V and not covaxin or covishield , that is why he is still believing… 	GB	0.0	Neutral
Figures on the 10 pm BBC news showed that one two shots, AZ is 60% effective, Pfizer is 88% effective. Gotta now re… 	GB	0.7351	Positive
 Maybe Pfizer is highly effective.I doubt on AZ, because India is manufacturing AZ as covidshield dom… 	GB	-0.4173	Negative
Figures on BBC news tonight said only 60% for AZ 2nd dose compared to 93% for Pfizer. 	GB	0.0	Neutral
60% after two jabs is not highly effective. Good news about Pfizer though. 	GB	-0.6578	Negative
@_DanielRyan Awesome! I had my second Pfizer jab a week ago. Knocked me for six for a week! Aches, chills, headache… 	GB	0.5696	Positive
Big difference after two jabs between AZ (60%) and Pfizer (93%). As predicted from the chemistry. BBC figures on TV… 	GB	0.0	Neutral
Good news on vaccines effectiveness against Indian variant 88% for Pfizer and 60% for AZ against symptomatic diseas… 	GB	0.4404	Positive
Pfizer vaccine nearly 90% effective against Indian variant.~ Public Health England study finds	GB	0.4767	Positive
_covid  _uk AZ only 60% effective compared to Pfizer 88% effective. That is a hell of a difference.	GB	0.1531	Positive
 I’m sorry. I have a friend who has had similar but she had the Pfizer. Please report this.  Hope he’s better soon.x	GB	0.9118	Positive
Last year I watched a funny little Eurovision replacement thing on YouTube. Today I’ve had my first Pfizer jab and… 	GB	0.4404	Positive
 I had my first az one in March. My partner had his first Pfizer one today x	GB	0.0	Neutral
_opin  for COVID-19 Ethics, a group co-founded by former Pfizer vice president… 	GB	0.0	Neutral
_K_Smith  I tested positive three weeks after first Pfizer jab. Similar side effects after 2nd jab. H… 	GB	0.5574	Positive
Tech Update:  All the differences between COVID-19 vaccines, summarized in a simple table that you can take to your… 	GB	0.0	Neutral
 It depends... did you have Astrazeneca or Pfizer and has your 5G kicked in?	GB	0.0	Neutral
Had my 1st Pfizer vaccine yesterday. Took two paracetamol before bed, woke up feeling full of beans! Got quite leth… 	GB	0.2003	Positive
 Tired of self proclaimed experts making threads on a viruses  natural course of development.Some po… 	GB	-0.1027	Negative
 I have super human powers now ( well according to the dream I had last night )- sorry if you had the Oxf… 	GB	0.7717	Positive
 Did you have AZ or Pfizer? My arm was tingly at 1st &amp; then started hurting about 4hrs later. I also f… 	GB	-0.4019	Negative
Good news 	GB	0.4404	Positive
First jab done. Team Pfizer-BioNTech. Thanks so much to the NHS the process was flawless  . Extraordinary nationa… 	GB	0.7351	Positive
Off my face on Pfizer and wine. Can’t wait to sit through all of Eurovision. God help us all.	GB	0.5859	Positive
  FAKE NEWS!!!I've had both Pfizer shots and I can tell you honestly that I only h… 	GB	-0.4037	Negative
 LMAO I'VE GOT PIZZA BRAIN CRAIG!!  I got Pfizer 	GB	0.7365	Positive
Waiting to get my first dose of the vaccine. Apparently they're out of Moderna and Pfizer so they're going with som… 	GB	0.0	Neutral
_toronto I’ve had Pfizer.. was absolutely fine after it &amp; its 97% effective after 2 doses..	GB	0.6361	Positive
  Yep.  All family so far apart from my Mum who had Pfizer.	GB	0.296	Positive
3 friends came in for the #AstraZeneca vaccine..they were late 30’s..I offered them #pfizer instead &amp; they declined… 	GB	0.4767	Positive
Heightened sense of smell. I can smell everything in this wood down to the molecules, does everyone get this after a Pfizer jab?	GB	0.0	Neutral
Just had it done, it was Pfizer. Arm is a bit sore and I'm yet to feel any other side effects. I'm just mainly reli… 	GB	-0.3612	Negative
Pfizer Gang Now i've just gotta wait to get my superpowers 	GB	0.0	Neutral
Just got my #covidjab  Very happy, the perks of being 40 ☺️ Hopefully no side effects 🤞 Thank you to the lovely… 	GB	0.7902	Positive
@_wotta Had mine a few weeks back. Had the pfizer one, 2nd jab in June	GB	0.0	Neutral
Managed to get my first dose of the super soldier serum #Pfizer #vaccinated	GB	0.5994	Positive
 Just had my first Pfizer jab.	GB	0.0	Neutral
 Genuine question, just out of intrigue. I though all under 40s were to have Pfizer? Do you know why you had AZ?	GB	0.0	Neutral
It’s quali day for the #MonacoGP I would post a selfie, but the Pfizer jab has made me really sick. So I’m repostin… 	GB	-0.7086	Negative
If your practice or pharmacy is planning to start delivering the Pfizer vaccine then we’re here to support you. Our… 	GB	0.4019	Positive
Everyone having Pfizer today at drs and I'm having AZ, how's that gonna work. What if they give me wrong one. Hope… 	GB	-0.4767	Negative
 Late in my following this week PFizer 2 has floored me 	GB	0.0	Neutral
Excited to report I just had my first Pfizer jab. Closer to be able to travel again and see my family after one year and a half! 	GB	0.4003	Positive
 i’d swipe for moderna and pfizer	GB	0.0	Neutral
 Had my second Pfizer jab 2 weeks ago &amp; apart from feeling a little tired, it felt like a very mild head co… 	GB	0.101	Positive
First dose done! Pfizer chiefs did a fab job at Cheltenham Fire Station. I am an absolute sucker for collective end… 	GB	-0.4753	Negative
Yes, I'm sure it works. The original question was about AZ v Pfizer. I think the percentage figures are higher for… 	GB	0.743	Positive
Is hunger a Pfizer side effect? I’ve just had a 3rd breakfast 	GB	-0.25	Negative
Got my jab on Thursday (Pfizer), didn’t hurt, felt as gross as any injection. Yesterday my arm hurt a lot, but noth… 	GB	-0.6652	Negative
This happened to us masa amik vaccine hari tu. This guy approached my parents &amp; asked how's the process and all. My… 	GB	0.0	Neutral
 I’ve had both my Pfizer and luckily was completely fine other than a sky high temp after my second.	GB	0.659	Positive
Me and Rog are now Pfizer buddies...	GB	0.0	Neutral
We, maybe they would be better off with Pfizer or Moderna as regards #JohnsonVariant. That's what the science now s… 	GB	0.4404	Positive
First people going to San Marino to have the Russian vaccine while doing an holiday. Apparently someone from the UK… 	GB	0.4019	Positive
 my mums had both pfizer and she just felt tired , she does anyway	GB	-0.4404	Negative
The next milestone in the vaccine rollout  Important to note under 39's and pregnant women should be offered the P… 	GB	0.2023	Positive
#MapOfTheDay Geopolitics of #CovidVaccine in #Africa  #Pfizer #AstraZeneca #SputnikV #Sinopharm #vaccines #22May… 	GB	0.0	Neutral
  Both AZ and Pfizer/Moderna offer very high protection against hospitalization (90%+). And are… 	GB	0.0	Neutral
  I had Pfizer in January. I had covid in October. Was like the flu. I was wiped for a few da… 	GB	-0.0258	Negative
 I had my first just a few days ago. I had  jab	GB	0.0	Neutral
IS THIS WARNING GOOD ENOUGH FOR YOU?¿!! #TheGreatReset #Covid1984 #mRNA… 	GB	0.2695	Positive
 The second pfizer vaccination sent me to sleep and then I was better. Apparently pfizer make compost a… 	GB	0.4404	Positive
#mRNA vaccine wipes out natural antibodies apparently as reported here in a news storyHOW CAN WIPING OUT YOU'RE N… 	GB	0.3612	Positive
"AZ and Pfizer waiving any liability due to adverse reactions of their ""unlicensed"" emergency trial vaccines SHOULD… "	GB	-0.7096	Negative
Therefore back up of evidence &amp; information might be becoming something much more essential now!#Agenda21… 	GB	0.0	Neutral
for those who asked.I got the Pfizer vaccine. first vaccine today at 12. all I have had today is a pain in my a… 	GB	-0.5106	Negative
half juiced on pfizer babeyy	GB	0.0	Neutral
  Ha, me too! Pfizer in the morning and a lunch rezzy in the afternoon. No way am I missi… 	GB	0.126	Positive
 Just be glad I had Pfizer. If I'd had Moderna I'd have done a whole TikTok on this.	GB	0.4588	Positive
   Sounds like Pfizer envy to me  #TeamPfizer	GB	0.1027	Positive
 Cheers mate hopefully it’s the Pfizer one I have	GB	0.7003	Positive
Rather like when you see the Milky Way and get a sense of the universe, I just had a spectacular moment of clarity… 	GB	0.3612	Positive
 My first blinded trial appointment is tomorrow morning, and this afternoon i had a text from my GP inviting me for the Pfizer 	GB	0.3182	Positive
Fab news, my OH got his today too! 31 year olds &amp; Pfizer’d up, thank you NHS 	GB	0.6996	Positive
 I was 100% fine after my first, after my second I had slight chills in the evening but I went to sleep a… 	GB	0.1027	Positive
Officially a Pfizer Chief  	GB	0.0	Neutral
  I had the Pfizer one the next day I felt tired with pain in my joints	GB	-0.7351	Negative
Booked my #Covid_19 vaccine today! I’ll be having #Pfizer as under 40. My hubby has booked his second in too. Nice… 	GB	0.0	Neutral
 You should be Pfine with Pfizer!	GB	0.0	Neutral
  _peace Not a traditional vaccine doesn't mean not a vaccine. Presumably you're ta… 	GB	0.0	Neutral
 Oh no! And thanks - did you have Pfizer?	GB	0.2481	Positive
I finally got vaccinated! First dose of Pfizer’s vaccine is currently flowing round my system and all is good so fa… 	GB	0.4926	Positive
 PfizerFirst dose absolutely no side effectsSecond dose - moderate hangover symptoms the next day, mild… 	GB	-0.3597	Negative
  Yeah that's it. Like, what might happen in those 15 minutes? The side effects of the Pfizer se… 	GB	0.5719	Positive
 I’ll be at my lunch booking tomorrow even if I’m still off my face on Pfizer 	GB	0.0	Neutral
 Haha, I got my Pfizer one yesterday and a sticker!	GB	0.5093	Positive
 When I called the helpline after a badish reaction to my 2nd Pfizer vaccine dose after having had nothing… 	GB	0.0	Neutral
_  I’m team Pfizer too 	GB	0.0	Neutral
 Two people I know have had these One falls asleep after getting up and dressed (never done that before… 	GB	0.0	Neutral
 Pfizer I believe but I don’t know 100%	GB	0.0	Neutral
I have enjoyed this week, but I think it's time to lock down againInDiAn VaRiANt is raaammmppantI've had my fir… 	GB	0.2846	Positive
Right then, time to become a Pfizer chief 	GB	0.0	Neutral
 I think mine is Pfizer. We have that, moderna and Astra zenica but they don’t do that to under 35s now	GB	0.0	Neutral
 Yes! I had Pfizer, husband had AZ. He went to bed early, I moaned about a sore arm. In the big scheme of… 	GB	-0.126	Negative
"""BILL GATES NEVER SAID 3 BILLION PPL NEED TO DIE IN PLOT INVOLVING VACCINES"".. WELL THAT'S A RELIEF!! (COVID V… "	GB	0.2225	Positive
  I had AZ for my first dose and had 12 hours of moderate side effects. Had Pfizer for my 2n… 	GB	0.0	Neutral
@_CarinaWh Most ive spoken to who had Pfizer say same thing sore arm &amp; tiredness the next day or 2. The people ive… 	GB	-0.3612	Negative
@_CarinaWh I had Pfizer first jab on wednesday i have a fear of needles from young but just dont look at it nowaday… 	GB	-0.2732	Negative
 You may now join the Pfizer chiefs.I'll see myself out	GB	0.296	Positive
1st Pfizer dose done! So far achy arm and neck but otherwise not too bad #PfizerVaccine #CovidVaccine #covid19 	GB	0.6208	Positive
 When the TDP-43 kicks in from the Pfizer jab and their frontal lobe ceases to function, can they claim… 	GB	0.0	Neutral
Pfizer/BioNTech COVID-19 vaccine shelf-life extended from 5 to 31 days, says MHRA 	GB	0.0	Neutral
_Cottingham Today's the second day after the vaccine. First day was the worst and mostly better today will just… 	GB	-0.296	Negative
 Why did you get yours before me? As far as I'm aware you're still 17 aren't you? lolzI got the Pfizer… 	GB	0.0	Neutral
Pfizer vaccine update as someone with ME/CFS, hEDS and autism.Sore arm lasted 48 hours but had worse with flu jab… 	GB	-0.8201	Negative
 I did after my second Pfizer jab.	GB	0.0	Neutral
Wait, which Pfizer med did they give me? 	GB	0.0	Neutral
Pfizer crew in the house 🥳🥳🥳 	GB	0.0	Neutral
 Only if you Pfizer vaccinations you have to wait... I got a sticker stuck on me and wasn’t allowed to leave until that time 	GB	-0.296	Negative
She's a Pfizer girl  	GB	0.0	Neutral
Had the first Pfizer jab, was in and 20 mins, very efficient 	GB	0.4754	Positive
  I did the same. Had my first Pfizer yesterday and only have a sore arm. Good luck!	GB	0.5707	Positive
  Most poorer countries wont have that option - because Pfizer, Moderna etc etc are mor… 	GB	-0.4201	Negative
  Was that Pfizer too ? as it seems 2nd one of that yet the 1st one of Astra are the worst !	GB	-0.6588	Negative
  Welcome to club Pfizer 	GB	0.4588	Positive
JUST HOW LONG HAVE PPL FELT THAT THERE WERE TOO MANY PPL IN ORDER TO COME UP WITH A PLAN??!#Covid1984 #Agenda21… 	GB	0.0	Neutral
OUR VERY OWN BUMBLING QUIRKY HARMLESS  PRIME MINISTER!!#Covid1984 #Agenda21 #GreatReset #TheGreatReset #CovidUK… 	GB	0.5134	Positive
 Nice one, but be careful mate. My 2nd Pfizer knocked the fuck out of me after being ok after the 1st one !	GB	-0.1134	Negative
 Hope your feeling better soon bud.I’ve had both Pfizer jabs, fine after the 1st one but the 2nd knocked me for 6.	GB	0.5499	Positive
Vaccination done.   Pfizer one.  #vaccinated #Pfizer	GB	0.0	Neutral
 _n_roses Pfizer, Tuesday, woke up Wednesday with fever, ferocious headache, come and gone for tw… 	GB	-0.1027	Negative
   It might be better than the TDP-43 that people are receiving from the Pfizer… 	GB	0.4404	Positive
COVID-19: Pfizer vaccine likely to be effective against Indian variant of coronavirus, BioNTech boss says 	GB	0.4767	Positive
   Hope you have no side effects. Mum had Pfizer and was fine xx	GB	0.3612	Positive
Literally just had my jab. Got in the car to hear Paolo Nutini Pencil Full of Lead on  with  Now… 	GB	0.0	Neutral
 I had Pfizer	GB	0.0	Neutral
_57 No, because I had astra zeneca, so didn't need to. My son had Pfizer and said you were sent to a seating a… 	GB	-0.296	Negative
 it always was they just want an upturn in vaccination rates so big money matt can secure hi… 	GB	0.4019	Positive
 Yeah I had the pfizer and it hit me hard the next morning. Thankfully the worst of the symptoms stopped by… 	GB	-0.34	Negative
 I had Pfizer too. Yep, all well apart from the arm. So sorry it’s hit you both hard. I hope you feel better soon. ❤️	GB	0.7968	Positive
 I had the Pfizer one yesterday and the only affects I've had is the sore arm and feeling sleepy for like a… 	GB	0.128	Positive
My reward for being brave  I’m a survivor, I’ve had the Pfizer   	GB	0.8625	Positive
 We originally recommended the AZ vaccine because of some reports of anaphylaxis with the pfizer one but… 	GB	0.2023	Positive
" Well I can certainly tell you that Pfizer vax has been approved at the various age stages for ""emergency use"""	GB	0.5719	Positive
     Like I said above, it’s the content that’s more important.	GB	0.5563	Positive
 You just proved my pointChoosing just last 10w when transmission⬇️ + vaccine benefit ⬆️ to compare with… 	GB	0.4588	Positive
_l0109 _VC  There are a handful of first dose Pfizer appointments available tomorrow and over th… 	GB	0.0	Neutral
_Faim _2019   _Group  Until 2020, the UK was not a large s… 	GB	0.0	Neutral
 My best friend felt like this despite it being Pfizer. All I could do was sympathise because I didn’t f… 	GB	0.872	Positive
"@_pads (See recent retweet about a team of nurses claiming to be ""The Pfizer Chiefs"".)"	GB	0.0	Neutral
"Great name ""The Pfizer Chiefs""!  "	GB	0.6588	Positive
9 hours post-Pfizer. Fine, but it feels like someone gave me a dead arm a couple of hours ago.	GB	-0.5106	Negative
 Are they supposed to be saving the Pfizer ones for the younguns or something?	GB	0.0	Neutral
So far, no ill effects from Pfizer jab.Doesn't mean I've not been tucked up in bed with a glass of milk, stack of… 	GB	-0.6749	Negative
     How many are AZ and how many Pfizer?	GB	0.0	Neutral
   _EN wow you've discovered gifs. Well done. So tell me how many vac… 	GB	0.7096	Positive
 It’s beyond madness. I am so grateful for the Pfizer jab health is wealth...	GB	0.101	Positive
 My 5g has just ramped up, but that's possibly more to do with my mobile provider than my pfizer jabs.	GB	0.0	Neutral
This evil man  wants to inject children.  	GB	-0.6597	Negative
Had my #Pfizer vaccine... I keep hearing voices from Bill Gates.. 	GB	0.0	Neutral
 Pfizer. Bit of a sore arm next day, nothing else. Went into work fine. Tired at end of day though. Fine since then.	GB	-0.4215	Negative
 I had the Pfizer. A bit sleepy the day I had it, but a really sore and achy arm the day after.	GB	-0.5704	Negative
Game changer! No more mad rushing around at the end of day 3 to use up any leftover doses of the #pfizer vaccine.. 	GB	-0.7171	Negative
_orwell  I'm with you, Aldous. According to the NIH, Pfizer BioNTech trials end on April 6, 20… 	GB	0.0	Neutral
_Contrarian But it’s been scientifically proven that having the injection doesn’t stop transmission?	GB	-0.296	Negative
UK standard care for patients with AI to receive hydrocortisone emergency injection kit and have in hand when neede… 	GB	0.5859	Positive
Surplus Equipment Required #ukmfg #cnc #engineeringuk #usedmachines #construction #glass #injection #moulding… 	GB	0.0	Neutral
_kapitansky You need to get a tetanus injection. 🧑‍⚕️	GB	0.0	Neutral
Feeling sick again,that means for the 5th night in a row I'll he hypo from around 2am yet won't tolerate glucose/co… 	GB	-0.4215	Negative
@__b_c  Tired: code injection. Wired: Intravenous auth code flow.	GB	-0.4404	Negative
         Are y… 	GB	0.0	Neutral
_82 Get Eurovision on the box too for an injection of joy.	GB	0.5859	Positive
  _INDIA  Injection Anxiety 🤣🤣🤣	GB	-0.1779	Negative
 _INDIA  So, I have a response from SII. First of all, thanks! They say it appe… 	GB	0.4926	Positive
 Same as first absolutely nothing,just abit tender on injection site x	GB	0.0	Neutral
 I'm 76 and turned my injection down because I'm ex-forces. Only fucking nancyboy spastics need drugs.… 	GB	0.0	Neutral
 Could be part of the psychological operation to get people to get the injection, with the choice being… 	GB	0.0	Neutral
Last of the weeks top tips to raise awareness and avoid insulin errors Today’s top tipRIGHT DEVICE: insulin is av… 	GB	-0.25	Negative
Well we are all covid jabbed up.  To anyone concerned... we are good.  Side effect of a sore arm (same as any injec… 	GB	0.3612	Positive
Vaccine day. As someone who knows people who caught polio because their parents didn’t get them vaccinated, I am gl… 	GB	0.0	Neutral
    pssstt , Mr Johnson, had what I think is a good idea,  keep in place the wearing of  , hand sanit… 	GB	0.7269	Positive
Sincere thanks to all of the staff at West Heath Medical Centre for their hard work. I was in and out so quickly to… 	GB	0.6369	Positive
 EU food productions standards are far higher than those in the US, Australia and Brazil, banning hormo… 	GB	0.0	Neutral
I've seen more joy from those prisoners on Death Row when Sir Trevor McDonald interviews them just before they are… 	GB	-0.4779	Negative
  _Yorkshire Why? If you think they wanted to exploit the situation, they'd say the op… 	GB	-0.1027	Negative
  both my parents were knocked off their feet for days post-injectionis that scaremongerin… 	GB	0.0	Neutral
 First shot fine no side effects other than injection site was slightly tender to touch,second shot… 	GB	-0.1027	Negative
 Check out her likelihood of serious illness/death here  Then manually calcula… 	GB	-0.0772	Negative
Had a dead arm, so slapped it to get the blood flowing. Then remembered the reason for the dead arm is the vaccine… 	GB	-0.8625	Negative
 'But they'll know where you are?''Who?''The government.''So?''Theyll be able to control you.'… 	GB	0.0	Neutral
Ok I have my 1st vaccination appointment tomorrow but I got to ask: Do I pull my underwear down and spread my cheek… 	GB	0.1531	Positive
_thoreson I'll probably carry on until I get the 2nd injection and/or for a while after people go back to the off… 	GB	0.0	Neutral
First dose of anti-Covid later today, first time I've ever looked forward to an injection!	GB	0.0	Neutral
Publication according to Article 4(1) of REMIT/UMM - Urgent Market Message - Planned injection unavailability at Ha… 	GB	0.2023	Positive
 Good thing is I can be a bit ‘meh’ about other jabs! Vaccine? It’ll be my third injection today, stick it in! 	GB	0.5399	Positive
Decimate uk farming for sake of 0.01% injection into the UK economy?#tradedeal #ukfarming #LizTruss 	GB	0.0	Neutral
 I just had a bit of a sore arm near the injection spot. My wife was wiped out for two days. Anecdotally… 	GB	-0.3612	Negative
  I would like to give her my an  injection with my own hard implement (between her legs)	GB	0.2732	Positive
 Absolutely fine, though arm is tender around the injection point.Might still have an easy day thou… 	GB	0.6115	Positive
_Hotspur   I think Levy will cash out on Harry, but not yet. Harry will be a big cash inj… 	GB	0.0	Neutral
 I was in bed for 5 days , if I had been this ill for the first injection. I wouldn’t have had the second	GB	-0.5023	Negative
 Obviously an injection of money from some where .	GB	0.0	Neutral
 Thank you Nikki! Apologies about the painful injection...	GB	-0.1759	Negative
Did you know?-REDENSITY 2*'s high malleability matches perfectly with the anatomical characteristics of the perio… 	GB	0.6369	Positive
 CZ-5B core, as far as I am aware, doesn't have the ability to deorbit (no restart). Like Shuttle's… 	GB	0.1376	Positive
_brinke  Same.  Painful arm for a couple of days, and proper flu symptoms about 24 hours after… 	GB	-0.6705	Negative
Injection Moulding Setter | Dorking | Find out more and apply: 	GB	0.0	Neutral
"""People who live or work in the Saffron Lane, Eyres Monsell and New Parks area can get an injection - if they are e… "	GB	0.0	Neutral
_Motors  Everyone's going to have a different idea of what they want - some would have us all… 	GB	0.0772	Positive
  You cannot force anything against people's will I don't care who he is government or no… 	GB	-0.3875	Negative
 It went well. Quickest injection ever. As someone who’s spent their lives in and out of hospitals it was… 	GB	0.2732	Positive
Injection Moulding Tools LtdHighly skilled, innovative engineers are on hand to contribute ideas and optimise solu… 	GB	0.8402	Positive
 Could be a lot of these propaganda photos and vids strangely dont show the actual injection site. They g… 	GB	-0.4939	Negative
_aldred The last 4 managers have been abysmal style wise hoping for a change next season with an injection of… 	GB	0.7096	Positive
  I've had 2 doses of Pfizer vaccine.First dose I experienced some inflammation at… 	GB	0.0	Neutral
Designed for mass production injection moulding, this speaker is built from the ground up to be robust, light-weigh… 	GB	0.34	Positive
RP Technologies LtdThrough precision engineering combined with a wealth of experience  service offers a fast turna… 	GB	0.4939	Positive
We're delighted to welcome the confirmation of a £10m injection in to Leamington Spa.The ‘Town Centre Vision’ str… 	GB	0.743	Positive
£10million cash injection for Leamington's high street confirmed - 	GB	0.0	Neutral
 A reply from FOI request to public health scotlandHow many people have died 28 days after receiving… 	GB	-0.5574	Negative
A good point well made .  Ill take #NaturalImmunity any day vs a frankenj4b gm0 experin3nt4… 	GB	0.296	Positive
Enhancing bioenergy production from food waste by in situ biomethanation: Effect of the hydrogen injection point ht… 	GB	-0.4215	Negative
Inter set for £237m cash injection as US investment firm buys stake 	GB	0.0	Neutral
inmate convicted of beating his 83-year-old great aunt to death who would not lend him money faces death by lethal… 	GB	-0.7717	Negative
 also, I was genuinely surprised by the 'no gays in Russia' bit. A massive injection of character buildi… 	GB	-0.0772	Negative
 I had the injection at 10 in the morning. The aches started at bedtime. I woke up with the headache	GB	-0.25	Negative
 Speak to the nursing staff and let them know how you feel. They should be able to help with the anxiet… 	GB	0.4019	Positive
_Bols02 I had my 1st jab 3 weeks ago. The next morning I felt foggy brained and unwell, clearing up by midday.… 	GB	0.0	Neutral
Looks like I got away with vaccine injection one. I felt like I'd been socked pretty hard in the shoulder, but that's about it.	GB	0.5267	Positive
 It means a magnetic field sensor is showing a magnetic field at the injection site on a human. That’s what it means.	GB	0.0	Neutral
A great example of how the plastics processing industry remains competitive through #automation &amp; digitization of t… 	GB	0.7003	Positive
_Bols02 24hrs head cold type symptoms... definitely worth doing!! 2nd injection tomorrow..	GB	0.6351	Positive
 I heard! I gotta remember keep myself drinking water before and way after the injection!	GB	0.0	Neutral
Patterson and Rothwell LtdOffer state of the art Injection Moulding and Injection Mould Toolmaking facilities… 	GB	0.0	Neutral
 Look at this and the date, my dogs injection it was for 	GB	0.0	Neutral
 Not before I give you YOUR injection	GB	0.0	Neutral
       _I … 	GB	0.0	Neutral
  And I can sit and watch that being done to me all day long, but an injection? nope can gtfo	GB	0.0	Neutral
#HyaluronicAcid: Drug or Device? An intra-articular injection solution used to address #osteoarthritis pain has rec… 	GB	-0.25	Negative
They are run by amateurs who cannot understand research. When they inject over 70yr olds telling them the 'vaccine'… 	GB	0.0	Neutral
_kim For my first Pfizer I had a sore arm for about 10 hours, and was very tired. On my second jab - nothin… 	GB	-0.6901	Negative
We urgently require Lipsomal Amphotericin B injection in Jain ENT hospital laalkothi Jaipur Rajasthan.P… 	GB	0.0	Neutral
They're going to implant chips in you to monitor you, but relax conspiracy theorists, they won't deliver it via inj… 	GB	-0.1901	Negative
 He was ok after a few days. He had to have an anti histamine injection . Bless him xx 🤍	GB	0.4019	Positive
_  You miss your monthly depot injection?	GB	-0.1531	Negative
_McAvoy  I couldn’t agree more, yesterday was also a reminder that sometimes you need to step ba… 	GB	0.3612	Positive
Chills, shivering, myalgia, arthralgia, fever, headache, fatigue, injection site pain and insomnia (maybe due to th… 	GB	-0.6486	Negative
Very grateful to our fantastic #NHS though, the nurse was fab and the jab itself was the least painful injection I’ve ever had!	GB	0.9116	Positive
_Milne What he is not saying is that the new strain which is killing people who have been vaccinated are really… 	GB	-0.6808	Negative
 That giant dressing plaster for a little injection seems a little overkill, haha. And a cookie! Spoilt :o	GB	0.3846	Positive
That is the best half of football i’ve seen in such a long time. The fans put that injection of pressure and passio… 	GB	0.4588	Positive
   If you read it, most people are reporting a sore arm from the injection needle or the… 	GB	-0.3612	Negative
 I had the injection about lunchtime, side effects kicked in round late evening / night. First dose worse… 	GB	0.0	Neutral
 Why are you not bringing people's second covid injection forward as the government said well Boris… 	GB	0.2732	Positive
Kevin just rang me he just had his depixol injection &amp; it got onto to the subject of gay &amp; he said he has a lot of… 	GB	0.0	Neutral
I agree. The complete lack of logic around this injection is crazy!1 it's a 'vaccine' without any of the virus in… 	GB	0.126	Positive
 They don't care if the unvaxed die. They don't care if the vaxed die. What they really don't want i… 	GB	-0.9268	Negative
 How dare they!!  try and and frighten people bully them calling them horrible names just to try and ge… 	GB	-0.8652	Negative
PHILLY D.A. continues tonight at 8pm. A councilwoman bridges constituents plagued by the opioid crisis with D.A. Kr… 	GB	-0.6249	Negative
 When I was a wee girl, I had to have blood removed. The nurse said “think of something lovely” so I t… 	GB	0.0	Neutral
  The first time I had an eye injection I was surprised how effective topical anaesthetic… 	GB	0.6124	Positive
