Tweets	Country	Compound	Analysis
First Covid jab: sorted ✅ 	GB	0.0	Neutral
 3. There's a new epidemic out there, it's called terminal stupidity and is spreading faster than the… 	GB	-0.4404	Negative
       … 	GB	0.0	Neutral
"I've not got any sympathy with any adult who takes the ""JAB"" &amp; has side effects."	GB	-0.2755	Negative
 Amongst the age group only just invited to have a jab. Which to me means the vaccine is working.	GB	0.0	Neutral
First jab done  let's see how good my phone signal is now 	GB	0.4404	Positive
 1. We live in troubled times.Take the experimental, unlicensed, mRNA Gene therapy jab for instance.… 	GB	-0.4588	Negative
 You know it. Buys enough time to find the next variant which will mysteriously seem to target the ver… 	GB	0.0	Neutral
 Not with the rate of variants jumping from country to country . 1st jab ✅. 2nd due in July . It’s a race… 	GB	0.0	Neutral
Had me jab yesterday and never felt better. Is that a side effect Must’ve got a good batch. Or it was smack.	GB	0.1265	Positive
  No lol.   The placebo ...  no magnets will stick. The real jab .. stuff sticks.… 	GB	-0.1531	Negative
Really been feeling the fatigue since I had my jab, so I napped and then I've spent my evening watching documentari… 	GB	-0.0571	Negative
 _LeClerc      _Leasing… 	GB	0.0	Neutral
my little sister just got her first jab. before me. happy for her but also 100% mad	GB	-0.4497	Negative
" That's it!!!!!!!!!! That's exactly it!!!!!!!!!!!!!!!!! I was outside like ""am I nervous for the jab ev… "	GB	0.3753	Positive
Several women - as well as doctors working at vaccine centres - have messaged me with worries that these conspiracy… 	GB	-0.1779	Negative
Guess who's had their first vaccine and was so anxious she tried to make small talk with the woman doing it, she wa… 	GB	-0.3851	Negative
Got my first jab! At the Science Museum!!!! It was an exciting day for this 29-year-old nerd #vaccinated 	GB	0.4885	Positive
 I feel so sorry for u I just had my first morderna jab I feel like death mistress	GB	-0.4576	Negative
  It does happen however it could be your mum was given the placebo . My neighbours… 	GB	0.0	Neutral
Here’s hoping I don’t get many side effects to this jab because tomorrow I’m working 7:30am-6pm 	GB	0.4215	Positive
_no  .Don’t believe many real int personnel are happy with this bullshit.Already many service… 	GB	0.5719	Positive
People who've had the jab are now part-engineered	GB	0.0	Neutral
 Decent that.Very nice.Snaps his jab out well, changes position with good feet &amp; throws the right hand properly.	GB	0.802	Positive
 It only occurred to me this week, originally only adults were getting the jab but they had produce… 	GB	0.0	Neutral
Anyone get headache after there jab ?	GB	0.0	Neutral
Got my second jab today at Crystal Palace football club. Dont know a lot Bout football so I can't think of a joke.… 	GB	0.0	Neutral
posted this to my main account but reposting heresomeone I know got his first jab today (Pfizer) for the genuine… 	GB	0.0	Neutral
Got my second jab tomorrow. Going to ask for a sticker this time. 	GB	0.0	Neutral
 Ignore all that shit, it's the final push to convert, remember the get the jab to go on holiday, that worked out well	GB	-0.3182	Negative
_QT I had my second jab Weds 2nd June. I had no symptoms. I had constant shivering for 24 hours after the first jab.	GB	-0.296	Negative
 Now that the jab has been licenced for over 12s, are you considering doing a percentage of eligible… 	GB	0.0	Neutral
 Lucky you. I grew a whole keyboard on my back. Whatever will the second jab bring? My own WiFi hotspot?	GB	0.4871	Positive
Half a billion doses  of the jab Biden is buying for the world !!!! He’ll be made a Saint next  of course Pizer won… 	GB	0.0	Neutral
The #COVID19 was only really a big risk to the over 75s who were already frail. So why is the government trying to… 	GB	-0.3353	Negative
jobs for the jabbedthis is beyond wrongwonder what state we'll be in this time next yearno jab no job?no jab n… 	GB	-0.296	Negative
Just had my 2nd covid jab and the lady knew i was really nervous so before she put the needle in so said so have yo… 	GB	-0.3384	Negative
It never applied to me just as social distancing, limited outside time or group size doesn't. They are as irrelevan… 	GB	-0.2263	Negative
My arm aches  This is why I should've been given a free joint with my jab, bet it wouldn't hurt then.	GB	0.6219	Positive
The take-up rate for the #coronavirus jab in #Brighton and #Hove is among the lowest in the country, according to o… 	GB	-0.3818	Negative
someone I know got his first jab today (Pfizer) for the genuine reason that he's hoping for adverse effects like pain and death	GB	-0.6597	Negative
8 weeks to day after jab #1, I had jab #2 today! thanks to all the staff and volunteers  _CCG… 	GB	0.4926	Positive
  Just don't take the card with you. I had lost mine and they just did me a new one when… 	GB	-0.3182	Negative
 shares insight from data on the increasing cases amongst the young &amp; unvaccinated, the R number &amp; why t… 	GB	0.3612	Positive
"Goldman Sachs orders its US employees to declare their vaccination status before a return to the office. But ""no… "	GB	0.0	Neutral
 Iv come terms with it without the vaccine I won’t be able to travel but I don’t care I’d rather not… 	GB	0.6486	Positive
  Yes personal choice. I think we are now at the stage when it should be a choice as a… 	GB	0.4019	Positive
Thanks for your advice , I had to have a tetanus jab and been given antibiotics!	GB	0.4926	Positive
 Seen him interviewed loads over the pandemic and when asked if he’s had the jab he’s always getting it don… 	GB	0.0	Neutral
Don’t believe the magnet sticking to your jab site, believe the lying journalist instead. 	GB	-0.5267	Negative
_0583  The older people had their jab. Your point doesn’t make any sense	GB	0.0	Neutral
Also since coming back from my hot sweaty run I’m far more - ‘magnetic’ than I was. I blame the jab.	GB	-0.34	Negative
A reminder if you are over 25 years old, you can book your jab. The system is busy so please be patient.  	GB	0.4572	Positive
LOUISE HAMPTON - THEY'RE COMING FOR THE KIDS WITH AN UNAPPROVED EXPERIMENT JAB PARENT… 	GB	-0.34	Negative
  Oh, and gawd PLS don't take any offense! I don't want TWITTER not hating me ALSO! l… 	GB	0.7038	Positive
 Yayyy!!! I want that Covid card. Mine doesn’t even have my name on it. Just a sticker that didnt eve… 	GB	0.2905	Positive
Got my second jab. Such a smooth process. Love how they slip you a vaccine passport at the end. I got quite emotion… 	GB	0.6369	Positive
_QT Mine was fine after 2nd (i was really poorly after 1st) but I was very very tired! But I had a lot going… 	GB	-0.6807	Negative
  Stick Malta the jab doesent stop you getting the virus or passing it on  What dont… 	GB	-0.296	Negative
Twice the jab, twice the fun.TRUTH. 	GB	0.0	Neutral
Tommy Vext is actually saying he won't play at shows where you need to have a covid jab.....for fucks sake man	GB	-0.6293	Negative
  It's so depressing that millions have literally queued up to take the experimental jab and n… 	GB	-0.4391	Negative
  I was turned away for my 2nd jab @ Sandown Park on Monday. Despite being able to book on the N… 	GB	0.0	Neutral
 Yeah he’s a changed man now, just another Morrissey	GB	0.296	Positive
 Got myself a bit stressed going there as we all had to get off the bus to wait for the next one so… 	GB	-0.34	Negative
     But people who dont want the jab say their bod… 	GB	-0.0572	Negative
im so nervous for my second jab what if i come out and il like an alien or something	GB	0.0276	Positive
_zampillo15 And he definitely doesn't have Jan's timing. I identified his timing along with his jab as izzy's… 	GB	0.4019	Positive
 And yet our PM flew to Cornwall! Not very green, is it  ?! 🤦‍♀️ ps. Same here regarding the jab!	GB	0.0	Neutral
78% of British people have had one #COVID19 jab55% of British people have had two #COVID19 jabs🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳	GB	0.0	Neutral
These last few weeks have just been a pain. Had my covid jab but walked into the bar at work so it swelled, sore kn… 	GB	-0.6999	Negative
Annette has had her second jab! Find out where you can get a walk-in Covid-19 vaccination here:… 	GB	0.0	Neutral
 I was turned away for my 2nd jab @ Sandown Park on Monday. Despite being able to book on the NHS system and… 	GB	0.0	Neutral
 No, you'll be contacted in 3 to 12 weeks after the jab about booking the second one! You can't boo… 	GB	-0.3595	Negative
Just had my second Covid Pfizer jab at Rivermead centre. I’m now fully vaccinated!!! #CovidVaccine 	GB	0.0	Neutral
 Really pleased you got your first jab!! You over here or there?	GB	0.5827	Positive
  Get the jab  then after that we’ll still not let you out 🤷‍♂️  snapping point is coming ….	GB	0.0	Neutral
   Nurse describe how she's being backed into a corner to take the Wu F… 	GB	0.0258	Positive
First jab ✅ #CovidVaccine 	GB	0.0	Neutral
_Roberts_ I was turned away for my 2nd jab @ Sandown Park on Monday. Despite being able to book on the NHS s… 	GB	0.0	Neutral
Wow first covid jab were a piece of piss, I’m shit scared of needles the volunteers and nurses were amazing! 	GB	-0.2244	Negative
Yo boyo just booked his first jab for this Saturday and what a fucking relief	GB	0.5256	Positive
Still feeling a bit crappy from my covid jab so no stream today guys, hopefully back tomorrow	GB	-0.505	Negative
The UK is obviously doing politics taking advantage of the pandemic. An EU worker in the UK with 2 doses of the jab… 	GB	0.25	Positive
And that's it - first jab of my vaccine done! I wonder how many months I'd have been waiting in Japan...	GB	0.0	Neutral
As the covid-19 vaccination programme is being rolled out across the UK, there have been reports of some employers… 	GB	0.0	Neutral
There are now more than 100 large-scale #COVID19 vaccination centres across England, including one at the Bournemou… 	GB	0.0	Neutral
Had my second jab today and now fully vaccinated. 	GB	0.0	Neutral
Off for my second vaccination jab....let's go!!	GB	0.0	Neutral
    _bob   _blackcat… 	GB	0.0	Neutral
 All it takes is money for these people to forget their working class background	GB	-0.2263	Negative
 I got that on my first jab, was the second today, Su they reused that one	GB	0.0	Neutral
Got my first covid jab and my first haircut in more than a year. Things are coming back to normal.	GB	0.0	Neutral
Just got my first Pfizer jab fellas 	GB	0.0	Neutral
At the beginning of the week I could see about a dozen Crohn's mouth ulcers / granulomas after the whole Covid jab… 	GB	0.0	Neutral
   Exactly.  Are you suggesting that 6 months after our 2nd jab we should assume we… 	GB	0.0	Neutral
First jab tomorrow :D :D :D	GB	0.9201	Positive
2nd vaccination jab done. It was easy as ABC or rather AZ...Metaphorical hugs all round.	GB	0.7269	Positive
Chinese scientist filed patent for Covid jab weeks before pandemic declared - The Sun 	GB	0.0	Neutral
  My friends 21 year old son had a massive heart attack after 2nd jab my sister has blood c… 	GB	0.0	Neutral
I've just had my second jab. Looks like the conspiracie theorists were right. I'm a human magnet.I'm magnet man...… 	GB	0.3612	Positive
 call it what it is.... population control - self spreading vaccines - mass murder - genocide have we bec… 	GB	-0.6908	Negative
  No covid passports, we want our freedom back and that doesn’t include having to prove you’ve… 	GB	0.5106	Positive
 I'm not dissimilar. I'm middle of the road where the jab's concerned. Cos there is middle ground even… 	GB	0.0	Neutral
 Duck after having his first covid jab	GB	0.0	Neutral
Four in every 100 people aged 50 and over in Dacorum yet to receive first Covid jab  	GB	0.0	Neutral
Got the jab. Got TWO stickers.  	GB	0.0	Neutral
_Rankin  _ Seconded!	GB	0.0	Neutral
Forgot to say! I got my jab yesterday  my arm is SO painful and I'm exhausted but otherwise no side effects  	GB	-0.7434	Negative
Not being funny but I was fine after my jab and I have a fucking parasite sucking the life out of me. My partner li… 	GB	0.1273	Positive
They are saying that nine places in the UK are seeing a rise in the Delta variant.The Delta variant originated in… 	GB	0.0	Neutral
Booked my second jab!	GB	0.0	Neutral
Vaccine people, I had my second jab on Tuesday and feel fine today ✨Little groggy and dizzy yesterday, aching arm,… 	GB	-0.5106	Negative
My lad (27)getting his first jab this evening. Most of his peers doing same. In his circle the anti-vaxers are next… 	GB	0.0	Neutral
 hey jamie, thank you so much for this! any chance one of those clinics this weekend would do a second… 	GB	0.5848	Positive
Creator of CDC COVID vaccine app dies two months after taking jab. Company mourns his passing ‘from Covid-19’ | New… 	GB	-0.5267	Negative
_l0ve im so glad you got the second jab	GB	0.5949	Positive
Australian Woman’s Death Linked to COVID-19 Jab 	GB	-0.5994	Negative
   I had first jab April 20th, called by GP and had second jab (AZ) today - was or… 	GB	0.0	Neutral
 Weird mate, I had exactly the same feeling, even winced a bit 2nd time.  First jab felt terrible for… 	GB	-0.5106	Negative
_l    What are you basing that on? I’ve had my jab and I don’t think we should… 	GB	0.0	Neutral
 Difference in experience at this point was huge. Joyce had only around 18 fights whilst Olympic cha… 	GB	-0.1027	Negative
 Good look pushing the death jab on people	GB	-0.25	Negative
Goldman Sachs UK staff ‘strongly encouraged’ to reveal Covid-19 jab status 	GB	0.0	Neutral
" You mean from the ""JAB""? It's possible. In that case it will be most of North America &amp; Western Europe… "	GB	0.0	Neutral
__ Oh that's good We've had people getting the jab and going straight from there back into work and the… 	GB	0.5859	Positive
When a store recalls a certain product or food as a preventative measure from their shelves, most consumers will ta… 	GB	0.2732	Positive
Post second jab &amp; catching up on brilliant #FeelGood - first 3 mins of S2 Ep3 just spat my vaccine out of every ori… 	GB	0.5859	Positive
Such a relief to finally be offered my first jab after a year of going in and out of strangers homes for work	GB	0.4767	Positive
Yay! Jab number two acquired. Thank you  - amazingly efficient and friendly service	GB	0.9193	Positive
outfit for jab is sorted 	GB	0.0	Neutral
Don’t forget you need two doses of the #COVIDVaccine for maximum protection.  So please don’t delay getting your… 	GB	-0.2193	Negative
_0606    _BLADES   Thank you 	GB	0.3612	Positive
_Fred _lowww  _1789 _jones You don’t have to trust the government. Gonna need… 	GB	0.5106	Positive
St John volunteers have played an important role in the vaccination rollout across England, administering vaccines… 	GB	0.4939	Positive
 He did have the jab.	GB	0.0	Neutral
So many people got the jab to travel, checking the rules for my sister, it doesn’t matter if you have the jab or no… 	GB	0.0258	Positive
Delighted to have had my 1st jab yesterday ! One step closer to freedom ! But...anyone else completely knocked ou… 	GB	0.8436	Positive
UK mum left unable to communicate after second dose of vaccine..  &amp; they still say its safe to have..🤔How many mor… 	GB	0.4404	Positive
I just wanna LIVE LIFE. Jab me up mate, lemme collect my passport and travel for the first time in 20 years chile, what is fear???	GB	-0.5775	Negative
 Ahhhh, well I was also AZ so I wish you well  the symptoms came about 24hrs after the jab...	GB	0.7712	Positive
  My work colleague had her 2nd jab yesterday. Cannot lift arm, tingling and hand pu… 	GB	0.4939	Positive
 Ducking gud jab two	GB	0.0	Neutral
 Understand each jab takes 10-12 weeks to take full effect so getting 2 doses within that time frame woul… 	GB	0.0	Neutral
  If policy decisions are built around people who rejected the jab then the idea of per… 	GB	-0.5106	Negative
  So happy to get my second jab on Saturday... just got to keep safe until it's kicked in! Have you had yours yet?	GB	0.8012	Positive
It's now 12 weeks + since my first #COVID19 jab and I haven't heard about round two. Should I chase or wait?	GB	0.0	Neutral
Well only couple more days until I get my first covid jab bit nervous about it not gonna lie but it’s needs to be d… 	GB	0.0	Neutral
BREAKING: The UK has reported more than 7,000 daily #COVID19 cases for a second consecutive day.Another 176,559 p… 	GB	0.0	Neutral
Eu needs media to analysis the side effects with adopt strategy of vaccine term that comes even in history of background of patient	GB	0.1779	Positive
 they need to take care	GB	0.4939	Positive
 Hope you manage to dodge all the side effects! 	GB	0.4926	Positive
Yo I’m wrecked. I’m pretty sure these are delayed vaccine side effects, and it doesn’t seem like I’m the only one e… 	GB	0.7269	Positive
9 Hours later and the only side effects I've had are random pain in my left arm, X-Ray Vision and the ability to Co… 	GB	0.0	Neutral
 Weirdly, the place I probably get into this in most detail on this is not a learned journal or anything, bu… 	GB	-0.296	Negative
_Perkins1    Didn’t report serious side effects? WTF! Stupidity. Yello… 	GB	-0.8412	Negative
11 hours since my complimentary stab in the arm from the government and no side effects that I can notice... 	GB	-0.4767	Negative
_london   Exactly that, they turn us all into a box of pills, and yet we are meant to… 	GB	0.0	Neutral
It's frustrating that, in 2021, we still have to discover these things for ourselves/via social media/googling/word… 	GB	-0.4404	Negative
_in_TX  There are more in hospital, and particularly in intensive care, due to serious side-effects… 	GB	0.4877	Positive
Yeah baby. New pills! New side-effects to explore! Summer pharmaceutical interventions fest is kicking off.	GB	0.4184	Positive
 Absolutely fine. Both side effects to report so far :)	GB	0.6566	Positive
 to deal with the side effects and persevere with it as “surely the depression is worse than the side… 	GB	-0.7783	Negative
side-effects are for smaller, lesser beings	GB	0.0	Neutral
 Yeah she’s putting me on a new medication because I had side effects with my old ones. We’ll see how… 	GB	0.296	Positive
        … 	GB	0.0	Neutral
 🤗How did he feel after? Any side effects?	GB	0.0	Neutral
What amazes myself is that so many people, when they are offered the UNSAFE Vaccine they go &amp; get it.Some of my r… 	GB	0.4939	Positive
dosage.In phase II, the vaccine is usually given to hundreds of volunteers. It’s checked for  side effects and to… 	GB	0.0	Neutral
This is worth a read 	GB	0.2263	Positive
It's not JUST the AZ 'vaccine' which is killing people. The mRNA 'vaccines' are causing dangerous side effects too.… 	GB	-0.8176	Negative
Might be a weird one today. I'll be streaming as normal but there is a chance that I'll start feeling some side eff… 	GB	0.4404	Positive
   You need to trust them, because you certainly can’t sue if something goes wrong. Manuf… 	GB	0.3818	Positive
   Was the preliminary information from UK study that it increases side effe… 	GB	0.0	Neutral
"As someone who had a ""million to one chance"" blood clot post AZ vax, I'm determined to tell my story &amp; to inform ot… "	GB	0.5267	Positive
I'm not anti-vaccination. I believe covid is real &amp; serious (I've known people who've died of it) but the mortality… 	GB	-0.3506	Negative
I just want to see full statistics for deaths and side-effects post vaccination. We have not been given these, it s… 	GB	0.0772	Positive
 I've only had the first dose of the Pfizer. The only side effects I had was a sore arm, a mild headac… 	GB	-0.3612	Negative
_Miez Many congrats!!! You are lucky to get it so quickly. Hope side effects aren't awful.	GB	0.9142	Positive
Not heard from Talk Radio yet, although they said they wanted to interview me about my blood clot after the Astra Z… 	GB	0.0	Neutral
Got my vaccine yesterday, no side effects at all, it’s all good  feeling great  #vaccinated 	GB	0.743	Positive
 He's not read this then, EMA’s safety committee (PRAC) has concluded today that unusual blood clots… 	GB	0.4215	Positive
_A__Page yay! hope side effects clear up quickly ❤️	GB	0.8478	Positive
 No.  You would not unless you took out specific indemnity.Similarly, those agreeing to have the vaccin… 	GB	0.0516	Positive
 That’s it , it’s hard enough to do the treatments that do have bad side effects but are necessary… 	GB	-0.3506	Negative
_Perkins1    Everyone is given an information sheet to explain how you… 	GB	0.0	Neutral
 I'm pleased to say I am fine today and was able to go to work as normal. Haven't noticed any side effects at all.	GB	0.5719	Positive
 It’s our civic duty to report these side effects, after all!	GB	0.0	Neutral
     has now analyzed the VAERS data on #Covid vacc… 	GB	0.0	Neutral
 _  No they don't, maybe if you don't look around, or don't consider different approaches,… 	GB	-0.296	Negative
Heart inflammation &amp; blood clots are just a couple of the many side effects these jabs are causing. 2 deaths alread… 	GB	0.0	Neutral
V much hoping that these side effects from Pfizer are gone tomorrow because I am absolutely EXHAUSTED	GB	-0.1842	Negative
 There are more people in ICU now with side-effects of the vaccine than there has ever been due to th… 	GB	0.0	Neutral
 I was one of the lucky ones who had no side effects from the first jab. Assuming the same when I have the 2nd next week...	GB	0.1531	Positive
The thing with chronic migraine is it makes it tricky to decide whether the headache you have is because of the wea… 	GB	-0.1531	Negative
 _tv    Chocolate is the wonder drug taken in moderati… 	GB	0.0	Neutral
_ No, this one had no side effects at all.	GB	-0.5267	Negative
_x They’re soooo positive. I remember asking my midwife if it was normal not to have all those crazy si… 	GB	0.296	Positive
 Hey! I didn’t notice any difference one way or the other, TBH! But didn’t have bad side effects 	GB	-0.6229	Negative
  There’s not enough information on long term side effects or fertility statistics for my li… 	GB	0.0	Neutral
 I got Pfizer and no side effects :)	GB	0.2023	Positive
Shocker.. now AS Roma are heavily linked with Sabitzer. I tried to tell you #JoseOut lot, “be careful what you ask… 	GB	0.1531	Positive
When I was pregnant, I would come online to see people share all the negative side effects of pregnancy and it scar… 	GB	-0.3612	Negative
 Side effects of the Moderna jab may include a few days of headaches, nausea and unprecedented levels of Twitter BDE.	GB	0.0	Neutral
 Yeah 100% I slept for around 18 hours after my first jab, second was much easier with minimal side effects	GB	0.6124	Positive
_ Great to hear! I hope you don't end up with any side effects either :)	GB	0.8832	Positive
I’d forgotten about the buscopan (I believe) side effects of blurry vision so I couldn’t look at my phone for a whi… 	GB	-0.0772	Negative
First vaccine dose get.Now I chill out for 15 minutes in case of anaphylaxis, then it's away back home to enjoy s… 	GB	0.4939	Positive
Oh yeah got my stab yesterday.. aside from almost passing out as needles are my mortal enemy; I'm having no side effects	GB	-0.8074	Negative
Luis Enrique worried about Covid vaccine side-effects on Spain’s squad 	GB	-0.296	Negative
" Today is ""Jab 2 + 3 weeks"" for me. An artificial that changes nothing, really. One of the other benefi… "	GB	0.0	Neutral
First jab done. I'm assuming the side effects shown below take up to 24 hours to kick in...  #Moderna 	GB	0.0	Neutral
Luis Enrique worried about Covid vaccine side-effects on #Esp's squad. By   #Euro2020	GB	-0.296	Negative
  Yes they may well replace the growing number of vaxxed in hosiptal with ADRs. But I suspe… 	GB	0.7003	Positive
 plus, I feel like our backstories seem quite similar. I had open heart surgery very young (within hours… 	GB	0.3612	Positive
Officially took the first dose of the Moderna Vaccine. I'm feeling just fine, side effects incoming later today, most likely :D	GB	0.7657	Positive
These vaccine side effects eating me up damn	GB	-0.4019	Negative
 If you get Pfizer you might get away unscathed, I didn’t get any side effects other than the desire to… 	GB	0.4019	Positive
 This is exactly the point that Arundhati Roy highlights..India's so called success is a facade.… 	GB	0.6096	Positive
No selfie (it's too damn hot today) but I just got my first dose of AZ ❤ fingers crossed I don't get too many side… 	GB	-0.3506	Negative
      Need to make a comparison of risk to u… 	GB	-0.2732	Negative
Sorry I forgot to do a joke.No side effects to speak of. On an unrelated note, Bill Gates is looking really good… 	GB	-0.0772	Negative
Foo Fighters are holding a gig for vaccinated only&gt;? Good, that is the most responsible thing they could do! I am p… 	GB	0.6793	Positive
   No they  never did say that, it can reduce the illness meaning less requir… 	GB	-0.5994	Negative
 _o_saurus I won’t tweet what happened but side effects were immediate	GB	0.0	Neutral
The user would place a finger in the grooves on either side of the gap in order to increase their span. However, th… 	GB	0.3182	Positive
    Ah, you must be getting the negative side effects.But don't wor… 	GB	-0.5719	Negative
 Pfizer here, first one had me sleepy for a day and a bit sore, second one was a few days and had head… 	GB	-0.3612	Negative
 _london  How many people have had the virus and not died? But yet no one is aloud to… 	GB	0.1838	Positive
   Donna, you’ve commented on a video showing the other side of LTNs- we all… 	GB	0.0	Neutral
Finally starting to feel the sickening, woozy side effects of my second vaccine jab. Makes me want to puke to know… 	GB	-0.7579	Negative
RELIEVE PAIN WITHOUT SIDE EFFECTS: You Can Be Pain-free, Naturally! by T. Lemerond &amp; J. McBarron$0.99 on Kindle n… 	GB	-0.2714	Negative
TW medication---has anyone ever been on vencarm/venlafaxine?? i’m being put on it and i wanna know what the side effects are like	GB	0.4329	Positive
   That’s really good to hear that you haven’t got any side effects 🤗 hope… 	GB	0.4927	Positive
In case of interest, I appear to have some side effects. A heaviness/buzzing in my head. But that might be because… 	GB	0.4588	Positive
 __mike  _DM Gabriel was dropped because he was suffering from the after e… 	GB	-0.4767	Negative
Know here the 5 possible side effects of #LaserEyeSurgery  	GB	0.0	Neutral
      I was in contact with som… 	GB	0.0	Neutral
 I’m a London GP. So many patients now consulting asking if they should have second jab as they exp… 	GB	0.0	Neutral
  The more often I get jabbed, the less it worries me, I have found. Wasn’t even thinking a… 	GB	-0.3657	Negative
   I am really delighted the vac has gone well for you all, and that the side ef… 	GB	0.6901	Positive
@_paulbradshawuk Hey Paul - I have Long Covid - since March 2020 and have more side effects than I have musical the… 	GB	0.0	Neutral
 Haha. You would prolly have to take a few to damage yourself, but you really should stick to dosage.Defo got side effects.	GB	-0.0258	Negative
so happy to be full of that sweet moderna juice!!! re: side effects can anyone who's already had it tell me when I'… 	GB	0.8346	Positive
 Hi there, just to say, as unpleasant as it feels at the time, they are all very normal side effect… 	GB	-0.4767	Negative
_G  First hand experiences and Centres for Disease Control and Prevention where they've liste… 	GB	0.4939	Positive
Singapore-UK team to develop a novel device to reduce chemotherapy side-effects  	GB	0.3182	Positive
 I did this for 24 hrs and as soon as I stopped, I then immediately got fever/shivers, so I took for a… 	GB	-0.2263	Negative
 Which one you getting ?   1st was worse side effects for me with AZ.	GB	-0.4767	Negative
