Tweets	Country	Compound	Analysis
The research for Covid-19 vaccines was overwhelmingly funded by the public but pharmaceutical companies are now hol… 	GB	-0.0644	Negative
Uncertain COVID-19 vaccine progress leaves economy at risk, says BOJ chief 	GB	-0.128	Negative
Raj is a local healthcare professional who's had the COVID-19 vaccine already He wants to reassure everyone that… 	GB	0.34	Positive
Not sure whether you need the vaccine if you’ve had COVID-19? Our researchers explain why it’s still important you… 	GB	-0.0418	Negative
Read about how a south London professor believes that the first UK COVID-19 NIHR-supported vaccine study for pregna… 	GB	0.0	Neutral
Updated guidance on storage of the Pfizer /BioNTech vaccine.  Once removed from the freezer, the undiluted vaccine… 	GB	0.0	Neutral
The vaccine protects you and those around you. The NHS will let you know when your COVID-19 vaccine is ready for… 	GB	0.5859	Positive
Sky News: COVID-19: Pfizer vaccine likely to be effective against Indian variant of coronavirus, BioNTech boss says… 	GB	0.4767	Positive
Everyone aged 3️⃣4️⃣ and over can now get their Covid vaccination - without needing an invitation from their GP.… 	GB	0.0	Neutral
New York and Maryland have announced lotteries for people who get vaccinated against Covid-19, joining Ohio, which… 	GB	0.0	Neutral
Pakistan: Updated information on how to get a COVID-19 vaccine if you live in Pakistan and on reduction of schedule… 	GB	0.0	Neutral
Whether it's your first or second dose of the vaccine, make sure to test for Covid-19 regularly to keep you and oth… 	GB	0.3182	Positive
If you are eligible to get the #COVID19Vaccine you can get your first dose at one of the pop-up clinics available i… 	GB	0.0	Neutral
Wonderful news ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ &amp; all who made this possible.   	GB	0.5719	Positive
Sorted your Friday / weekend plans yet? ✅ If eligible, get your first dose of the life-saving #COVIDVaccine at on… 	GB	0.0	Neutral
We've issued this response to concerns that the COVID-19 vaccine has been affecting people's menstrual cycle:… 	GB	0.0	Neutral
Sorted your weekend plans yet? ✅ If eligible, get your first dose of the life-saving #COVIDVaccine at our pop-up… 	GB	0.0	Neutral
Sorted your Friday plans yet? ✅ If eligible, get your first dose of the life-saving #COVIDVaccine at our pop-up c… 	GB	0.0	Neutral
More than 60,000 people have participated in NIHR-supported #COVID19 research in south London.We need more people… 	GB	0.0	Neutral
Wherever you’re planning to watch the Arsenal game this Sunday, having a no-symptom test beforehand will help to ke… 	GB	0.4019	Positive
This won't last forever!Remember: vaccinating all the healthy people will bring levels of Covid-19 down in the p… 	GB	0.4574	Positive
🧚 Vaccine Fairy Strikes Again 🧚‍♂️This time with a wee tip...SCREENSHOT YOUR APPOINTMENTSeriously, most folks… 	GB	-0.3612	Negative
American Airlines customers can now choose convenient vaccine verification option in VeriFLY… 	GB	0.0	Neutral
More than 70% of adults in the UK have received their first jab of the COVID-19 vaccine, and nearly 40% have been v… 	GB	0.0	Neutral
 Hi Jamie, we are currently vaccinating people in line with national guidance. This is currently people… 	GB	0.0	Neutral
A machine learning model behind COVID-19 vaccine development -  more here:… 	GB	0.0	Neutral
World Vaccine Polls - #JustSayNo - Take the Unsensored COVID-19 World Poll 	GB	0.0	Neutral
"I still don't understand why pregnancy isn't on the list of ""other conditions that put [people] at higher risk [of… "	GB	-0.2732	Negative
As part of their community reparation, children with Sutton Youth Offending Team will support the roll out of the s… 	GB	-0.1531	Negative
COVID-19 vaccine doses given per 100 people.Israel: 121UAE: 118Chile: 88UK: 85US: 82Canada: 51Germany: 49S… 	GB	0.0	Neutral
If you’re aged 34 or over, or if you turn 34 before 1 July 2021, you can now book your COVID-19 vaccine.Find out m… 	GB	0.0	Neutral
  and fellow Imperial clinical researchers have been reflecting on how they adapted their work during… 	GB	0.0	Neutral
Another UPDATE to include new advice on storage of the Pfizer/BioNTech vaccine and the latest data on blood clots w… 	GB	0.0	Neutral
The NHS is sending texts to some Londoners to invite them to book a #COVIDVaccine appointment. These may come from… 	GB	0.1531	Positive
If you are 34 and over, you can now get the COVID-19 vaccine.  You can book an appointment via… 	GB	0.0	Neutral
All of the #COVID19 vaccines in use in the UK protect you from coronavirus. Don't delay in getting yours when it is… 	GB	0.5517	Positive
All the COVID-19 vaccines in use in the UK protect you from coronavirus. Don't delay in getting yours when it is of… 	GB	0.5517	Positive
Partha, JDRF colleagues and Diabetes UK have done great work to get people affected by #type1diabetes the right inf… 	GB	0.5423	Positive
Dating apps are encouraging users to get vaccinated with the promise of more matches Read More in… 	GB	0.6908	Positive
They stopped the covid-19 vaccine testing on animals because they were dying! 	GB	-0.2942	Negative
Informed consent disclosure to vaccine trial subjects of risk of COVID‐19 vaccines worsening clinical disease 	GB	-0.4939	Negative
Heres Why COVID-19 Vaccine Trials Cannot Tell Us If Vaccines Will Save Lives | GreatGameIndia 	GB	0.4939	Positive
So ministers and much of the media were misleading the public yet again. Apparently the majority of people in hospi… 	GB	-0.4019	Negative
_AU    No it doesn't. Instead of posting stupid memes, best to read some p… 	GB	-0.1027	Negative
✅COVID-19 Vaccine fact check: 🤱You can have the COVID-19 vaccine if you are breastfeeding.Read the latest COVID-… 	GB	0.0	Neutral
 That's a really good question. The Guardian was just saying most people in an East Lancashire hospital… 	GB	0.4927	Positive
   Those reports are wrong then, because the Vaxxed are in hospitals everywhe… 	GB	-0.4767	Negative
Argentina reports record number of Covid-19 cases as new restrictions are set to begin 	GB	0.0772	Positive
COVID-19: Prince William gets first vaccine dose and thanks health workers for 'everything you’ve done'… 	GB	0.4404	Positive
Efficacy of NVX-CoV2373 Covid-19 Vaccine against the B.1.351 Variant | NEJM 	GB	0.0	Neutral
World-first COVID-19 vaccine booster study launches in UK 	GB	0.0	Neutral
"""Argentina orders a nine-day lockdown as Covid-19 cases, and deaths, mount."" by BY ANDRÉS R. MARTÍNEZ AND ALISON SA… "	GB	0.0	Neutral
Cuba gets tough on COVID-19 with mass #vaccination campaign article by Reuters has publi… 	GB	-0.128	Negative
Covid-19 cases dropping in Americas but region urgently needs more vaccines...Indeed only 3% of Latin Americans hav… 	GB	0.0	Neutral
One dose of the COVID-19 vaccine should give you protection from 3 or 4 weeks after you've had it, but you need to… 	GB	0.0	Neutral
Why These 12-Year-Old Twins Agreed to Join a COVID-19 Vaccine Trial	GB	0.5106	Positive
Under 40 and getting vaccinated?You will not be given the AstraZeneca vaccine and will instead be given the Pfize… 	GB	0.0	Neutral
We're so happy to see our great team in the #DRC  getting their #COVID-19 vaccines! Our team will be supporting… 	GB	0.855	Positive
Caught my child’s cold  I’m currently struggling to breathe/ eat breakfast because I’m so exhausted from not getti… 	GB	-0.722	Negative
Join the millions across London who have safely received the COVID-19 vaccination. Don’t delay in getting your vacc… 	GB	0.4767	Positive
It’s normal to have questions about the Covid-19 vaccine and pregnancy or fertility. 🤰This helpful video from Dr.… 	GB	0.4215	Positive
  Hi Daniel. To book you can go online to  or call 119. It is always… 	GB	0.0	Neutral
If you are aged 34 and over, or will be by the 1st July, book your vaccine now via the online booking system or cal… 	GB	0.0	Neutral
 It is but U.K. government recommendations are now for people under 40 (like myself) to receive an alte… 	GB	0.0	Neutral
If you’re aged 34 or above you can now receive your Covid-19 vaccine.Book an appointment online or call 119. Alte… 	GB	0.0	Neutral
If you’re aged 34 or above you can now receive your Covid-19 vaccine!Book an appointment online or call 119. Alte… 	GB	0.0	Neutral
If you’re aged 34 or above you can now receive your Covid-19 vaccine.Book an appointment online or call 119! Alte… 	GB	0.0	Neutral
All dirty filthy bioweapon was it?! 	GB	-0.4926	Negative
Excellent explainer describing different types of beliefs and barriers associated with COVID-19 vaccine hesitancy.… 	GB	0.5719	Positive
Women who are breastfeeding are able to have the COVID-19 vaccine. We will let you know when your #NHSCOVIDVaccine… 	GB	0.0	Neutral
A 45-minute COVID-19 vaccine webinar is being hosted today Friday, 21 May 2021 at 7pm.It will be held in Romanian… 	GB	0.0	Neutral
If you’re pregnant and wondering about the COVID-19 vaccine, know that there is more risk from catching COVID-19 wh… 	GB	-0.3384	Negative
Great article about vaccine hesitancy &amp; persuasion, could apply to lots of topics at the moment 	GB	0.4939	Positive
Don't forget, you can still book into our Covid-19 vaccine pop up clinic tomorrow in #Leyton. If you're over 34 or… 	GB	0.1695	Positive
🦠 Coronavirus up 50% in #Lewisham Whilst vaccine uptake is good and it is effective, it’s important we keep soci… 	GB	0.7783	Positive
Americans offered incentives to get the COVID vaccine. Apart from protection, what other incentives do people need?… 	GB	0.5574	Positive
Public health chiefs today urged hundreds of thousands of Londoners to join a “call to arms” to EACH encourage one… 	GB	0.6705	Positive
“VACCINE apartheid”, in which wealthy countries monopolise supplies of Covid-19 vaccines while populations in the p… 	GB	0.3612	Positive
BioNTech says the COVID vaccine it has developed with Pfizer is likely to be as effective against the Indian varian… 	GB	0.4767	Positive
These outcome data for COVID-19 patients admitted to high-care or ICUs in Africa are sobering. Access to oxygen &amp; i… 	GB	-0.1027	Negative
 and effective???	GB	0.5632	Positive
"""Argentina orders a nine-day lockdown as Covid-19 cases, deaths mount."" by BY ANDRÉS R. MARTÍNEZ AND ALISON SALDANH… "	GB	0.0	Neutral
Japan to hold off on using AstraZeneca Covid-19 vaccine: Media, East Asia News &amp; Top Stories - The Straits Times 	GB	0.2023	Positive
 _Umar correct information, obviously it is incomplete as not adverse cases reported… 	GB	0.2755	Positive
$AZN AstraZeneca receives approval for COVID-19 vaccine in Japan   #AZN #Katie_Proactive	GB	0.4767	Positive
A revealing example of how to better communicate, motivate and persuade. 	GB	0.6705	Positive
"  ""The Salk Institute study proves the assumption made by the vaccine industry, that the s… "	GB	0.0	Neutral
  _bailey  _trader It is a bit frightening that people dont underst… 	GB	-0.4939	Negative
"  ""any person who does not suffer a serious adverse reaction to the Covid vaccine only does… "	GB	0.6348	Positive
" ""any person who does not suffer a serious adverse reaction to the Covid vaccine only does so becaus… "	GB	0.6348	Positive
AstraZeneca Covid-19 vaccine approved for emergency use in Japan 	GB	0.0516	Positive
" ""any person who does not suffer a serious adverse reaction to the Covid vaccine only does so bec… "	GB	0.6348	Positive
Three stories:Harry accuses Royal Family of 'total silence and neglect'  BBC fa… 	GB	-0.6597	Negative
" ""any person who does not suffer a serious adverse reaction to the Covid vaccine only does so because t… "	GB	0.6348	Positive
"""any person who does not suffer a serious adverse reaction to the Covid vaccine only does so because their innate… "	GB	0.6348	Positive
  #ForTheMany say☠️#Covid_19's a vasculotropic-virus say no-type of immunit… 	GB	0.0	Neutral
"""I am Noelia from Chile. I am so happy that I got my Covid-19 vaccine and would like to encourage everyone who is e… "	GB	0.8895	Positive
 has been active in its support of  Govt in rollout of Covid-19 vaccine &amp; has continued to support its… 	GB	0.7964	Positive
  Sourcefor.	GB	0.0	Neutral
COVID-19: Pfizer vaccine likely to be effective against Indian variant of coronavirus, BioNTech boss says 	GB	0.4767	Positive
A DARPA-Funded Implantable Biochip to Detect COVID-19 Could Hit Markets by 2021 	GB	0.0	Neutral
‘COVID-19 Vaccine Shipments To African Countries Slow Down’ 	GB	0.0	Neutral
Evidently positive for HH consumption, particularly covid-19 impacted services (catering, accom, travel, retail) wh… 	GB	0.5574	Positive
Shanghai rolling out a one shot covid vaccineAt current rate China on track for herd immunity (70% population vac… 	GB	0.0	Neutral
Members of the public are inoculated with Covid-19 vaccine whilst onboard a Mobile Treatment Unit ran by United Med… 	GB	0.4215	Positive
Your Friend Doesn’t Want the Vaccine. What Do You Say? 	GB	0.5423	Positive
 be why Jesus died at 33...	GB	-0.5574	Negative
99.34% Survival Rate in UK from “COVID-19” before taking the Vaccine.  	GB	0.0	Neutral
You can download, install, &amp; self-register for the #NHSApp, and simply use it for GP online services, National Data… 	GB	0.0	Neutral
▪️Do not contact your GP surgery about your COVID-19 vaccination status▪️GPs cannot provide letters showing your… 	GB	0.0	Neutral
3️⃣ You can call 119 and ask for a letter with your COVID-19 vaccination status to be posted to you.This must be… 	GB	0.0	Neutral
It appears that the UK Labour Party has been reading up on its : 	GB	0.4019	Positive
"  Very good comment ""that few or perhaps none of the current vaccine trials appear to be designed… "	GB	0.4927	Positive
Interesting editorial. No firm answers to the question posed, but plenty of data from other conditions showing slee… 	GB	0.0644	Positive
 To be in hospital?  #JabbedIntoHospital	GB	0.0	Neutral
Got my Covid vaccine and THIS appeared all of a sudden!!!!#coronavirus #communism #conspiracy #vaccine #Covid_19… 	GB	0.0	Neutral
WhoopsMost Covid patients in East Lancashire hospital had jab, says council leader | Lancashire | The Guardian 	GB	0.0	Neutral
‘Anything that gets round a Covid vaccine isn’t Covid-19’JVT said this in Jan this year 	GB	0.0	Neutral
 Thank you science Thank you Britain‍⚕️Thank you  Elated to get my first Covid-19 vaccine at the… 	GB	0.8481	Positive
 Canada is no global health leader on COVID-19 vaccine equity new in  	GB	-0.296	Negative
If you’re aged 34 or above you can now receive your Covid-19 vaccine.Book an appointment online or call 119!Alter… 	GB	0.0	Neutral
Most Covid patients in East Lancashire hospital had jab, says council leader | Lancashire | The Guardian 	GB	0.0	Neutral
     The daily expose!!!  You have absolutely no interest in f… 	GB	0.2643	Positive
_Jones_96 _Dokely   Argue that with astra zeneca. They think it was licensed for emergen… 	GB	-0.34	Negative
19 May Review The US Food and Drug Administration (FDA) authorised undiluted, thawed Pfizer-BioNTech COVID-19 vacc… 	GB	0.0	Neutral
Two AstraZeneca shots could be 85-90% effective, UK data suggests  	GB	0.4767	Positive
For anyone that's pregnant, you should be offered a COVID vaccine at the same time as others, based on your age and… 	GB	0.0	Neutral
For anyone that is pregnant, you should be offered a COVID vaccine at the same time as others, based on your age an… 	GB	0.0	Neutral
You may still need boosters as you are vaccinated for a completely new species of coronavirus- Covid-19 booster sho… 	GB	0.0	Neutral
The Bollingers are part of an ecosystem of for-profit companies, nonprofit groups, YouTube channels and other socia… 	GB	0.0	Neutral
    Do you know more than the MHRA? Enough to override them explic… 	GB	0.0	Neutral
Covid News: New Cases in Nursing Homes Fall Dramatically After Vaccinations - The New York Times 	GB	0.0	Neutral
When it’s your turn, join the millions already vaccinated and encourage your friends and family to do the same… 	GB	0.8225	Positive
 _puligan       He is misinterpreting… 	GB	0.0	Neutral
 New update! Now have the rash all over my back and chest. Bloody covid! 🤣Truthfully with rath… 	GB	-0.7339	Negative
  You are basing this statistic on Yellow Card reporting, which explicitly says that these are u… 	GB	0.0	Neutral
People aged 34 and 35 in England will be offered a #COVID19 vaccine from Thursday, the NHS has said 	GB	0.0	Neutral
We are conducting a survey on the COVID-19 vaccine and why you would (or wouldn't) take it. Please take 2 minutes o… 	GB	-0.2411	Negative
Now vaccinating ages 34 and over - actually feels wonderful to feel ‘old’ knowing that this means we are vaccinatin… 	GB	0.5719	Positive
Sixth #RallyofHope &amp; launch of Think Tank 2022 for the peaceful reunification of the Korean peninsula. 60 minute hi… 	GB	0.4939	Positive
Pfizer-BioNTech Covid vaccine can be stored in fridge for 31 days, rather than only 5 days following thawing, says… 	GB	0.0	Neutral
If you are aged 34 or over, or if you turn 34 before 1 July 2021, you can now book your #COVID-19 #vaccine.Don’t… 	GB	0.0	Neutral
 THIS IS MY JOB 	GB	0.0	Neutral
How to get your covid vaccine passport if fully vaccinated! 	GB	0.0	Neutral
Guide to Covid-19 vaccination Qs in Spanish:  and video in spanish on the council website:… 	GB	0.0	Neutral
Sinopharm vaccine draws questions after Seychelles COVID-19 case spike 	GB	0.0	Neutral
Time for Vaccine 1. I’m all for arts venues repurposing their spaces through Covid-19 so I couldn’t resist the oppo… 	GB	0.0	Neutral
I enjoyed this article by . Also relevant to discussions about antibiotics and #AntimicrobialStewardship.… 	GB	0.5106	Positive
I welcome the mass surge testing taking place in Hounslow. Now, I'm urging the Government to accelerate the rollout… 	GB	0.4588	Positive
 COVID-19 VACCINE FACT CHECK: You can have the COVID-19 vaccine if you are breastfeeding.If you are offered your… 	GB	0.0	Neutral
It's important that Londoners get their second dose of the #COVIDVaccine when offered it to protect themselves and… 	GB	0.5267	Positive
COVID vaccine: Who in Europe is leading the race to herd immunity?  #breakingnews #livestreaming #newsplayerplus	GB	0.0	Neutral
#COVID19: The Duke of Cambridge has received his first dose after the UK-wide vaccine rollout was expanded to peopl… 	GB	0.0	Neutral
What England’s new vaccine passport could mean for covid tech’s next act | MIT Technology Review 	GB	0.0	Neutral
_n_roses Also Pfizer for me, a bit of a sore arm (apparently windmilling your arm at intervals after the jab h… 	GB	-0.3612	Negative
Don't even give you a lolly pop after your covid jab so I'm having a Heineken instead, brave boy 	GB	0.5267	Positive
Coronavirus live: people with blood clots after AZ jab won’t get second dose, says EMA; England cases rise for firs… 	GB	0.0	Neutral
2nd AZ jab yesterday. Feeling fine. Looking forward to European travel when allowed and it's safe.	GB	0.6369	Positive
I'm sitting on a COVID vaccination centre briefing by a doctor because I turned up to the vaccination on the wrong… 	GB	0.0	Neutral
Forgot to screenshot? You can call 119 to confirm. But in mommy anecdotal experience, if you show up on the right date, you’ll get a jab.	GB	0.0	Neutral
 I collapsed after my second Pfizer jab. Ok now though.	GB	0.0258	Positive
   If it’s not been safe for a GP  to examine your bad back during the last 15 months, how… 	GB	-0.7101	Negative
  I hope this is true as I've had my forst Astra Z jab!	GB	0.7177	Positive
 Got my second jab yesterday morning at Portslade too. How are you feeling? I'm dying.	GB	0.128	Positive
  Drs loving all these variants has you’ll need a jab for everyone so be looking at about 3 a year… 	GB	0.5994	Positive
Jabby jab jabbed with the moderna vaccine! Will report back with side effects but it was ridiculously easy and pain… 	GB	0.2598	Positive
Top US #Stocks to WatchTim Cook to defend #Apple's App Store #Deere and #AMAT see sales explode #Tesla rai… 	GB	0.2023	Positive
 My friend was blue lighted to hospital twice after AZ. Consultant said definitely down to jab and note… 	GB	0.7096	Positive
   I’m with you on this!  We blame things on Covid which have nothing… 	GB	-0.4003	Negative
   I’m thinking maybe Portugal again after my 2nd jab 7 August (only maybe though) 🤔	GB	0.0	Neutral
Teenagers are at extremely low risk of severe illness or death from Covid but Manchester now plans to jab 16 year o… 	GB	-0.7569	Negative
  The 10th or 11th where Ward tries to showboat and gets his head popped back several times with Kovalev’s jab.	GB	0.0	Neutral
A health expert tells us to have the jab. 	GB	0.0	Neutral
 Let us know how you feel tonight/tomorrow. I felt tired for a few days after my jab.	GB	-0.4404	Negative
 I suppose given the facilities available they’ve had to do what they can in different areas. Everywhere… 	GB	0.0	Neutral
That’s jab one done! Next one in August. Very well organised where u went. Almost military. Friendly and efficient… 	GB	0.6815	Positive
Did anyone else get a bit emotional at their jab? Nurse to me : “please don’t cry, people are going to wonder what… 	GB	-0.3612	Negative
This time last week I had my 2nd jab confident it was necessary but with trepidation after 2 weeks of ill effects f… 	GB	-0.3818	Negative
 I’m fully vaccinated with vaccines. Covid jab is not a vaccine it’s a clinical trial.	GB	0.0	Neutral
 Thanks for sharing, much love to and hope no side effects from the jab! x	GB	0.8977	Positive
EU secures 1.8 billion additional doses of Pfizer/BioNTech’s COVID-19 jab 	GB	0.3182	Positive
Got my Pfizer jab today! It took maybe 90 seconds from entering the building to leaving, awesome stuff! 	GB	0.6892	Positive
 We all had the polio jab etc. But those vaccines took time, they were not rushed. These new vaccin… 	GB	0.0	Neutral
_croxford Andrew, any views on 2 wk (Phase 3) vs. 12 wk (JCVI) vs. 16 wk (Spain) vs. 8 wk (50+) interval for… 	GB	0.0	Neutral
 Only for Pfizer jab not the other one!	GB	0.0	Neutral
First jab done! God bless the NHS❤️ now, let’s get back to business ✌ 	GB	0.636	Positive
Going with Rob for his 2nd Vaccine jab and I see Five Guys on the way there. Possible milkshake on the way home  	GB	-0.5574	Negative
 Had my jab 2 days later and I think that on top alcohol poisoning has killed me all week 	GB	-0.8176	Negative
Manchester to offer Covid jab to 16-year-olds in vulnerable households 	GB	-0.2263	Negative
_to    _Higginson44  I feel so sad this morning as my 2nd jab… 	GB	-0.6113	Negative
 You carry on living in fear! You do you  EVERYONE I know has been fine after the jab, AZ or Pfizer.	GB	-0.4003	Negative
  Not all will be direct consequence of the jab but.... 	GB	0.0	Neutral
Second jab booked. Although insisting on offering a Vicar times on a Sunday is somewhat problematic.	GB	-0.3832	Negative
At 130pm on :  on how a Kensington vaccine centre is reassuring Londoners reluctant to ge… 	GB	0.1779	Positive
So for those of you thinking I can’t spell ... in Scotland we say jag not jab . And for those of you dreading your… 	GB	-0.5267	Negative
The pop up clinic will be at Station Practice, Level 3, Station Plaza Health Centre, Hastings tomorrow (Saturday 22… 	GB	0.0	Neutral
- Mexican billionaire Alberto Bailleres transfers empire to son- Peter Harf succeeded by young deal-maker at Reima… 	GB	0.4215	Positive
To help everyone get their jab, COVID vaccinations are coming to even more communities in #Hastings, with pop-up cl… 	GB	0.4019	Positive
Do you have your #COVID19vaccination this weekend at ?  This video shows you what you can expect when you ha… 	GB	0.0	Neutral
 Congratulations on your first jab! You can partly relax now and enjoy the books :)	GB	0.9185	Positive
  He’s transport minister who said to  that he’d ‘be first to man the barricades… 	GB	0.0	Neutral
"Like the say... ""health is wealth!"" Better safe than sorry. A lot of my family &amp; friends in India are affected with… "	GB	0.8687	Positive
 Sick as a dog after my first AZ dose in March, fever overnight and three days rough. Had my second AZ jab… 	GB	-0.5106	Negative
The perfect person to be overseeing my jab  :) 	GB	0.7717	Positive
Low jab rate in London#COVID19 #COVIDVaccination #London 	GB	-0.2732	Negative
 _2697 Bombshell: Nobel Prize Winner in Medicine who discovered AIDS Reveals - Covid Jab is 'Cr… 	GB	0.7964	Positive
Revealed, the most common vaccine side effects depending on the jab   #CovidVaccine… 	GB	0.0	Neutral
FRRRRRIDDDAY #clubclassics  ❤️ = 2nd jab day 	GB	0.0	Neutral
Revealed, the most common vaccine side effects depending on the jab  #CovidVaccine #COVID19Vaccine… 	GB	0.0	Neutral
Second Astra Zenaca jab just done!	GB	0.0	Neutral
   You are at greater risk of Covid if you have other health conditions… 	GB	0.1027	Positive
Just had the Moderna jab feel fine didn’t even hurt, but I think I need ice cream for being a brave girl  have a great weekend all 	GB	0.8873	Positive
Same people that retweet this as “anti-vax” are ironically the same people that complain about the way Covid-deaths… 	GB	-0.3612	Negative
Relief. Been allowed to book a vaccination appointment for next week. Hoping to join the vaxxed club soon…Now jus… 	GB	0.7964	Positive
Getting my COVID jab in Hammersmith in a couple of minutes. Massive thanks to the NHS and all the volunteers. 	GB	0.4404	Positive
 Nothing 1st jab, nothing 2nd jab. I lead a very boring life. 	GB	-0.3804	Negative
2nd jab booked for next week. 	GB	0.0	Neutral
Just drove to second jab today. Cycled there &amp; back first time but the strong winds, coupled with no safe segregate… 	GB	0.7579	Positive
Great tip - you can rebook/bring forward your second jab yourself. I  now have mine on Sunday 	GB	0.6249	Positive
  Yeah it deserves as much credit as a councillor for the opposition party saying withou… 	GB	0.7579	Positive
No words. In the world of risk Vs. Benefit I really don’t understand why healthy &lt;70s even think about a jab tha… 	GB	0.34	Positive
  Good luck having holidays etc without the jab you won't be able to do anything. No jab, no job  thats coming now	GB	0.6249	Positive
 Stopped the lippy in time just now. Tis 2nd jab day and when mask comes off smears looks like I’ve bee… 	GB	0.1531	Positive
 This is very worrying , many people over 55 like myself still haven't had 2 cd jab. Many st… 	GB	-0.0498	Negative
Italy trip slightly delayed but waiting in Dover for ferry!No jab, no test, nada!Nice meal this evening in a Fr… 	GB	-0.5701	Negative
   So people with MS may be better off avoiding the jab for now.	GB	0.128	Positive
Sitting in the main auditorium of the Brighton Centre after having my covid jab... I just reeeally want a band to walk out on stage!	GB	0.1511	Positive
 My upstairs neighbour’s uncle died the day after. The uncle had cancer and was on end of life care so… 	GB	-0.7003	Negative
Not walking today the weather is too wild out there plus I’ve just received my 2nd Covid jab so here’s a shot from… 	GB	0.0	Neutral
 PatienIt's what I was this morning, getting my jab, but I don't like tea.  	GB	-0.395	Negative
Takeaway: get the jab even if you've got the antibodies 	GB	0.0	Neutral
Having had my covid jab, how long can I use it as the excuse for why I am still sitting on the sofa doing nothing b… 	GB	0.0772	Positive
In this week's #Friday5 we're bringing you the latest on #COVID19 including #TestandTrace glitch delaying India var… 	GB	0.0	Neutral
 I recommend an ice pack on and off for the rest of the day, I did this after my second jab and was fin… 	GB	0.3612	Positive
Good news! We’ll be streaming tonight as usual! I feel alright after my jab! 'Tis but a scratch!Feel free to re… 	GB	0.8429	Positive
A sign of better things to come. Get the call get the jab 	GB	0.4404	Positive
Got my vaccine  Bit earlier than expected so particularly grateful even if the post jab wait might have been better ventilated!	GB	0.7759	Positive
Just had my second Covid jab and the temp check had mine at 34.1  I said I know it’s chilly I’m not that bloody co… 	GB	0.3412	Positive
Had my second #AstraZeneca jab at the Excel centre. Seemed busier than in March, when I walked straight through. Go… 	GB	0.5994	Positive
Our findings show that while the vaccine roll-out continues apace, among those who have yet to receive the jab, the… 	GB	0.0	Neutral
1st Jab squared away  	GB	0.0	Neutral
 Hello!! Ah thanks, so far so good as last jab I had I had a white out experience and had to sit in… 	GB	0.8203	Positive
_Drive That's shit - glad you're feeling better now. Did you have the Pfizer jab? We had the AstraZeneca, whi… 	GB	0.4215	Positive
 I had the AZ jab, felt really rough for a couple of days incl proper dizzy spells and migraine but soon wore off 🤞	GB	-0.1154	Negative
 Thank you - I can't believe I am there already! More exciting celebrating hopefully will come this eveni… 	GB	0.9221	Positive
Stray proteins, Greinacher says, along with a preservative used specifically in the AstraZeneca jab known as ethyle… 	GB	0.0	Neutral
 _huff You take your chance with the vaccine I'll take my 99.98% survival rate without the vaccine, I… 	GB	0.25	Positive
Why would you need to bribe people into having a jab hahahahaha relax with that 	GB	0.2732	Positive
1st jab done! #phizer #thanksdolly 	GB	0.0	Neutral
