Tweets	Country	Compound	Analysis
 | Under 60s who have received one dose of the AstraZeneca vaccine will be offered Pfizer for a second dose, but s… 	ES	0.0	Neutral
Deutsche Bank 2/3: via an exceptionally slow vaccine roll-out, the big rise in commodities is a negative drag on th… 	ES	-0.6808	Negative
Some India's major cities show signs of emerging from the worst of the pandemic, cases drop and hospitals see empty… 	ES	-0.7351	Negative
Australian prime minister is 'not overly troubled' by  poll which found 30% of Australians are in 'no rush… 	ES	0.0721	Positive
 Ever thought how many lives were lost due to the fact that you totally failed in on time vaccine procu… 	ES	-0.7089	Negative
The “experimental” vaccine violates all 10 Nuremberg codes – which carry the death penalty for those who try to bre… 	ES	-0.8807	Negative
 | Daily Covid-19 vaccination figures in Catalonia1️⃣ | 2,538,650 given first dose as of today (32.87% of total… 	ES	0.0	Neutral
Got appointment for the vaccine. Excited like it’s Christmas or something! #vaccination	ES	0.636	Positive
DB 2/2: Their view is that we’re past the peak of repricing US exceptionalism, global growth should broaden &amp; vacci… 	ES	0.3818	Positive
Deutsche Bank 1/2: Our FX Research colleagues released their latest blueprint yesterday. They started the year caut… 	ES	0.0	Neutral
The Serum Institute of India, the world’s largest vaccine manufacturer, extends its halt on Covid-19 vaccine export… 	ES	0.128	Positive
1⃣0⃣reasons backed by science to convince#COVID19 vaccine scepticsBy , #BehaviorDesign expert at… 	ES	0.0258	Positive
 Good morning Dear Simon.Then you made a lovely shot. It looks like a photo taken in the middle of th… 	ES	0.8957	Positive
 Good morning Dear Lee.I saw the beautiful picture of sparrow in your garden. I love itAre you already… 	ES	0.9274	Positive
U.S. vaccine drive powers recovery in air travel as Asia sees progress erode 	ES	0.4215	Positive
the vaccine is helping protect not only you but also the people you come into contact with. 	ES	0.34	Positive
 Using ONLY 442 people, it can not be concluded that it is safe. After 1st dose with #Astrazeneca, the… 	ES	0.4404	Positive
 Im not taking the vaccine theres a chip in it	ES	0.0	Neutral
Um. Can someone please explain to me why vaccine passports are acceptable for travel within Australia, but not inte… 	ES	0.3182	Positive
From “We will not take the BJP vaccine“ to“BJP is not giving us the vaccine“India‘s opposition has exposed themselves..	ES	-0.3261	Negative
De Blasio: 20,000 New York City #children ages 12-15 have received #COVID19 #vaccine. 	ES	0.0	Neutral
#BREAKING Spanish authorities have agreed to administer the Pfizer vaccine to people under 60 who were first inocul… 	ES	0.2732	Positive
 Good luck.I hope too,you haven't reaction of vaccine.I'm waiting for them to call me to give me… 	ES	0.7003	Positive
Very happy to have received my 1st Pfizer vaccine in Barcelona today. Very well organised &amp; very quick.… 	ES	0.7496	Positive
_358  Oh my God  Just like they post the photos of vaccine reactions that are creepy, why don't… 	ES	0.5574	Positive
More flexible storage conditions for BioNTech/Pfizer’s COVID-19 vaccine | European Medicines Agency  vía _News	ES	0.2944	Positive
Just got my second Covid Vaccine feel like my dick already getting even bigger 	ES	-0.2023	Negative
Deutsche Bank 1/6: We started the year cautious on selling #USD ahead of American vaccine &amp; fiscal leadership. We n… 	ES	-0.1027	Negative
Rabobank 5/7: Pound's outlook vs. #EUR in recent weeks has likely been restrained by optimism regarding the hastene… 	ES	0.5423	Positive
This guy talks like a Cunt!This is what we do about anti-vaxxers: No job. No entry. No NHS access | Sean O’Grady 	ES	-0.5255	Negative
 As of May 9, 	ES	0.0	Neutral
 All right, darling. You did an excellent walk. I'm fine but I'm still tired. On Thursday, I got th… 	ES	0.0772	Positive
 Bona tarda dear Lee. I'm in Barcelona because they have to give us the second dose of the vaccine. I ha… 	ES	0.3818	Positive
Once a covid-19 success story, Taiwan struggles with a vaccine shortage amid its worst outbreak — Residents are rus… 	ES	-0.5994	Negative
_diedrichYesterday was a historic day for me, I was vacunated. In this hard period for the wh… 	ES	-0.128	Negative
_sky         I too… 	ES	0.0	Neutral
Why Bulgaria is an EU laggard in COVID vaccinations: Plagued by vaccine skepticism and poor management, it has the… 	ES	-0.6249	Negative
 Every day, they announce new vaccine trials from different laboratories.Let them decide once and for a… 	ES	0.0	Neutral
Rabobank 3/8: increased in several EU countries. That said, the relatively contained positions of Bund yields sugge… 	ES	0.2732	Positive
Rabobank 2/8: have capped gains in bond yields and the USD.#EUR net speculators’ long positioning bounced higher… 	ES	0.34	Positive
 Wrong dichotomy. COVID has killed over half a million Americans now, and if the pace has slowed down with… 	ES	-0.8225	Negative
 | Daily Covid-19 vaccination figures in Catalonia1️⃣ | 2,484,587 given first dose as of today (32.17% of total… 	ES	0.0	Neutral
#China's Clover says its #Covid19 #vaccine candidate shows immune response in mice. 	ES	0.296	Positive
#Pfizer #vaccine can be kept in fridge for far longer than previously thought, European Medicines Agency says.… 	ES	0.0	Neutral
Scientific arguments are key when talking about COVID-19 vaccine.The #ExpertUOC  and  have for… 	ES	-0.4019	Negative
Background rates of five thrombosis with thrombocytopenia syndromes of special interest for COVID-19 vaccine safety… 	ES	0.6908	Positive
“As misinformation about COVID-19 vaccines runs rampant, researchers are trying to measure how much memes and messa… 	ES	-0.3182	Negative
 Very good morning Dear Ken.I'm in Barcelona today. I have a medical check-up and on Thursday the… 	ES	0.7233	Positive
" | Health authorities have said they will ""for sure"" reconsider whether face masks should continue to be compulsor… "	ES	0.3182	Positive
Cool to see _ilse and  being quoted with the hard truths in the !!! Good initiative for… 	ES	0.8164	Positive
The public resource  includes very good data on the number of doses but is missing the figur… 	ES	-0.1415	Negative
Delaying a COVID vaccine’s second dose boosts immune response 	ES	0.5423	Positive
#COVID19 #vaccine #trials underway for #kids 5 and younger. 	ES	0.0	Neutral
„if you don’t like the vaccine, try the disease.” #hartaberfair	ES	0.3612	Positive
Patient first mentality 	ES	0.0	Neutral
US CDC abruptly changes its guidance on face-masks, now advises that 120 million Americans who are fully vaccinated… 	ES	0.0	Neutral
Belief in Covid-19 vaccine efficacy highly correlated to confidence in science.	ES	0.552	Positive
Unless 18+ people are allowed, 45+ will forever live in ignorance and hesitation out of fear. Rumours about vaccine… 	ES	-0.7783	Negative
Texas' vaccination rate is slipping, particularly among conservatives. Only 1/3 of Texans are fully vaccinated. Des… 	ES	0.0	Neutral
_Simpson      The entire Centre for Policy… 	ES	0.0	Neutral
Please link 4k ₹ assistance to vaccination, otherwise we won't get anywhere. People from village refuse to avail. I… 	ES	0.0258	Positive
Vaccine hesitancy remains extremely low in UK, now vaccinating around 300,000 people daily, 0,4% of the population… 	ES	-0.5095	Negative
NEWS |  collaborates with Nextbiomics   and University of Naples Federico II () to obtain an… 	ES	0.0	Neutral
Sen.Bob Hall “You let yourself be injected with an experimental and unproven vaccine because of a vi-rus with 99.7%… 	ES	0.0	Neutral
To #FlattenTheInfodemic curve, the best vaccine is to critically assess information before we share it! How? Befor… 	ES	0.7712	Positive
Big vaccine makers reject offers to help produce millions more doses — Biolyse in Canada, Incepta in Bangladesh, Te… 	ES	0.0	Neutral
Call for a new globally equitable vaccine strategy 832M dosescountries = 82%=1/4🪙  countrie… 	ES	0.0	Neutral
I want fast covid tests sold in Amazon, not a vaccine.	ES	0.25	Positive
Vaccine doses administered per 100 people [6M&lt;population&lt;20M]Low-income countries: Rwanda 3% Malawi 2% G… 	ES	0.0	Neutral
A faster rebound will hinge on rapid #vaccine distribution,key markets reopening borders investment in #Digital tec… 	ES	0.0	Neutral
“The deadly coronavirus wave overwhelming India’s health-care system could be just the beginning of a new global su… 	ES	0.0	Neutral
 Nobody interested in vaccine. Better link 4000 cash to vaccination, people might show some interest.… 	ES	0.6808	Positive
 | Daily Covid-19 vaccination figures in Catalonia1️⃣ | 2,456,753 given first dose as of today (31.81% of total… 	ES	0.0	Neutral
The #Android worm Oji has recently re-surfaced with a fake app to register for the #COVID19 vaccine:… 	ES	-0.4767	Negative
Swollen Lymph Nodes After COVID Vaccine May Mean Previous Infection  via 	ES	0.0	Neutral
India battling against COVID 2nd wave bravely under PM Modi.India receives global support in response to 'Vaccine… 	ES	0.5994	Positive
India battling against COVID 2nd wave bravely under PM Modi.India to get 216 crore vaccine doses in Aug-Dec 2021.… 	ES	0.296	Positive
_gareth well if you want zero covid in AUS, vaccinated people mustn't travel there either because the vacci… 	ES	0.34	Positive
Russian vaccine’s hot streak is sputtering 	ES	0.0	Neutral
#Vaccine #patents debate risks becoming a sideshow in the global battle against #COVID19. 	ES	-0.5719	Negative
As demand for vaccine wanes, US officials shift from not wasting a dose to not to miss an opportunity to vaccinate… 	ES	0.6126	Positive
Even with waivers, technology transfers, and access to raw materials, it would take 6 months for more drug makers t… 	ES	0.0	Neutral
The Indian Government does not have a vaccine, it does not have oxygen for its people, it does not have a hospital.… 	ES	0.0	Neutral
  The atrocities on Palestine have been going on for centuries, tragic.  People are living in In… 	ES	-0.4588	Negative
Bars and cafes can open from 6am and capacity limits will be relaxed for shops and cultural venues from May 24Mor… 	ES	0.4939	Positive
Patients in Scots hospitals with Indian variant despite being vaccinated, reports say 	ES	0.0	Neutral
Russian vaccine’s hot streak is sputtering — Russia's Sputnik V coronavirus vaccine seemed unstoppable, until regul… 	ES	-0.2023	Negative
Oh an I have searched all the european leaders to see if they are trying to take the praise for their vaccine rollo… 	ES	0.5574	Positive
Why vaccine side effects really happen, and when you should worry - National Geographic 	ES	-0.4404	Negative
New ‘highly transmissible’ Covid variant first identified in India less likely to be vaccine resistant, says top UK… 	ES	0.2023	Positive
CDC Quietly Admits The Death Toll From COVID Vaccines Is Greater Than Every Vaccine In The Last 20 Years COMBINED. THINK LOGICALLY.	ES	-0.0516	Negative
 | Daily Covid-19 vaccination figures in Catalonia  1️⃣ | 2,442,174 given first dose as of today (31.63% of tota… 	ES	0.0	Neutral
_com Amazing how the death rate decreases with government re-opening dates. This virus is a smart virus...smar… 	ES	0.3818	Positive
Good hypotheses about why UK Covid-19 numbers are so much better than California's. Speed of vaccine first doses an… 	ES	0.7251	Positive
  Exactly.Now all the laboratories are working against the clock to see which vaccine is the b… 	ES	0.0	Neutral
Better stop it now. We don't wanna have vaccine that sound like Mexican voodoo spell 	ES	0.4939	Positive
Exhausting? Terrifying is the word. I have been locked up since Feb 2020, on a priority list for #vaccine as careta… 	ES	-0.7351	Negative
After Unused Vaccines Are Thrown in Trash, Cuomo Loosens Rules - The New York Times 	ES	0.0	Neutral
   The vaccine for rabies has been tested and been around for decades ...not an i… 	ES	0.0	Neutral
   Sure. And as the CEO said ...maybe annual vaccinations required...vaccine pass… 	ES	0.3182	Positive
   Under the PREP Act, companies like Pfizer and Moderna have total immunity from… 	ES	0.3612	Positive
   Vaccine companies have immunity .....again do some research.	ES	0.0	Neutral
   Sure...if anti vaxxer means imposing the vaccine on people against their will… 	ES	-0.4019	Negative
Kenya’s top #scientist warns of new ‘super variants’ as India halts vaccine supply. A study suggested that differen… 	ES	0.1027	Positive
   Think you miss the point....forced vaccination for a deadly disease that has a… 	ES	-0.1531	Negative
Why it’s so important that 12 to 16 years-old can now get a COVID-19 vaccine: We are in a pandemic from which teens… 	ES	0.3327	Positive
73/ If you want to understand the 21st century, read this profile of India's vaccine billionaire philanthropists -… 	ES	0.0772	Positive
"""The United States has beaten the variants, for now."" by BY CARL ZIMMER AND APOORVA MANDAVILLI via NYT… "	ES	0.0	Neutral
Ontario administered a record 154,104 COVID vaccine doses, more than 1% of the population in just one day — 6.50 mi… 	ES	0.0	Neutral
 They are in the Indian Ocean. Could be related to India with some economic ties and not really to t… 	ES	0.0	Neutral
Delta Air Lines will not hire the unvaccinated, and current employees who decide against the vaccine might find the… 	ES	0.0	Neutral
Spain will not require coronavirus tests or quarantines for travellers arriving with ‘vaccine passports’… 	ES	0.0	Neutral
Covid vaccine was surprisingly painful, 10/10 would do it again	ES	-0.1779	Negative
️ | Restaurants’ opening hours widened and capacity limits relaxed for shops and culture from May 24Catalonia pr… 	ES	0.4939	Positive
_rita39 I'd be going to Peterborough after I get my vaccine shots to visit the family.	ES	0.0	Neutral
#Pfizer and #Moderna vaccines are powerfully effective against #Covid-19, a #CDC analysis confirmed.  by 	ES	0.4767	Positive
 | Daily Covid-19 vaccination figures in Catalonia 1️⃣ | 2,416,081 given first dose as of today (31.29% of total… 	ES	0.0	Neutral
The replies and qts reek of first world country privilege. Damn, if you guys don’t want the vaccine send it to the… 	ES	-0.5106	Negative
Bro why are they heating my vaccine in a spoon	ES	0.0	Neutral
Looks like my COVID vaccine has started working. 	ES	0.3612	Positive
"#Covid #vaccine “almost certainly less effective” against #Indian #variant. ""But in combination with being less eff… "	ES	0.34	Positive
 Why not us is because the aggressive anti-masking discourse after folks get vaccinated. We do not celeb… 	ES	-0.1531	Negative
Scots in hospital with #Indian #variant despite being #vaccinated against #Covid. There are believed to be six pati… 	ES	0.0	Neutral
Research focusing on universal #SARSCoV2 #vaccine capable to produce higher neutralizing antibody activity than cur… 	ES	0.3818	Positive
 My plan is to take two doses of the vaccine, and set all the muzzles on fireThe #vaccine  	ES	0.0	Neutral
     No, by rates at least 1000 times greate… 	ES	-0.296	Negative
 The only reasonable argument is to send a message that getting a vaccine is worth it, that you can get… 	ES	-0.1531	Negative
"""Here’s how the United States beat the variants, for now."" by BY CARL ZIMMER AND APOORVA MANDAVILLI via NYT… "	ES	0.4215	Positive
Fertility fears, fueled by #misinformation, harm #US #vaccine uptake. False claims that #Covid19 vaccines can cause… 	ES	-0.743	Negative
Patient Information: The Johnson \u0026amp; Johnson Vaccine for #COVID19   via _current part of 	ES	0.0	Neutral
About 1/3 of Australians said they were unlikely to get vaccinated, reportedly up from previous months.The caution… 	ES	0.0	Neutral
Post Trump QAnon conspiracy side effects divide families - Los Angeles Times 	ES	-0.5267	Negative
Development of a peptide that allows cannabis-derived drugs to relieve pain without side effects… 	ES	-0.2023	Negative
Researchers #DCEXS #UPFBarcelona have developed a peptides family that allows cannabis-derived drugs to relieve pai… 	ES	0.3612	Positive
 Preliminary results for the  #CombivacS study in Spain: a 2nd dose of #Pfizer 8-12 weeks after a firs… 	ES	0.0	Neutral
"  Ha ha - good one. Seriously speaking: I couldn't care less about the ""ultimate goals… "	ES	0.5223	Positive
Covid has led to record levels of antidepressant use – but withdrawal can be difficult  | David Taylor 	ES	-0.4767	Negative
A study carried out by  #CLÍNIC- shows that Avacopan can replace corticosteroid treatment in patients with… 	ES	0.0	Neutral
Josep Lluís Mateo will be talking about the Film Theatre of Catalonia in Barcelona. Follow the lecture via Zoom or… 	ES	0.0	Neutral
A good project_dammylolah_NO_GOOD_dej#SOLANA #Airdrop #Airdrops… 	ES	0.4404	Positive
  _goat___  I know some people on this app are stupid but I didnt know… 	ES	-0.296	Negative
   Prince of Eibar Lite*	ES	0.0	Neutral
DGTL confirm massive 2021 ADE event – 14/15/16.10.21: FULL LINE-UP ANNOUNCED INCLUDING DAX J, DISCLOSURE, DIXON, HO… 	ES	0.0	Neutral
But du j⚽️ur  Afellay 	ES	0.0	Neutral
 Michael J. Fox	ES	0.0	Neutral
_J_Howard the pay taxes dude	ES	-0.1027	Negative
   Precisely	ES	0.0	Neutral
 I have	ES	0.0	Neutral
 Is that even a question?	ES	0.0	Neutral
_  Not really. We’re all gonna die one day and everything will just be pointless	ES	-0.5994	Negative
  That’s crazy and all but I don’t particularly remember asking my g	ES	-0.1779	Negative
   So are Ronaldo. We don’t deny ourselves and neither can you	ES	-0.34	Negative
  That’s what we’ve been saying for years about Ronaldo	ES	0.0	Neutral
 I hate you  SOBS /j	ES	-0.8374	Negative
 I studied the Great,I'm the greatest rnJ.cole	ES	0.6369	Positive
J QUILES THE PROMISEEEEEEE	ES	0.0	Neutral
NEW The disconnected #COVID19 and disparities in access to quality broadband for #highereducation #students… 	ES	0.0	Neutral
Japanese Exhibition House, summer 1954'55. Designed  J Yoshimura. Photographic archive. Source Museum of Modern Art… 	ES	0.0	Neutral
Sjfjks gnwkskxj j kdnf g esjcjjfdnf IM DYING! Help what is this?!?NO PUC MES!!#ButterBackWithButter… 	ES	0.6402	Positive
Book Spotlight and Excerpt: The Custard Corpses By M J Porter  via  	ES	0.0	Neutral
  Srry my child i was drunk /j	ES	-0.34	Negative
Mathew B. Brady, General J. E. Smith and Indians, 1870s  #metmuseum #photography 	ES	0.0	Neutral
_Zaragoza_ Tic,TAC,tic,TAC...	ES	0.0	Neutral
It is official! My first publication with _Litina and Christos A. Makridis. ''Do product market reforms rai… 	ES	0.0	Neutral
Fasten your seat belts... 	ES	0.0	Neutral
 Obviously the CSGO killer right here	ES	-0.6486	Negative
_  ironic	ES	-0.128	Negative
This is an Amazing project from this great team._dammylolah _NO_GOOD _H_Samuel#KEKW #AIRDROP #SOL… 	ES	0.8649	Positive
_muraday Rider	ES	0.0	Neutral
_  - scared twat	ES	-0.8074	Negative
_dosh    You just got bodied pal, take the L and move om	ES	0.0	Neutral
Busquets now &gt; Case now 	ES	0.0	Neutral
_RMD I dont get it?	ES	0.0	Neutral
 Never /j	ES	0.0	Neutral
Don't miss the debate on social policies during and after the pandemic between Barcelona and Lisboa with… 	ES	0.1139	Positive
_ Pilot Summer School Dates: July 20 and 21, 2021Speakers: , _gu, … 	ES	0.0	Neutral
⚾Oakland Athletics at New York Yankees /// 2019-09-01 /// SP: Manaea S., Happ J. /// BWRI: 0.991	ES	0.0	Neutral
 J Cole’s always been mid.	ES	0.0	Neutral
 _A_C_S  _BERC  _ua  I.M.P.R.E.S.S.I.V.E. synthesis.… 	ES	0.0	Neutral
    1 2019? Remember? 	ES	0.0	Neutral
  You know exactly what he’s talking about	ES	0.0	Neutral
Year 4 students are reading a webquest about J. K. Rowling. We have a kahoot! 	ES	0.0	Neutral
 _    Pussy deleted his tweet	ES	0.0	Neutral
  Gigantic dub	ES	0.0	Neutral
An great project_H_Samuel_NO_GOOD#Solana #SolanaSummer #Solanaairdrop 	ES	0.6249	Positive
_UK I haven't received my museum box and don't know where it is, you don't reply to my emails, any help? Its been a month now	ES	0.4019	Positive
 @_j_o_c_k_  Fantasy fictional drama. Don’t believe everything you read on Twitter 	ES	0.0	Neutral
i’m a sick bitch and i like freak sex	ES	-0.8176	Negative
  Messi ghosted against Bilbao? Oh please. 🤡	ES	0.3182	Positive
 I hate you so much /j	ES	-0.5719	Negative
Just publishedThis is the first study to use #Biodiversity Loss Indicator for LCA in #Brazil. The authors analyse… 	ES	-0.3182	Negative
Grande _giner 	ES	0.0	Neutral
A good project_NO_GOOD_dammylolah $SFISH  $SOL $COPE #Airdrop  #Solanaairdrop 	ES	0.4404	Positive
Maybe you can help  _Todenhoefer   _oezdemir  … 	ES	0.4019	Positive
End settler colonialism and apartheid now!  _Todenhoefer   _oezdemir… 	ES	0.0	Neutral
The occupation has to end!!!  _Todenhoefer   _oezdemir … 	ES	0.0	Neutral
Book review: Raft of Stars by Andrew J. Graff  via  	ES	0.0	Neutral
 JI vote #Juice for #BestCoverSong at the #iHeartAwards	ES	0.0	Neutral
A good project from an Amazing team._dammylolah  _NO_GOOD    _dej #Airdrop… 	ES	0.7717	Positive
   _fletcher_   _platten … 	ES	0.0	Neutral
 #CoverReveal!  Carnal (adjective): Relating to the pleasures of the body, Given to sensual indulgence, The man w… 	ES	0.4926	Positive
 I think it does J, just wanted to let my point here.Info/data is the most valued asset currently. Not g… 	ES	0.7159	Positive
UK #MHRA: Regulator seeks views on reclassification of #pain medication  #ranewsukmhra #viglya4growth	ES	0.0	Neutral
 A j*hadi man gets 72 hoors. But does a j*Hadi women get in heaven?	ES	0.5106	Positive
   *plays for Arsenal*	ES	0.0	Neutral
  - reps odegaard	ES	0.0	Neutral
 No, no it isnt.	ES	-0.5267	Negative
 Thiago reading this: 	ES	0.0	Neutral
  Reconec J.F. i E.C.	ES	0.0	Neutral
_Football  Precisely	ES	0.0	Neutral
 Better than Penaldo...	ES	0.4404	Positive
  After seeing that clip?	ES	0.0	Neutral
_91  The handball?	ES	0.0	Neutral
 _  It has to exist first mate	ES	0.0	Neutral
_A_Baldwin _Cox16 There's also a book by Rosylyn Carter that is supposed to be very good about caregiving.… 	ES	0.4927	Positive
_Gocher   Bodied the virgin	ES	0.0	Neutral
 All I know is that Snakemar and Penaldo are getting carried	ES	0.0	Neutral
_fraser_10 I Do Not No Who Score I Am Watch Liverpool 	ES	0.2235	Positive
_LM10_ Kulusevski carrying as per	ES	0.0	Neutral
_peak  I presume you dont call it “soccer 🤮” right?	ES	0.0	Neutral
_A_Baldwin _Cox16 Well, I did it on an international level, basically 3 months on, 3 months off, for about… 	ES	0.2732	Positive
_Azizz If Villarreal win the UEL wouldn’t that mean there will be another extra sport for the UEL next season.… 	ES	0.5859	Positive
 Blockchain will be adapted in shipping eventually. Don't be that narrow minded J.Shipping needs to evol… 	ES	0.0	Neutral
#EMA: Additional measures to allow experts to focus on #COVID19 activities  #ddnewsema #ranewsema #viglya4growth	ES	0.2263	Positive
  I didnt say “the difference between Palestinians and Israelis”. I “said “the difference between Palestinians and Amit”.	ES	0.0	Neutral
  I know, i didnt mention Israelis in general, thats my point. I was talking about Amit. I never… 	ES	0.0	Neutral
  Rare W lamit	ES	0.0	Neutral
  Did it not?	ES	0.0	Neutral
#VMC Image acquired on 18-05-2021 at an altitude of 6922.46 km above #Mars on #ESA #MarsExpress orbit number 21960… 	ES	0.0772	Positive
