Tweets	Country	Compound	Analysis
Vaccine clinic extended as extra jabs become available 	GB	0.0	Neutral
I got a vaccine today.  Nothing special - but I asked for a sticker. This one. And the man said - “first person… 	GB	-0.1603	Negative
   _garrod I didn't get a sticker either! Of course, I'm really happy I had th… 	GB	0.6468	Positive
Experimental Asthma Vaccine Works in Mice, And Could Be Trialed in Humans Soon finding… 	GB	0.0	Neutral
Vaccine booked! Also spying on Twitter to see who’s my age  	GB	0.0	Neutral
Most Anti-Vaccine Conspiracies Online Come From The Same 12 People, Study Shows report… 	GB	0.0	Neutral
   With measles, you have to vaccinate 95% of people for herd immunity.… 	GB	0.0	Neutral
When will #doctors start joining the dots? Healthy people get #vaccine then die? 	GB	-0.3736	Negative
So the mRNA you are leaping to have injected into you was a computer generated sequence. What could possibly go wro… 	GB	0.0	Neutral
Covid vaccine offered to 37-year-olds amid fears over Indian variant 	GB	-0.4215	Negative
   It does matter whether you have the vaccine or not - we only have a… 	GB	0.0258	Positive
 Can we also not forget that whole sections of the population have yet to be offered a vaccine though?	GB	0.1695	Positive
 Nope, I know no one with life changing effects and I live in a n area with a very high take up of the va… 	GB	0.2235	Positive
COVID vaccine booked! #ProtectEachOther	GB	0.0	Neutral
Oh dear. Definitely listening to too much news. Meaning to ask my hubby if he wanted a cuppa, I cheerily yelled up… 	GB	0.8316	Positive
  Time to bring in vaccine passports then, if you’re too selfish to get vaccinated stay at home… 	GB	-0.4767	Negative
Coronavirus: Ministers to step up vaccine take-up calls amid variant fearsI don’t see how this helps reign in the… 	GB	0.4588	Positive
its quite easy make covic 19 vaccine compulsory wake up BORIS .	GB	0.4927	Positive
EU &amp;#39;to welcome holidaymakers without tests by launching vaccine passports&amp;#39;  via 	GB	0.4588	Positive
 But the vaccine does not stop you from getting covid it reduces the risk of being hospitalised, wh… 	GB	-0.0547	Negative
 Oh I’ve seen similar. I drove past the vaccine centre two weeks ago and now I’ve got a migraine. D… 	GB	0.0	Neutral
 Yes, a massive thank you to the NHS for delivering such an excellent vaccine roll out. I am massivel… 	GB	0.836	Positive
Hmm was excited that I could book my vaccine. Until I saw the closest to North Norfolk is Southampton  	GB	0.34	Positive
Anti vaxxers: ‘I don’t know ANYONE who’s had Covid, but I personally know 473 people who have dropped down dead wit… 	GB	-0.8225	Negative
Don’t put your daughter on the stage Mrs Worthington - if they are going to #vaccinate her (that fucking hand thing… 	GB	0.5413	Positive
 _r23   The Oxford AZ vaccine is publicly funded, so are the BBC.	GB	0.0	Neutral
No! Not killed by #covid killed after taking the #vaccine #Enough 	GB	0.7409	Positive
 So are our borders to blame for the variants growth in the rest of the world?Those who declined the va… 	GB	0.0516	Positive
" You forgot to call it ""NHS Test and Trace"", that's what we do when something is bad. It's ""government ro… "	GB	-0.5423	Negative
Nobody needs a #covdi19 #vaccine we have immune systems and effective prophylactic drugs vits DC and zinc #Enough 	GB	0.6486	Positive
Booked my vaccine appointment! All 36 and over can now book. 	GB	0.0	Neutral
_resurection  _dibble  Oh FGS, DVTs are very common, I’ve had 3 over the last 20 years, I’ve al… 	GB	0.0	Neutral
14/3/20 was the last time I hugged my mum, we both aired on the side of caution yesterday and didn’t hug although w… 	GB	0.7003	Positive
  I hope you told them that people really must take up the vaccine when offered.	GB	0.4404	Positive
   You are mistaken - no vaccine provides a cure or total protection- just mitiga… 	GB	-0.5719	Negative
LifePetitions - Petitions for a Culture of Life 	GB	0.0	Neutral
 I’d love to but she died from vaccine injury 22years ago x	GB	-0.7906	Negative
   On a serious note regardless of how its called, as long as people stay sa… 	GB	-0.0772	Negative
If you don’t have a vaccine selfie it didn’t happen  all good at the moment,arm hurts that would be the chip  h… 	GB	-0.0516	Negative
 _2607  It’s not those of us refusing the vaccine holding you hostage. It’s the Gov doing… 	GB	-0.4019	Negative
My first Pfizer vaccine is done. Now the wait for the second 🥳 super 5G signal here I come 	GB	0.5994	Positive
Do these people calling in to   who keep repeating that it doesn’t affect anyone else if they don’t ha… 	GB	0.0	Neutral
Did someone turn up the heat here in Twitterville tonight??? I'm all for fair debate and reasoning about anything B… 	GB	0.4291	Positive
Why did you have the vaccine?	GB	0.0	Neutral
_dempo Booked your vaccine!!!! You’re officially not young any more ;) hehe	GB	0.5205	Positive
Don't forget the importance of vaccinating the world...I'm calling on  to support access to the Covid… 	GB	0.3085	Positive
As if anyone thought I was old enough to be eligible for a vaccine...	GB	0.0	Neutral
Following on from my earlier tweet, can I remove the vaccine from my body if it adversely affects me?	GB	-0.2023	Negative
They're not exactly 'mixed' as given at different dates. Potentially doubles number of side effects (unlikely thoug… 	GB	0.0772	Positive
 _Utd   _UK It's weird that Sky are reporting this, I wo… 	GB	-0.1779	Negative
_once Hahaha I wish! This was a post vaccine pint!	GB	0.7835	Positive
Jab update:  magnets are a myth. Starting to feel the side effects. Hard to predict the next few hours… 	GB	-0.1027	Negative
Me trying to ignore said side effects. 	GB	-0.3612	Negative
_Clifton78 Well done , just had my second jab and no side effects OAZ	GB	-0.0258	Negative
 I had the Moderna too on Sunday. Pleased to report no side effects just a bit of a sore arm. #Jabbed	GB	-0.2023	Negative
 No I'm not scared of the jab itself. More just side effects but we'll see what happens	GB	0.0266	Positive
 No worries. Abi got her 1st Saturday afternoon. Bar a dead arm no side effects with Pfizer so hope your… 	GB	-0.7756	Negative
Getting some side effects from the second jab, feeling fluey and achy. Luckily the urge to consume human flesh has subsided. #PfizerVaccine	GB	0.5859	Positive
People with #bipolardisorder may not take their medication because of side effects, fear of addiction and a prefere… 	GB	-0.4939	Negative
By far the easiest injection I’ve ever had. I literally did not notice the needle at all. I did get the expected si… 	GB	0.4215	Positive
 It’s the most unnoticeable injection I’ve ever had. Didn’t ever even notice the needle at all. I mea… 	GB	0.0	Neutral
People with #bipolardisorder may not take their medication because of side effects, fear of addiction &amp; a preferenc… 	GB	-0.4939	Negative
Looking forward to speaking with  and their members tomorrow morning about how #allyship done well can prom… 	GB	0.2732	Positive
Haven't felt very good today with side-effects. I choose to believe this means I am super healthy and my immune sys… 	GB	0.7333	Positive
 Someone else said that to me. As I told him, I'm perfectly happy to have it work without side effects...	GB	0.836	Positive
_Gore Have you tried a TENS (transcutaneous electrical nerve stimulation) machine? Can really help relie… 	GB	0.4576	Positive
 Ur more than welcome!!! None of my colleagues had any bad side effects either thinking about it, a… 	GB	-0.2727	Negative
  2009Swine flu vaccinations resulted in 1000's of narcolepsy cases and numerous law… 	GB	-0.3818	Negative
  _misfit How many people out of millions vaccinated have had severe side eff… 	GB	-0.3818	Negative
_misfit  I know several people who have had severe covid but none who has had severe side effects of the vaccine	GB	-0.6369	Negative
Remember, not everyone gets nasty side effects from the COVID vaccines (since I keep hearing conversations where pe… 	GB	0.4449	Positive
Only mild side effects after vaccine yesterday and SO glad to have had it. The worst part I’ve found is the red/ten… 	GB	-0.0191	Negative
 Had my second jab yesterday, no side effects and did a slow 5k earlier which was fine. Felt dreadful f… 	GB	-0.5106	Negative
 Obviously there were other factors too, but one of the often-missed side-effects of 9/11 was how it… 	GB	0.0	Neutral
2nd Pfizer - no side effects. Maybe the immune system isn't reacting? Also if distancing and wearing masks, why hav… 	GB	0.0	Neutral
 Oh I feel your pain. I went down from 200 on an SSRI &amp; it was tricky. I found I had enormous side effec… 	GB	-0.5994	Negative
 Me too, no major side effects except this small blue rash on my big bald head  	GB	-0.5994	Negative
 Damn bro! I had mine 2 days ago both times i had no side effects	GB	-0.636	Negative
 Ur lucky then .. and should be past the stage of side effects now  had mine at 11am was like dog shit come 12hrs later x	GB	0.1779	Positive
 I wish you minimal side effects and many antibodies	GB	0.4019	Positive
_kell  Well over 50 million jabs dispensed in the UK alone so far without many serious side-effects… 	GB	0.0829	Positive
 Hopefully no side effects from the second one .... almost died after the first	GB	-0.4228	Negative
_miki Nice one Miki. No side effects for me either, I was back to work the same day...but they do say the h… 	GB	0.1531	Positive
  But for millions- hardly any side effects!	GB	0.0	Neutral
First Covid Vaccine done.  No major side effects yet except this blue mark on my big bald head.#CovidVaccine… 	GB	-0.296	Negative
 Yeah I’m not nervous about the side effects or anything, I just hate injections and like to get prepared 🤣	GB	0.4047	Positive
No obvious side effects from the Covid jab. My arm is sore and I kept rolling on it in my sleep which woke me up bu… 	GB	-0.5719	Negative
 I felt ok with both, no side effects for me and I’m classed as high risk as I have a chronic respiratory disease	GB	-0.2732	Negative
  _bertolotti  Agreed, though it may not work out quite the way you want it too. 	GB	0.34	Positive
 Reminds me of the boy who called wolf! His stories are getting ridiculous. So many inconsistencies. Can’t… 	GB	-0.4199	Negative
       … 	GB	0.0	Neutral
 _bertolotti  Probably the right choice in this case. Those texts tend to be short enoug… 	GB	0.0	Neutral
_J_Joyce When I last played it,  just a couple of weeks ago in fact, it felt like it had been playing for an an h… 	GB	0.6908	Positive
_J_Joyce This is an excellent album, far better than its given credit for. My only criticism is that it suffers from being a tad too long	GB	0.4939	Positive
_Wh1ttaker _ Yep, very similar boards trodden	GB	0.296	Positive
_Wh1ttaker _ It was an incredible time to be 16. I remember hearing The Only One I Know for the first t… 	GB	0.0	Neutral
_Wh1ttaker _ Probably the greatest summer of my life. Left the school I hated, the sun was shining, thi… 	GB	0.0	Neutral
_J_Townsend Happy Friday from your old haunt! 	GB	0.3164	Positive
 Time to remove his titles, his place in line to the throne and reduce him to Mr Henry Windsor. So many lie… 	GB	0.0	Neutral
 _J_Mike So I hope you didn't find one! 	GB	0.54	Positive
_j_freeman Well, given the poor state of the UK’s retail economy, it’s better than being called a “Debenhams Rach… 	GB	0.2263	Positive
 _R_DUB    2 titles in 3 seasons isn't exactly a bad thing. More… 	GB	0.431	Positive
     It is still winning no matter of the size. your team is a mess	GB	-0.0516	Negative
 _R_DUB    You've not won a trophy since 2014 and last won the le… 	GB	-0.7181	Negative
Juicy J always understand the assignment .	GB	0.0	Neutral
_j Take like 10 minutes and read about the impact cooking food had on early hominid development.Yeah,… 	GB	0.3612	Positive
    Still won more then arsenal have won recently.	GB	0.8126	Positive
   You don't follow him do you. He will be okay.	GB	0.2263	Positive
Now Playing Stevie J - The UK Chart Show 4th May 	GB	0.2023	Positive
       _J_M… 	GB	0.0	Neutral
 _J_Ryder He seems to be vying for the title Liar in Chief.	GB	-0.5106	Negative
_Bella_S        … 	GB	0.0	Neutral
      _J_M  _Owanlen… 	GB	0.0	Neutral
 _pgche _Rees  _CADQ    … 	GB	0.0	Neutral
     _ellison  _J_Beck His wasn't a hard 10 gallon hat.	GB	0.0762	Positive
I don’t feel well why drink j don’t get it	GB	0.2732	Positive
  Are you SURE that’s an actual cheese dear? 🤣	GB	0.6841	Positive
_wheeler   _steele  _dinsdale _J_J So I tried click… 	GB	0.0	Neutral
#100PENMembers No. 89: Nobel laureate and one of the _int Vice Presidents, J.M. Coetzee, whose relationship to… 	GB	-0.296	Negative
_Mikey_J Now this looks like a perfect combo, enjoy! - Harry	GB	0.8655	Positive
 _j_r_c Not much to add to excellent suggestions from  Do drop Tom a line, am sure he w… 	GB	0.5994	Positive
  Shes been on before hasn’t she?	GB	0.0	Neutral
       _J_M … 	GB	0.0	Neutral
_J_Bond We did listen. It was the others who didn't.	GB	0.0	Neutral
 _derek Beautiful	GB	0.5994	Positive
_J_J I’m glad I’m not the only one! The Institute’s dust cover was so pretty, I had to take it off. I like to… 	GB	0.8723	Positive
   _J_Norton   Thanks Stan - but it has been a team e… 	GB	0.2382	Positive
_scourfield    Hope some will fit in the Fringe Event co-ordinated by Labour Soc… 	GB	0.6597	Positive
 Interesting	GB	0.4019	Positive
 _mcconnachie Run up the Babraham Rd to Wandlebury?	GB	0.0	Neutral
_Mikey_J We hope you enjoy it, MJ! - Zoe	GB	0.75	Positive
I put myoglobin on my mantelpiece using the #Chemford app during _J_Lancaster’s session at ’s Lea… 	GB	0.0	Neutral
_By_This  _dog Now let him loose with the wax strips J...	GB	-0.3182	Negative
J.K Rowling only wrote a toxic open letter filled with false information and bad examples, likening trans to sexual… 	GB	-0.5423	Negative
  _Archaeo _j_turner It rings a vague bell but I think I was a bit too young for it - lo… 	GB	-0.0516	Negative
_J  Could have bee-n worse	GB	-0.4767	Negative
 _J It's shocking the way they bee-have sometimes	GB	-0.4019	Negative
_J Bet it scared the Bee-Jesus out of you	GB	-0.4404	Negative
_R_A_C96   Freedom of speech.	GB	0.6369	Positive
_j_robins You look fantastic	GB	0.5574	Positive
    _J_M    … 	GB	0.0	Neutral
_J_Smart   We’ll have him back  glad to see him doing well at Newcastle ✊	GB	0.6249	Positive
_Mason123 Sexy bitch	GB	-0.1027	Negative
_a_m_e_s_555  Norwich at your place he let in a shot bottom corner from 40 yards lmao	GB	0.5994	Positive
_from _sutherland2 _Starmer  I thought he would be popular but he seems to have made a horli… 	GB	0.2263	Positive
_J_M_11 My thoughts exactly gets worse by the day	GB	-0.4767	Negative
 Keep the Canary and the ball but would like to see ‘1902’ on there.	GB	0.5023	Positive
_J Un-bee-leavable	GB	0.0	Neutral
 Pro1200 / 400 / 500 x2 compounds ready for  IQ Optima  Builder : L &amp; J Building Services Es… 	GB	0.3612	Positive
_edwardss Don't forget, , it's never to late to change your mind!	GB	0.2401	Positive
Just given notice for our wedding... again.Managed to get _brown's birthday right this time though 	GB	0.0	Neutral
_J_Joyce I'm with you on that in terms of his age at the time it happened. Goes to show that people are living wi… 	GB	0.0	Neutral
_J_M_11 Absolute scum in my eyes , kids will think it’s acceptable it’s not	GB	0.3182	Positive
_J_Joyce Cornell was a shock to an extent. Had read lots of interviews with him over the years where he discussed… 	GB	-0.3818	Negative
 _J_Joyce Certainly did. Love 'Where The River Goes'. Fantastic example of that.	GB	0.8807	Positive
      … 	GB	0.0	Neutral
      _J_M  … 	GB	0.0	Neutral
_Poser Something with no real use case that's infested with scams and fraud, whose price is artificially high rel… 	GB	-0.8689	Negative
"Seeing as it's three years today since the Windsor-Markles ""put on the show for the world"", how amusing Beatrice &amp;… "	GB	0.3818	Positive
 Wonder who choose today to announce it lol? Fergie must of had something behind this and Beatrice sti… 	GB	0.4215	Positive
 _J_Joyce I'd also include Scott Weiland. People are a bit sniffy about STP, but I've always respected them.	GB	0.631	Positive
_J Just ONE?! Are you feeling ok?	GB	0.5191	Positive
Huge congratulations _B_Writer  	GB	0.7351	Positive
Herman J Mankiewicz on CITIZEN KANE - “You cannot capture a man’s entire life in two hours. All you can hope is to… 	GB	0.4404	Positive
_J_Joyce Same. Although I've just about become immune to it... Kurt Cobain, Jeff Buckley, Michael Hutchence, Layne Staley.	GB	0.296	Positive
     _J_M  … 	GB	0.0	Neutral
It is official #PEEPModel is now International! A fabulous workshop with veterinary nursing placement teams from Ne… 	GB	0.5707	Positive
Jon #Morrison joins #Phillips Connect as strategic executiveMore:  Wabco Americas… 	GB	0.0	Neutral
_j Agree 🤣🤣	GB	0.3612	Positive
_j It seems I'm the only one respecting Vettel haha 🤣🤣	GB	0.7351	Positive
_J_Peters Nothing like a few Eurovision feathers! Does he come with chips?  	GB	-0.3404	Negative
Our new picnic table arrived just in time for it to piss down with rain for a solid week  	GB	-0.2732	Negative
You won't want to miss this...We're chatting to Lebanese winemaker, Eddy Naim at 8pm tonight.Head over to:… 	GB	0.0572	Positive
__sczfield  ISSO DIGGA	GB	0.0	Neutral
__sczfield ach man ey	GB	0.0	Neutral
 _J_M       … 	GB	0.0	Neutral
_j  _tammy22  You come up with that one yourself mate? Absolute knee slapper	GB	0.0	Neutral
Daniel Levy is a cunt 	GB	-0.4939	Negative
I see  you aren’t JET anymore you’ve become JETS happy flying J  E  T… 	GB	0.5719	Positive
Explore #ageing with #diabetes at the next seminar in 's monthly academic seminar series, with Dr Ka… 	GB	0.0	Neutral
_E_Mac   I feel this girl is not naive.The West does have blood on their hands. You… 	GB	0.0	Neutral
"_J I think the idea is that the person is dead, and hence what I think you're trying to say is ""over my dead body""."	GB	-0.8625	Negative
      _J_M … 	GB	0.0	Neutral
   _c83    … 	GB	0.0	Neutral
J. Cole Struggles To Hold On To His Inner Child In 1st 'Off-Season' Video 	GB	-0.3612	Negative
_Schultz25  I don't get to decide the final player pool, I was part of the discussion on what the p… 	GB	0.0	Neutral
