Tweets	Country	Compound	Analysis
Research volunteer Max Crawford talks about why he chose to join the Valneva #covid19 vaccine trial with us and sup… 	GB	0.296	Positive
72.3% of adults have now been vaccinated for COVID-19! Continue to follow all recommended safety measures. Free r… 	GB	0.8016	Positive
Which CCGs have the highest COVID-19 vaccine coverage? Use the  heatmap and charts to find out how you… 	GB	0.0	Neutral
Join the millions already #vaccinated against #COVID19.The NHS will let you know when it's your turn to make an… 	GB	0.296	Positive
How the vaccine can make Covid worse#coronavirus #lockdown #COVID19 #vaccine  via 	GB	0.0	Neutral
Can I still have the COVID-19 vaccine if I’m taking antibiotics? I’ll be 4 days into a 10-day course of penicillin… 	GB	0.0	Neutral
You need two doses of the #COVID19 vaccine for maximum protection.Make sure you attend both vaccination appointme… 	GB	0.3182	Positive
As the debate on waiving #intellectualproperty  rights on #COVID19 vaccines heats up, the European Commission is wo… 	GB	0.0	Neutral
BREAKING: The UK has recorded another three coronavirus-related deaths.Meanwhile, 38,070,038 people have now had… 	GB	0.0	Neutral
Women who are considering getting pregnant can safely receive the #COVID19 vaccine.If you have any concerns, spea… 	GB	0.4939	Positive
#COVID19 vaccine booster study launches in UK. 	GB	0.0	Neutral
The #COVIDVaccine is designed to give you immunity without the dangers of getting #COVID19 so it's common to experi… 	GB	0.3875	Positive
_uk has created a new #COVID19 Vaccine Employer Toolkit to help businesses run internal awareness campaigns tha… 	GB	0.5719	Positive
It is now possible for ANYONE who already had their 1st dose of #COVID19 vaccine in UK to change their booking for… 	GB	0.0	Neutral
A nice drop down comparison table #COVID19 #Vaccines: 	GB	0.1779	Positive
'I'm optimistic we're going to open fully on June 21', says Mayor of London Sadiq Khan, as he urges people eligible… 	GB	0.3182	Positive
"""Vaccination is the best way to protect people from coronavirus."" explains why it's important to get… "	GB	0.8225	Positive
If you are aged 32 or over by the 1st July, book your #vaccine now via the online booking system or calling 119. Bo… 	GB	0.0	Neutral
Interesting article about the speed of COVID vaccines  #Science #COVID19	GB	0.4019	Positive
#COVID19 vaccines have created at least 9 new billionaires worth a combined $19billion, enough to fully vaccinate 7… 	GB	0.4404	Positive
People are getting sick from the vaccine and they're diagnosing the illnesses as COVID19. This does not mean they… 	GB	-0.7579	Negative
"""To make any real progress, we need to take a global approach"" -  Chief Economist at the  join… "	GB	0.4215	Positive
Indian #GST Council set to reconsider waiver on #COVID19 vaccine Indian government ha… 	GB	0.0	Neutral
"""There is no shred of evidence to suggest that the vaccine affects your fertility, either male or female.""GP DrCh… "	GB	-0.296	Negative
"""There is no shred of evidence to suggest that the vaccine affects your fertility, either male or female.""GP… "	GB	-0.296	Negative
France is considering using a system similar to COVID-19 passports to control access to mass events.… 	GB	0.0	Neutral
#India becomes third country to top 300,000 #COVID19 deaths as #vaccine shortage bites  via… 	GB	-0.0516	Negative
On Saturday over 762,361 people across the UK received their first or second dose of #COVID19 vaccine. This fantast… 	GB	0.0	Neutral
Covid-19: Should all children get a vaccine?  #CovidVaccine	GB	0.0	Neutral
The first dose of #Covid19 vaccine offers a high level of protection, but to get longer-lasting protection everyone… 	GB	0.0	Neutral
Saudi returnees detained for presenting fake COVID-19 vaccine certificate in Kano 	GB	-0.7003	Negative
We detail here the cost analyses regarding vaccine-associated COVID19 deaths according to Table 1. For those above… 	GB	0.0	Neutral
More than 70% of adults in the UK have now had their first dose of the #COVID19 vaccine.Thank you to everyone who… 	GB	0.0	Neutral
India reports Covid cases plummet amid alternative, inexpensive and highly effective treatment which WHO blocked to… 	GB	0.3167	Positive
‘I don’t think big brother ought to tell me to do it’: Rand Paul sets off critics by refusing Covid-19 vaccine… 	GB	-0.5994	Negative
Cases of heart inflammation among young people who received Covid-19 vaccine being investigated by CDC… 	GB	0.0	Neutral
"""Vaccination is the best way to protect people from coronavirus.""DrNighatArif explains why it's important to get… "	GB	0.8225	Positive
COVID-19: How many people have had a coronavirus vaccine in the UK?  #CovidVaccine #COVID19	GB	0.0	Neutral
 If you’re 34+, or if you turn 34 before 1 July 2021, it's time to have your #COVID19 vaccine.⚠️ To avoid disapp… 	GB	-0.296	Negative
John's Labour blog: Just had my 2nd Covid vaccine:  Oxford AstraZeneca #Covid19  	GB	0.0	Neutral
60 million doses of COVID-19 vaccine administered in UK  #Covid19  #Covid-19 #Coronavirus  #StayHomeStaySafe	GB	0.0	Neutral
Really insightful article by , on the #COVID-19 #pandemic, the #vaccines how #pharmaceuticals turned roun… 	GB	0.0	Neutral
Women who are breastfeeding can have the #COVID19 vaccine when they are eligible.If you have any concerns, speak… 	GB	0.0	Neutral
One month into South Sudan's #COVID19 vaccination program only 7,000 people have taken one and the vaccines will ex… 	GB	0.0	Neutral
"""It is only by receiving the second dose that we can get the maximum protection that the vaccine offers.""Watch GP… "	GB	0.0	Neutral
18 Reasons I Won't Be Getting a Covid Vaccine. No.s 3+17 have been my main reasons for declining to be jabbed with… 	GB	0.0	Neutral
If you have an existing health condition and are worried about having your #COVID19 vaccine, please speak to a heal… 	GB	0.0258	Positive
#RealWorldData in #covid19 vaccine performance is coming in now. #GetRealInstitute 	GB	0.0	Neutral
Vaccine status drives over one million new users to the NHS app  #Covid19  #Covid-19 #Coronavirus  #StayHomeStaySafe	GB	0.0	Neutral
   The fatality rate for covid19 is extremely low for people in normal healt… 	GB	-0.7841	Negative
Health Secretary Matt Hancock said 49 cases had been identified of the new 'Yorkshire variant'.Read the latest on… 	GB	0.0	Neutral
 If you’re 34+, or if you turn 34 before 1 July 2021, it's time to have your #COVID19 vaccine. Etc. Venues, 86… 	GB	0.0	Neutral
Got my first COVID-19 vaccine! When you're called up, do get it - it takes less than half an hour#COVID19… 	GB	0.0	Neutral
Got my 1st covid Vaccine Moderna #COVID19 #vaccine #modernavaccine	GB	0.0	Neutral
BREAKING: More than 50 million #COVID19 vaccine doses have been administered in England, Health Secretary Matt Hanc… 	GB	0.0	Neutral
I've signed up to the NHS #COVID19 vaccine research registry! Studies needing volunteers include one looking at a t… 	GB	0.0	Neutral
Join the millions already vaccinated against #COVID19.Don't delay in getting your vaccine when it's offered to yo… 	GB	0.4874	Positive
#pharmacynewsNew #Covid19 #vaccine booster government study launches in UK. Initial results from trialling seven v… 	GB	0.0	Neutral
 Vaccine Administration Management uses #ServiceNow to help enterprises solve challenges to quickly vaccinate… 	GB	0.5859	Positive
In the US, the Ohio government will randomly PAY somebody $1M every week to take a covid jab.If you're in a poor… 	GB	-0.2808	Negative
Fantastic news for my wife &amp; I this morning... we are now booked in to get our #COVID19 #Vaccine! Anyone over aged… 	GB	0.5983	Positive
Dr Sucharit Bhakdion #COVID19 #vaccine I love this man!I heard himback in April 2020,and I knew I heard Trut… 	GB	0.6696	Positive
"Yet  can't resist its wildly exaggerated #covid19 daily diet of ""new variants"", ""surge testing"", ""vaccine t… "	GB	-0.1027	Negative
Women who are breastfeeding can have the #COVID19 vaccine when they are eligible 🤱If you have any concerns, speak… 	GB	0.0	Neutral
I will urge everyone to take the vaccine If you are offered it. When you are invited, make your appointment as soon… 	GB	0.0	Neutral
More than 70% of adults in the UK have now had their first dose of the #COVID19 vaccine. Thank you to everyone who… 	GB	0.3612	Positive
“Engaging with patients on the dynamic, evolving, &amp; at times uncertain nature of scientific evidence is also impera… 	GB	0.1027	Positive
The Medicine and Healthcare products Regulatory Agency (MHRA) has updated stability information for the Pfizer/BioN… 	GB	0.0	Neutral
You may experience side effects after your #COVID19 vaccine. This is because vaccines work by triggering a response… 	GB	0.0	Neutral
Are you over 30 and have already received two doses of a Covid vaccine?There will soon be a trial running at our… 	GB	0.0	Neutral
There is no evidence that the #COVID19 vaccine affects fertility.Watch  explain Learn more abou… 	GB	-0.296	Negative
New FPM statement on COVID Vaccine Supply ➡️  #covid19 #Covid_19 	GB	0.0	Neutral
New #Covid19 variants are spreading in North West London. Anyone over the age of 36 can now book at… 	GB	0.0	Neutral
SPECIAL #COVID19 WEBINARVaccine experts spoke about the challenges of the #COVID19Vaccine global rollout at our s… 	GB	0.5766	Positive
Receiving the #CovidVaccine is one of the best ways to protect yourself against #Covid19. Even if you didn't have t… 	GB	0.7783	Positive
At a special webinar #event hosted by _JIDEA and _Outbreak, vaccine experts spoke about the challenges… 	GB	0.4019	Positive
Will you be joining us tonight for an informal Q&amp;A session where we will be running a webcast surrounding #COVID19… 	GB	0.0	Neutral
 Yes, the UK government has secured aka ordered at least 400+ million doses for Covid19 Vaccines for… 	GB	0.6597	Positive
Updated guidance on storage of the Pfizer /BioNTech vaccine.  Once removed from the freezer, the undiluted vaccine… 	GB	0.0	Neutral
More than 60,000 people have participated in NIHR-supported #COVID19 research in south London.We need more people… 	GB	0.0	Neutral
It is the right of any person to get the Covid vaccine. It is also the right of any person to refuse it. #COVID19	GB	-0.296	Negative
Amid rising fears of the increasing cases of the #COVID19 Indian variant, public health chiefs are urging everybody… 	GB	-0.4215	Negative
All of the #COVID19 vaccines in use in the UK protect you from coronavirus. Don't delay in getting yours when it is… 	GB	0.5517	Positive
Cuba gets tough on COVID-19 with mass #vaccination campaign article by Reuters has publi… 	GB	-0.128	Negative
Excellent news reported in the latest edition of CSJ. Over 20 million UK adults have now received both doses of the… 	GB	0.5719	Positive
Vaccinated people are far less likely to get serious COVID-19, be admitted to hospital, or die from it.Please mak… 	GB	-0.5859	Negative
Throughout #covid19 the govt have blamed the public and/or scapegoated specific groups (e.g 18 severely ill patient… 	GB	-0.836	Negative
We have also updated our Institutional Readiness document and relevant SOPs for the Pfizer-BioNTech #COVID19 vaccin… 	GB	0.25	Positive
Yesterday the MHRA published revised stability advice for Pfizer-BioNTech #COVID19 vaccine. Changing the expiry dat… 	GB	0.0	Neutral
Dr Sucharit Bhakdi is a retired German microbiologist, professor and former head of the Institute of Medical Microb… 	GB	0.0	Neutral
You may still need boosters as you are vaccinated for a completely new species of coronavirus- Covid-19 booster sho… 	GB	0.0	Neutral
THE MOST IMPORTANT VIDEO EVER#freedom #lockdown #lockdown2021 #itv #BBC #DefundTheBBC #COVID19 #COVIDSecondWave… 	GB	0.5513	Positive
People aged 34 and 35 in England will be offered a #COVID19 vaccine from Thursday, the NHS has said 	GB	0.0	Neutral
Prince William leads the way as Prince Frederik of Denmark gets Covid jab on the same day	GB	0.0	Neutral
More than 37 million Britons have received a first dose of a #COVID19 vaccine, while second jabs have now exceeded… 	GB	0.0	Neutral
All vaccines must go through clinical trials before they can be approved for use.Watch to find out what happens i… 	GB	0.4215	Positive
We are proud to be part of the conversation about the staffing logistics of #Covid19 vaccinations in the UK. Our dy… 	GB	0.4767	Positive
#COVID19: The Duke of Cambridge has received his first dose after the UK-wide vaccine rollout was expanded to peopl… 	GB	0.0	Neutral
BREAKING: The number of cases in the UK of the Indian #COVID19 variant has risen to 3,424, according to the latest… 	GB	0.0772	Positive
COVID-19 created 9 new vaccine billionaires: Report  	GB	0.25	Positive
World’s first COVID-19 vaccine booster study launches in UK #boostervaccine 	GB	0.0	Neutral
"Interesting article. ""Blaming people when they become ill or scapegoating particular groups or populations...will o… "	GB	-0.5106	Negative
The gov thinks about introducing blue ticks for tinder users who had a #COVID19 vaccine. I'm just wondering whether… 	GB	0.0	Neutral
Eric Clapton Feared He 'Would Never Play Again' After COVID Shot, Slams Vaccine 'Propaganda'. #COVID19 	GB	-0.6412	Negative
Latest #COVID19 data for #Harlow Current COVID case rate per 100,000 population: 5.7 ⬇️ Number of residents t… 	GB	0.0772	Positive
Pfizer/BioNTech COVID-19 vaccine shelf-life extended from 5 to 31 days, says MHRA  #Covid19… 	GB	0.0	Neutral
Regulatory approval of Pfizer/BioNTech vaccine for COVID-19  #Covid19  #Covid-19 #Coronavirus  #StayHomeStaySafe	GB	0.4767	Positive
By getting the #COVIDVaccine when it’s your turn you help to keep #COVID19 rates low &amp; reduce the risk of another l… 	GB	-0.128	Negative
It's #ClinicalTrialsDay - in the second part of a two-part blog for #ClinicalTrialsDay we look back at a year of… 	GB	0.0	Neutral
"The EU will reach its #COVID19 vaccination targets ""without sealing itself off from the world"", Ursula von der Leye… "	GB	0.0258	Positive
Good news.UK analysis finds two doses of AstraZeneca #COVID19 vaccine 85-90% effective | Reuters 	GB	0.7184	Positive
While the majority of social care workers have taken up the Covid-19 vaccine, some may still have questions or conc… 	GB	0.4939	Positive
Today is International Clinical Trials Day. Research volunteer Max Crawford talks about why he chose to join the Va… 	GB	0.296	Positive
Japan’s Struggle for a Home-Grown COVID19 Vaccine _APAC  The fact that even a wealt… 	GB	-0.3182	Negative
The #COVID19 vaccine protects you and those around you.We'll let you know when your vaccine is ready for you.Fi… 	GB	0.5859	Positive
Had my first Covid vaccine todaaay! \o/#kikiirl #covid19 #covidvaccine #coronavirus	GB	0.0	Neutral
Read a summary of new  research on the School's COVID-19 blog.  	GB	0.0	Neutral
WARNING: Dangerous to people. SM102 chemical in Moderna experimental mRNA-1273 #Covid19 vaccine. Translation: The C… 	GB	-0.7378	Negative
Covid vaccine rollout produced nine new billionaires: May 20, 2021 -- #Coronavirus #COVID19 _Group… 	GB	0.0	Neutral
Join our special webinar on where the world is now in the #COVID19 global #vaccine rollout. Prof  will… 	GB	0.5994	Positive
The vaccine reduces chances of hospitalisation by 85%.The NHS will let you know when your Covid-19 vaccine is read… 	GB	0.2023	Positive
 Govt adviser: UK herd immunity is possible 'Rapid rise' in India #COVID19 variant in three North West towns… 	GB	0.0	Neutral
Join our special webinar on where the world is now in the #COVID19  global #vaccine rollout. Prof  will… 	GB	0.5994	Positive
 More than 70% of adults in the UK have now had their first dose of the #COVID19 vaccine.Thank you to everyone w… 	GB	0.0	Neutral
This week’s COVID-19 figures for Bedford Borough are as follows:➡️1,848 people tested➡️215 COVID-19 cases➡️124.… 	GB	0.0	Neutral
Excellent article from _supplychn on the need to diversify global vaccine manufacturing! #COVID19  	GB	0.6114	Positive
   we wouldn't want to lose you, after all your good work.… 	GB	0.6041	Positive
“COVID-19 Vaccines - Good Intentions, Bad Strategy?”Written by Cinzia Saro, columnist at DecipherGrey.•Read the… 	GB	-0.1531	Negative
🧪34 OR OLDER- GO GET JABBEDAnyone over 34 can now receive their vaccination  	GB	0.0	Neutral
Rayssa Whitlock discusses the first Court of Protection judgement to decide that it was not in the best interest of… 	GB	-0.0946	Negative
Facebook’s fact-checker for Covid-19 is without independence, rather, where the organisation acts in conflict as it… 	GB	-0.3182	Negative
World-first #COVID19 vaccine booster study launches in UK, trialling seven products and with the aim of tackling SA… 	GB	0.0	Neutral
"REMINDER: Our Q&amp;A session ""Debunking the myths on fertility and pregnancy with the COVID-19 vaccine"" is TONIGHT at… "	GB	0.0	Neutral
Vaccines are the best way to protect people from coronavirus and will save thousands of lives.Don't delay in gett… 	GB	0.8993	Positive
IFPMA statement includes: 1) step-up dose sharing 2) optimise production 3) eliminate trade barriers 4) support cou… 	GB	0.8126	Positive
Data Synthesis: #COVID19 #Vaccine Perceptions in Africa: Social and Behavioural Science Data, March 2020 – March 20… 	GB	0.0	Neutral
NI #COVID19 vaccine booking opens for 25-29 group.In the latest expansion of Northern Ireland's vaccination progr… 	GB	0.0	Neutral
"""We're not seeing an increase in case rates translating into increased hospital admissions"" says Regional Director… "	GB	0.0356	Positive
"""We're beginning to see it spread much further throughout the North West"".Regional director of Public Health in N… "	GB	0.0	Neutral
#COVID19 Vaccines have caused over 10.5K Deaths across #EU countries according to Adverse Reaction Database – Daily… 	GB	-0.3612	Negative
If you are 34 or above you can now book for your CoVid19 vaccine. 	GB	0.0	Neutral
"""Green list are for holidays."" says there is a ""heck of a lot of hassle involved"" when travelling to… "	GB	0.0	Neutral
"""Vaccines are working.""Transport secretary Grant Shapps says the #COVID19 vaccines protect the public from varian… "	GB	0.6249	Positive
Watch live:  is joined by Transport Secretary Grant Shapps and shadow international trade secretary Emil… 	GB	0.3612	Positive
"""Some of these scientists expressed concern that public expectations around COVID-19 boosters are being set by phar… "	GB	0.0	Neutral
To think that people are safe from covid because they are now vaccinated is like thinking you won't get run over if… 	GB	0.6597	Positive
#COVID19 is a serious disease. Vaccination gives you the best protection against it.Book your #COVIDVaccine now i… 	GB	0.5994	Positive
Seven in 10 UK adults have been vaccinated against Covid-19 Health services have now administered 57.8 million va… 	GB	0.0	Neutral
ABPI says by the end of the year, 11 billion doses of Covid-19 vaccine will be available to jab the world's adult p… 	GB	0.0	Neutral
#COVID19: Thousands of volunteers will get a booster coronavirus vaccine as part of a world-first clinical trial in… 	GB	0.0	Neutral
Not sure how valuable this will be- Covid ‘booster’ trial will give third vaccine dose to UK volunteers… 	GB	-0.5448	Negative
What happened to the #SouthAfricanVariant and #BrazilanVariant? They sure disappeared quickly, huh?Now they talki… 	GB	0.1926	Positive
Goes without saying but we need to walk before we run. Sourcing as many #Covid19 treatments as possible is of cours… 	GB	0.0	Neutral
My Q to Van Tam would be. Why are we letting 1000’s of “sharks” into our “pond” in the form of over 100 flights all… 	GB	0.0	Neutral
We are providing £19.3 million for a new clinical trial to find out more about the impact of a third dose of the… 	GB	0.0	Neutral
  If you’re 36+, or if you turn 36 before 1 July 2021, it's time to have your #COVID19 vaccine.⚠️ To avoid disap… 	GB	-0.296	Negative
Deputy chief medical officer Professor Jonathan Van-Tam says scientists 'don't yet know how long vaccine protection… 	GB	0.0	Neutral
World-first COVID-19 vaccine booster study launches in UK  #Covid19  #Covid-19 #Coronavirus  #StayHomeStaySafe	GB	0.0	Neutral
Only by experts coming together can we tackle #COVID19. From vaccine development to understanding the long-term s… 	GB	0.0	Neutral
Vaccine  # 1 ✔️Quick easy and friendly team. Thank you  ❤️ NHS  ...#covid #covid19 #covid_19 #vaccine… 	GB	0.8225	Positive
The Oxford/AstraZeneca COVID-19 vaccine has already saved thousands of lives. The UK's independent regulator has sa… 	GB	0.4215	Positive
This won't make much sense outside of Wolvo but I've just realised my covid vaccine later is at a pharmacy in the S… 	GB	0.0	Neutral
 If you're aged 3️⃣2️⃣ or over, or if you turn 32 before 1 July 2021, you can now book your #COVID19 vaccine. Bo… 	GB	0.0	Neutral
Temporarily pause the roll-out of a specific #COVID19 #vaccine to investigate possible serious adverse events, and… 	GB	-0.4215	Negative
 Probably caught a cold lol. The spike protein is being distributed via vax as gas wasn't an optimal v… 	GB	0.1754	Positive
Thank you for getting the COVID-19 vaccine. To keep everyone safe, please continue to: •Regularly wash or sanitise… 	GB	0.7717	Positive
World-first #COVID19 vaccine booster study launches at  - #CovBoost will provide vital data on the impact… 	GB	0.296	Positive
Every #vaccination gives us hope. Join the millions already vaccinated against #Covid19.The vaccine protects you… 	GB	0.7506	Positive
Important tweet, Farzana.Surely this is the key measure.“Both doses of covid vaccine AND had the few weeks after… 	GB	0.2023	Positive
Don't delay when it's your time to get the #COVID19vaccine Not only does the vaccine reduce the risk of catching… 	GB	-0.0356	Negative
If you're aged 34 or over, or if you turn 34 before 1 July 2021, you can now book your #COVID19  vaccine. … 	GB	0.0	Neutral
 have been wonderful for lending their support during the pandemic to promote #COVID19 testing and the succe… 	GB	0.8402	Positive
Black, Minority and other ethic people Living in #Nottingham #Nottinghamshire . Have you had the COVID vaccine yet?… 	GB	0.0	Neutral
I’m pleased that anyone aged 32 and over (or will be 32 by the 1st July) can now book a #COVID19 vaccineIf offere… 	GB	0.4404	Positive
More 'Turbo Covid19 vaccine' sessions planned in #Nuneaton to fight Indian variant outbreak 	GB	-0.3818	Negative
This morning I had my first Covid vaccine! I’m finally old enough! #covidvaccine #pfizervaccine #covid19… 	GB	0.0	Neutral
JUST HOW LONG HAVE PPL FELT THAT THERE WERE TOO MANY PPL IN ORDER TO COME UP WITH A PLAN??!#Covid1984 #Agenda21… 	GB	0.0	Neutral
OUR VERY OWN BUMBLING QUIRKY HARMLESS  PRIME MINISTER!!#Covid1984 #Agenda21 #GreatReset #TheGreatReset #CovidUK… 	GB	0.5134	Positive
My eldest (teacher) has Covid she’s 26, to young for the vaccine and not in the priority list. To top it off she n… 	GB	0.2023	Positive
The second dose of the #COVID19 vaccine helps to provide maximum protection.Make sure you attend both appointment… 	GB	0.5994	Positive
⭐️Over 9.3 million #COVID19 vaccines delivered in our region! ⭐️If you’re aged 34 or over, or if you turn 34 befo… 	GB	0.0	Neutral
Four in ten adults have received two #COVID19 jabs, Health Secretary Matt Hancock said.As of 20 May, 58,489,834 C… 	GB	0.0	Neutral
People over 34 in Shropshire are being urged to book Covid vaccinations – although some appointments may be out of… 	GB	0.0	Neutral
Anyone who is aged 36 or over - or if you turn 36 before 1 July 2021 - can now book your #COVID19 vaccine.Getting… 	GB	0.0	Neutral
When entire blame is on Modi -deaths, COVID, Oxygen shortage, vaccination shortage, beds, hospital etc. Then why… 	GB	-0.6597	Negative
Vaccination programme in England to extend to 34-year-olds.More than one million people aged 34 and 35 will get a… 	GB	0.1779	Positive
Every #vaccination gives us hope. Join the millions already vaccinated against #Covid19.You need two doses for ma… 	GB	0.6249	Positive
If you have been in a country on the UK's Green List in the last 10 days, you will need to take a Day 2 PCR test up… 	GB	0.0	Neutral
The first dose of #COVID19 vaccine offers a high level of protection, but to get longer-lasting protection everyone… 	GB	0.0	Neutral
The second dose of the #COVID19vaccine helps to provide maximum protection for you and your loved ones from… 	GB	0.7579	Positive
The #logistics of supplying the #COVID19 vaccine to an entire country can be a big challenge.The Uruguayan govern… 	GB	0.0	Neutral
I’ve had my covid #vaccine today Side effect? Craving for doughnuts .#COVID19 #PfizerVaccine #tuesdayvibe 	GB	0.0	Neutral
INTERDISCIPLINARY FREE CONFERENCE ON #COVID19. June 10 @ 3:30 pm - June 11 @ 6:30 pm.Statistics, #Vaccine Science,… 	IT	0.6166	Positive
No, #Covid19 vaccine can't connect you to the #internet - via  	IT	-0.296	Negative
Did you know half of the #FDA and #NIAID are reportedly refusing #Covid19 #vaccines? Wonder how many are but too… 	IT	-0.2144	Negative
Pfizer/BioNTech COVID-19 vaccine shelf-life extended from 5 to 31 days, says MHRA -  	IT	0.0	Neutral
Over 40 and have tessera sanitaria? Book your appointment for May 22 and 23 open days vaccination with AstraZeneca… 	IT	0.0	Neutral
With a Covid-19 vaccine patent waiver likely, time to rethink global intellectual property rules #COVID19… 	ES	0.5106	Positive
If you have missed your #COVID19 vaccination, call this helpline on 0800 030 8013 or use this guide to find out how… 	GB	-0.296	Negative
This applies to many of our young members. If you're aged 18 to 29, please remember to register for your COVID vacc… 	GB	0.3182	Positive
This COVID-19 vaccine tracker will notify you when vaccine slots become available near your location   via 	GB	0.0	Neutral
We have come such a long way battling #covid19 remember to check your GP has your correct address  number so they… 	GB	-0.2023	Negative
We're still regularly updating our #Covid19 website page with useful updates, reports, events and research. Check o… 	GB	0.4404	Positive
When is 3 deaths acceptable? From Covid19? No. From the vaccine for Covid19? Of course, courtesy of the sick Lamest… 	GB	-0.3049	Negative
Vaccine trials in the age of COVID-19 by  #covid #modelling  via  Th… 	GB	0.0	Neutral
I'm incredibly lucky to live in a country where vaccines are freely available now. That's why I'm donating the cost… 	GB	0.7178	Positive
A new Covid-19 test centre for East Lothian residents has opened in Musselburgh. Test are available Tuesday to Sa… 	GB	0.0	Neutral
"""This could accelerate vaccine trials by helping to rapidly identify vaccine candidates that are likely to confer p… "	GB	0.296	Positive
"""The research, published in , suggests that neutralising antibody levels could be used as a way to q… "	GB	0.0	Neutral
"""The team found that neutralising antibody levels were highly predictive of immune protection, and could be used to… "	GB	0.3535	Positive
"""Using data on immune responses and observed protection from symptomatic coronavirus infection, the researchers mod… "	GB	0.296	Positive
"""David Khoury at  in Sydney, Australia, and colleagues analysed data from seven #COVID19 vaccine studies and o… "	GB	0.0	Neutral
"""A person’s levels of neutralising antibodies following #COVID19 vaccination or natural infection could help predic… "	GB	0.6369	Positive
So 18-29 year olds can now register for the COVID vaccine but those from 30 upwards who haven’t had a jab have to w… 	GB	0.0	Neutral
If you’re aged 18-29 then you can register to get your first COVID-19 vaccine below. Play your part in our recovery… 	GB	0.34	Positive
BBC News - Covid-19: Should all children get a vaccine? As children are almost without risk… 	GB	0.0	Neutral
The  site has a Covid vaccine status if you need it (also available to download) #Covid19 #nhsscotland… 	GB	0.0	Neutral
Th people trending with #India_With_Ramdev dare to visit any hospital for treatment and dare to take covid vaccine.… 	ES	0.0	Neutral
EMA’s human medicines committee (CHMP) has started a rolling review of Sputnik V (Gam-COVID-Vac), a COVID-19 vaccin… 	ES	0.0	Neutral
#Covid19: How long do #vaccine #protections last? Science can't say for sure. The gap in knowledge and testing rais… 	ES	-0.2411	Negative
Oxford/#AstraZeneca #Covid19 #vaccine 80% effective against B1.617.2 #variant: UK study. 	ES	0.4767	Positive
#Pfizer #COVID19 #vaccine can be stored in refrigerator for a month, U.S. says. 	ES	0.0	Neutral
🧊 The #EMA (_News) has said that #Pfizer's #mRNA vaccine can be stored at 2-8ºC up to one month, instead of fi… 	ES	0.0	Neutral
1⃣0⃣reasons backed by science to convince#COVID19 vaccine scepticsBy , #BehaviorDesign expert at… 	ES	0.0258	Positive
De Blasio: 20,000 New York City #children ages 12-15 have received #COVID19 #vaccine. 	ES	0.0	Neutral
#Italy - A woman receives a dose of the J&amp;J/#Janssen #COVID19 #vaccine on May 19, 2021 in a #Covid Vaccine Center i… 	IT	0.0	Neutral
#Covid19: #Italy reopens for international #tourismRestrictions continue to be eased as vaccine effort accelerates 	IT	0.296	Positive
