Tweets	Country	Compound	Analysis
 I so am not crying 🥲 We love you Yeye! Thank you so much for your music! 🥺🥺🥰	ES	0.3682	Positive
 RIP Server again	ES	0.0	Neutral
 We hope you don't get sick 🥺🥺 Thank you so much! We love you~~	ES	0.9162	Positive
Active video games in fully immersive virtual reality elicit moderate-to-vigorous physical activity and improve cog… 	ES	0.6808	Positive
_m_olson Ghosts of Mars the John Carpenter film?	ES	0.0	Neutral
An unexpected horizontal gene transfer event, whereby the sweet potato whitefly has harnessed a host plant detoxifi… 	ES	0.4588	Positive
EUNHYUK is # 3 in Male KPOP Idol Dancer. Lets make him to Number 1. I know there's no awards include but Eunhyuk de… 	ES	0.1406	Positive
 What have I said now?	ES	0.0	Neutral
Father J (Paradise Vibes) - Conscious Reggae Beat Off	ES	0.0	Neutral
Hoy I'm really crying  How to move on from this song oy! Jara man ni YESUNG 예성 ‘Corazón Perdido (Lost Heart)’… 	ES	-0.5697	Negative
The goosebumps moment 🥲YESUNG 예성 ‘Corazón Perdido (Lost Heart)’ Special Video YouTube ▶  	ES	0.4019	Positive
_j_w Yes made for and by English people	ES	0.4019	Positive
_j_w It's a cementery made for Protestants people who can't be buried at the Catolic cementery in 1830 , and… 	ES	0.0	Neutral
This song is truly so beautiful, 🥲 Thank you so much ! We love you with all our hearts!YESUNG 예성 ‘Coraz… 	ES	0.9495	Positive
Hyukkie's snorting laugh 🥺🥺 Kawaii	ES	0.5574	Positive
" ""We are not a couple"" Hahahaha"	ES	0.0	Neutral
 the fact that he got annoyed when Hae started telling different answers 🤣 TSUNDERE LEVEL 9999	ES	-0.3818	Negative
 J Balvin.	ES	0.0	Neutral
GOAT 	ES	0.0	Neutral
Lebron es el goat no hay discusion	ES	-0.296	Negative
Merry Christmas I gave you my heart~HOW TO UNHEAR LEE HYUKJAE AHAHAH#Yesung #예성 #SUPERJUNIOR 	ES	0.5423	Positive
Congratulations  for selling over 100,000 copies of #BeautifulNight! You deserve the world and so much mo… 	ES	0.636	Positive
_s6   Hidden Track, it was live last night. You can watch the RAW version at Heiranim's Twitter!	ES	0.0	Neutral
_P_Green I'm too young at 46 in Spain	ES	0.0	Neutral
 Also they don't share all their subtitles across all their regions! A real pain for an English guy l… 	ES	-0.6684	Negative
 I cry when I see their faces.	ES	-0.4767	Negative
 The VHS cover of that with the big fat one with the head that dropped down to its midsection haunted… 	ES	0.0	Neutral
 Yes  the issue is neither of them like Hart do what Pope does so well. Cleans up all crosses in the… 	ES	0.5157	Positive
 Absolutely, if we are resting him for the Euros and Southgate doesn't play him then it's a joke! We d… 	ES	0.1169	Positive
 _Velazquez_11_ humor triste	ES	0.2732	Positive
Bc of Choi Ran? j/kBut I will say this again, Mouse is one of the best series of 2021 and yes, one of the best th… 	ES	0.9022	Positive
Indeed a #BeautifulNight~Thank you and We Love You ! (｡･ω･｡)ﾉ♡#Yesung #YESUNG_Beautiful_Night 	ES	0.6696	Positive
Does this photo even need a caption? 🤣🤣🤣#SUPERJUNIOR #Yesung #EUNHYUK 	ES	0.0	Neutral
"""Oh My God"" 🤣🤣🤣 "	ES	0.2732	Positive
I just backed 'mother'47 on  by the incredible . I greatly recommend checking out this campa… 	ES	0.4391	Positive
  right am I'm saying this isn't even a 'generally' thing, although of course I grant different… 	ES	0.3612	Positive
  right, this is where I'm trying to get at. I think the last one you mention (mechanism) is som… 	ES	0.0	Neutral
 in SuperTV Subs we hope and trust 	ES	0.7351	Positive
I miss the smell of the Carenage on J’ouvert morning 	ES	-0.1531	Negative
 _    Put a bit of Jaws in there. Could work.	ES	0.0	Neutral
_     It's sweet how Andy follows me around. I'… 	ES	0.4588	Positive
   It is a simple concept to grasp. £1 gets you less in the UK than €1 gets… 	ES	0.0	Neutral
   A rate that only existed for a short time so would effect the very few ma… 	ES	0.0	Neutral
TRUEEEEEEEEE #MADWIN 	ES	0.0	Neutral
   Cherry picking creates a false impression. The rate you so conveniently p… 	ES	0.4588	Positive
This is possibly because such extracts from the Damiana herb had been taken in South America since ancient times fo… 	ES	0.0	Neutral
     It's a banger. Some wonderful page turn moments in th… 	ES	0.5719	Positive
  Congratulations, man! Looks incredible	ES	0.636	Positive
_ComiX Thanks!	ES	0.4926	Positive
" ""Distressing news to open the pod this week. Tony is currently incarcerated in a US jail following his attack on..."""	ES	-0.7003	Negative
 I always felt the Awesome Pod was a very slow version of this playing out. Just waiting for Tony to… 	ES	0.7269	Positive
   Cherry picking on the exchange rates there. In Dec 2013 it would have bee… 	ES	0.0	Neutral
 I really like when a series has a regular cover artist providing a constant aesthetic, like Glenn Fa… 	ES	0.6794	Positive
 Going with drawing him in that pose could be the answer.	ES	0.0	Neutral
“All the pain you hold Makes you worth your weight in gold”-  #BeOnYourPurpose 	ES	-0.34	Negative
 The Guardian culture opinion pieces are mostly this joyless trash. I'm pretty sure kids loved those fil… 	ES	0.6457	Positive
 Post-lockdown my physique is a little more like that horrible squid woman who was always getting up… 	ES	-0.3069	Negative
 Our archnemesis could be someone who has to take lots of constant little breaths.	ES	0.0	Neutral
 10 for me too! Is this a kind of mostly useless super power? Should we team up?	ES	0.4122	Positive
   They've been great. Love how wide ranging they've been. I've not read much 2000AD b… 	ES	0.8519	Positive
   I agree on the no sympathy. I don't know of anyone who has had to return… 	ES	0.4215	Positive
   Health card is just an example.of what you should have done. 6 months or… 	ES	0.0	Neutral
I vote #Harries for #BestFanArmy at the #iHeartAwards j	ES	0.0	Neutral
"   As I understand it the only people ""forced to return"" are those that fail… "	ES	-0.4588	Negative
   I have no idea how much fraud there is, but it doesn't matter. The f… 	ES	-0.4786	Negative
   The Electoral Reform Society is not any where near the benchmark. … 	ES	0.0	Neutral
"   ""The literal experts"" If your only argument is that some people mi… "	ES	-0.3612	Negative
Caught up the 3 most recent  podcasts today. All great episodes, listening to Tony deep dive on comics fr… 	ES	0.6249	Positive
We also got a collection of reviews from: -  -… 	ES	0.0	Neutral
All 4 issues also got reviewed by the delightful  over at _Press #1-2 -… 	ES	0.5859	Positive
All 4 issues of Frank also got reviewed by  over at  #1 -… 	ES	0.0	Neutral
Every issue of Frank At Home On The Farm was reviewed by the team over at  #1 -… 	ES	0.0	Neutral
One of my favourite indie comics sites  had the awesome  review issues 1-3:#1 -… 	ES	0.6249	Positive
The site Monkeys Fighting Robots gave top reviews to our first two issues:#1 -  -… 	ES	-0.1779	Negative
The wonderful site  did a great review of Frank At Home On The Farm 1-3 here -… 	ES	0.8316	Positive
All 4 issues got great, thoughtful reviews from  over at  #1 -  	ES	0.7717	Positive
First up all the amazing coverage from  Reviews … 	ES	0.5859	Positive
The reviews are in and it seems people really loved how myself,  &amp;  closed out our… 	ES	0.6361	Positive
   The bit that makes me laugh is the contempt they have for people. Ma… 	ES	-0.0516	Negative
"""...like nothing else you'll read today. It's equal parts unsettling and unforgettable. This is a haunting, tragic… "	ES	-0.2732	Negative
     Thanks for the review. Always look forward to se… 	ES	0.4404	Positive
✨Quick #MooBoo_UD✨Gogoexpress and shopee riders came and picked up the parcels this afternoon. You may now track… 	ES	0.0	Neutral
_m_olson These covers are stunning, man	ES	0.3818	Positive
" _CarlosLazo: ""We have to realize that it will be very difficult to play in Cartagena. We have to get the 3 poin… "	ES	-0.0334	Negative
 I swear I thought I was alone 🤣	ES	-0.296	Negative
Long before COVID19 people been wearing masks.#BeOnYourPurpose	ES	0.0	Neutral
It’s race weeeeeek MONACO!!!!	ES	0.0	Neutral
This avatar is myself at the #IM2021 conference at Bordeaux. But that way I cannot have french wine! 	ES	0.0	Neutral
_Toribio 200 millones 	ES	0.0	Neutral
#IM2021 is starting and it's my first time in this conference. I am really thrilled to attend, although I would rat… 	ES	0.4927	Positive
y’all sent sabrina death threats and called her a homewrecker for months bc that girl wrote a song abt a BOY SHE NE… 	ES	-0.7717	Negative
   _tierney07 _23 No one knew about Boyds brother until the Huns needed… 	ES	-0.296	Negative
J. Cole said “It’s fun fucking hoes, until you realize that you is the Hoe” 	ES	0.5106	Positive
   Oh well, let's do away with registration then. Just let anyone who t… 	ES	0.2732	Positive
   If you can manage to register getting the ID will be no issue.	ES	-0.296	Negative
   In those circumstances it's very unlikely that they would be registered to vote.	ES	0.0	Neutral
♫Habits (Stay High) por Kiesha J, de #SoundHound 	ES	0.0	Neutral
 And jessie j...?	ES	0.0	Neutral
Been blasting j cole to come to this place and since I reach is admissions. I wanna sleep tonight so please know wh… 	ES	0.4751	Positive
Saske &amp; J. Moods - Knowledge	ES	0.0	Neutral
 Can't cope with pacy players running at us. We just back off allowing free runs towards our box. Got… 	ES	0.5106	Positive
 If you’re all fully vaccinated then it’s no danger to you, so, why not?If you have little kids wh… 	ES	-0.6808	Negative
  Thanks for getting vaccinated.	ES	0.4404	Positive
The ‘pro-life’ movement was always nothing more than a movement to legally control women’s bodies.The same member… 	ES	0.1027	Positive
  Thank you for getting vaccinated and being part of the solution!!!	ES	0.6884	Positive
lool he almost convinced me to get vaccinated for a sec 🤣 	ES	0.3415	Positive
day 1 of being vaccinated. it's freakin painful and cold at the same time 	ES	-0.4404	Negative
  what kind of answer is that?  Do they not tell you and everyone that regardless of being vacci… 	ES	0.0	Neutral
"""Those who refuse to be vaccinated or propagandise against it, are endangering themselves and all who live in their… "	ES	-0.296	Negative
_l99_  _yourselfA  You don’t get that we are in a global pandemic. It doesn’t… 	ES	0.0	Neutral
On 21 May 2021, Spanish president Pedro Sánchez announced that Spain will be reopening to fully vaccinated traveler… 	ES	0.0	Neutral
This week, mama &amp; papa got fully vaccinated. AND TODAY, I have received my first dose of vaccine. Encouraging eve… 	ES	0.5267	Positive
Got vaccinated today at  bilis ng process, less than 35 minutes only. Thank you national government,… 	ES	0.3612	Positive
  Sir we do not defered bec vaccination sites are full. All vaccination sites operate… 	ES	0.0	Neutral
Another way of saying this is that since March 2020 more than a fully laden 747 passenger load of people have died… 	ES	0.0	Neutral
 Disgusting. We haven’t even been vaccinated here! Putting me at risk due to tourists? And I pay ex… 	ES	-0.7345	Negative
BIENVENIDO: #Spain opens to ALL vaccinated travellers from anywhere in the world from June 7    	ES	0.0	Neutral
_Miguel_R  _pais You can't travel to Spain unless you are fully vaccinated and have a certificate to prove it	ES	0.0	Neutral
_Miguel_R  _pais Don't listen to the UK trouble making press.....the vaccine protects fro… 	ES	-0.1027	Negative
#EU agrees on a #Covid health passport to make travel easier for #vaccinated EuropeansThe Covid Digital Certifica… 	ES	0.5574	Positive
"Looks like the incentive of ""survival"" is not enough for some!New York announces $5M lottery entry for those who… "	ES	0.6476	Positive
So, anyways. Now that I've gotten vaccinated... I hope this microchip comes with free WiFi. /s	ES	0.7351	Positive
Seychelles has vaccinated 71% of its population. Why is Covid surging? 	ES	0.0	Neutral
#Spain opens up to #vaccinated #tourists from 7 June - regardless of where they are fromPM  Sánch… 	ES	0.0	Neutral
yes! finally getting vaccinated on Tuesday	ES	0.4574	Positive
  Salamat for getting vaccinated.	ES	0.0	Neutral
  Thank you for getting them vaccinated.	ES	0.3612	Positive
We are in this together and we will get through this, together. Mama &amp; Papa are both fully vaccinated 2/2!Again t… 	ES	0.0	Neutral
Even as some Caribbean countries relax entry protocols for travellers who are fully vaccinated against COVID-19, th… 	ES	0.4404	Positive
 _gatchalian  Why was he vaccinated, but not you? Does he belong in any special category?	ES	0.6007	Positive
Spain wants to allow entry to vaccinated British holidaymakers from the first week of June and ahead of the rest of… 	ES	0.2263	Positive
 how about those foreign tourists who wants to be vaccinated before leaving Pakistan ?	ES	0.0	Neutral
EU States Agree To Ease Travel Restrictions For Vaccinated Non-EU Visitors -  	ES	0.6124	Positive
Bittersweet. I wish you were vaccinated, Nay. Thank you,  LGU and Mayor _gatchalian. Super bilis… 	ES	0.8316	Positive
_  Denmark is not back to pre-covid. People have to get 2PCRs a week if nit vaccinated to e… 	ES	0.0	Neutral
  Salamat sa national gov't...Salamat for deciding to get vaccinated...	ES	0.0	Neutral
The #EU is to reopen borders to #vaccinated tourists from third countries.Passengers will have to prove they have… 	ES	0.0	Neutral
 I did not say 50% vaccinated.... the figure is 47.7 doses per 100 people in Spain. My tweet says;… 	ES	0.0	Neutral
More travel contradiction: 100 flights into the UK from Red listed country India this month.… 	ES	-0.3134	Negative
 Thank you for getting vaccinated!	ES	0.4199	Positive
No but personally dem not thinking cause all they really had to tell Grenadians was that if they want to have carni… 	ES	-0.0387	Negative
You want gyms to open??? Go get vaccinated. Our reopening is going to be based on the percentage of vaccinated adults in the population!!	ES	0.3451	Positive
No more curfews and terrasses reopened.... but have you been vaccinated yet? 🤗🤗	ES	-0.1531	Negative
 We are a bit of a way from that.. all the world needs to be vaccinated, rich and poor countries.	ES	0.128	Positive
 Restrictions will lessen once entire populations, everywhere are vaccinated. Not just our own coun… 	ES	0.0	Neutral
"""It's stokes fear &amp; paranoia""Women to continue to wear masks for various reasons even when vaccinated.The right… "	ES	-0.4939	Negative
 Yes the vaccination is really good news. We still need to be cautious even after being vaccinated.I a… 	ES	0.6697	Positive
  6 of the 18 people hospitalized were vaccinated.  The government kept flights coming in… 	ES	0.0	Neutral
 #Spain 46 doses of the vaccines given per 100 people.✈ Spanish Tourism open to international visitors from 31s… 	ES	0.0	Neutral
  Hi mate, it's Scruffy. Singapore is back in lockdown as even the vaccinated Doctors… 	ES	0.0	Neutral
  People are aware of side effects of the vaccines hence you cant really blame the doubt… 	ES	0.3078	Positive
"⚡️ ""Massachusetts to lift all remaining COVID-19 restrictions and relax mask guidance for fully vaccinated people s… "	ES	0.4404	Positive
_hp  You may be vaccinated but many living at your destination may not be.	ES	0.0	Neutral
 Have any children been born yet to vaccinated parents? One remembers thalidomide 🤨	ES	0.0	Neutral
#YouTube has launched a multi-million-pound advertising campaign to encourage young people in the UK to get vaccina… 	ES	0.5859	Positive
_gatchalian   I re-watched the news Mayor, the reporter said A1 and A4 are being vaccina… 	ES	0.0	Neutral
  Ma'am, its in the news ah. Various groups to include mayors pushing to allow next categori… 	ES	0.2263	Positive
  Ma'am, hindi naman yan matatapos immediately bec some people do not want to be vaccinated… 	ES	-0.0572	Negative
Vaccinated and waiting in this lovely garden 	ES	0.6705	Positive
These events Scorch having in Miami month end  if Only I was fully vaccinated 🤦‍♂️	ES	0.0	Neutral
  Thank you for getting vaccinated...	ES	0.3612	Positive
_bardon  Thank you for getting vaccinated....please thank him for me.	ES	0.6124	Positive
Well  thanks for the tracking chip and full 5G coverage. But I am ok with the bionic-arm-side-effect.Che… 	ES	0.7351	Positive
"⚡️ ""From a free hunting license to a beer, here's how states are encouraging people to get vaccinated"" par… "	ES	0.7717	Positive
_cuya  Yes yes. Give me the name and the vaccine site selected. Balikan namin kayo tom.	ES	0.6597	Positive
 Sir, give me your name and your vaccine site selected. Will assist you. Also your contact number.	ES	0.0772	Positive
 Give me the name and the vaccine site picked ill check his or her record for you.	ES	-0.4215	Negative
@_mrkdrnrpn wala naman kasing enough studies and evidences before about sa vaccine, today kasi may good outcomes na… 	ES	0.4404	Positive
 what is your name and vaccine site selected. Ill fix for you.	ES	-0.4215	Negative
 hi how to re-sched po vaccine of my mom? Was scheduled 1st week of May but due to emergency matter… 	ES	-0.6908	Negative
Heavy headache + heavy body pain, As expected, vaccine's side effect attacked me already.  #BakunadongValenzuelano	ES	-0.743	Negative
 I’m still waiting for my first vaccine. Spain is different. 	ES	0.0	Neutral
"""There is a lot more work to be done if the island is to achieve herd immunity by the winter tourist season."" "	ES	0.0	Neutral
Kent Joseph: “I am pro vaccine” 	ES	0.0	Neutral
But, yes, sure, come to Spain with no test or proof of vaccine. 🤦 	ES	0.4215	Positive
While the Spanish Government has decided to go full crazy tilt, and allow another wave in the country by permitting… 	ES	-0.128	Negative
Got the schedule for Monday's vaccine. #VCVax	ES	0.0	Neutral
Sobrang ayos ng  sa vaccine rollout! Walang delay pagdating sa vaccination site. Excluding the post-… 	ES	-0.3802	Negative
  We do not look for it. Kasi kakastart pa lang ng bakunahan dito. So advance kayo.… 	ES	0.0	Neutral
molecular biologist and toxicologist Dr. Janci Chunn Lindsay, Ph.D., called to immediately halt Covid vaccine produ… 	ES	0.0	Neutral
 what are their names? And vaccine site selected. Will check their schedule for you.	ES	0.0	Neutral
   If you are a1 to a3 you'll be schedule in the order you registered.… 	ES	0.0	Neutral
This vaccine have me sleepy as hell. 	ES	-0.6808	Negative
My cousin took the vaccine last week Friday and beat the rivers that night and Saturday.... Sunday he woke up he sa… 	ES	0.0	Neutral
Scientists zero in on long-sought marker of COVID-vaccine efficacy 	ES	0.0	Neutral
Most people have the MMR, TB, Polio and Smallpox vaccines so why are some refusing the #Covid19 vaccine? The horren… 	ES	-0.4019	Negative
 Ma'am, we're doing it in batches. She should get her schedule any time now. What is her name and vaccin… 	ES	0.0	Neutral
   Tuloy tuloy po yan its done in batches. She'll get it soon. What is he… 	ES	-0.5574	Negative
 Cases are irrelevant. Only numbers that count are hospitalisations and deaths. All old people that wanted… 	ES	0.0	Neutral
Be careful!!!!!  first the vaccine passports and then the Chinese social credit system	ES	0.5815	Positive
It is so scary. The amount of violence and hate towards the people that don't want to be part of the V experiment. 	ES	-0.9207	Negative
    care to answer this accusation? Wala dapat bayaran pag vac… 	ES	0.2382	Positive
Pushing back against the tyrannical experimentation on children, who have zero risk of mortality from Covid. There’… 	ES	-0.2732	Negative
 _lab You can still test positive, spread it and get it with the vaccine. Plus is experim… 	ES	0.5574	Positive
The director of the Pan American Health Organization (PAHO), Dr Carissa Etienne on Wednesday called for closing the… 	ES	0.0	Neutral
#VACCINE LATEST: #Andalucia to soon offer second AstraZeneca jabs to under 60s    	ES	0.0	Neutral
 ma'am, i need the names and registration site selected for vaccine so i can check schedule for you.	ES	0.0	Neutral
#Spain's  bows to pressure over the #AstraZeneca 'second dose crisis'The rebellion of regions, includi… 	ES	-0.4019	Negative
Why is the world’s largest COVID-19 vaccine campaign faltering? 	ES	0.0	Neutral
The side effects of the vaccine is really shitty	ES	-0.5984	Negative
  HMG Could Licence the Vaccine	ES	0.0	Neutral
I Never send this man to take the vaccine yesterday, now today he is a baby....literally cus he is sick 🥴	ES	-0.5106	Negative
  Its done in batches. So ongoing yan. What are their names? And vaccine site selected? Pa check ko...	ES	0.0	Neutral
_bei  Btw way i think you saw sa news po. Ang laki ng vaccine hesitation sa atin. Kaya laging com… 	ES	-0.6908	Negative
_bei  Hindi naman po cesu ang may control sa appointments they have no control over the vaccine p… 	ES	-0.7003	Negative
Falling infection rate puts Spain in medium-risk Covid scenarioAuthorities have reached a decision regarding 1.5… 	ES	-0.0516	Negative
  Wait she's had the vaccine? Didn't know rabies was one of the side effects...	ES	0.0	Neutral
FUCKK! just so I’m being forced to take this vaccine ... otherwise I can’t go back to work? Stewps🤬	ES	-0.5508	Negative
  Try a Licence !WTF would take a trial vaccine ?	ES	-0.7027	Negative
