Tweets	Compound	Analysis
i've had my #vaccine. #thankyounhs. brilliant, safe organisation at #manchester etihad #vaccination centre.… 	0.7717	Positive
so grateful to get my second jab today  this vaccine roll out has been pretty impressive! #covid19 	0.8775	Positive
missed my son coming out. maybe when chatting to lorraine.when i got vaccine we had to sit for ages after so i tho… 	-0.296	Negative
like  i have had my vaccine today. to show my thanks i have twinned it via _aid, hope he has… 	0.8074	Positive
those who were fanning vaccine and mask hesitancy are responsible for the slow uptake of vaccines in #india. what h… 	0.1027	Positive
#covid19 uk pm #johnson ignores this, wilfully pressing ahead with his insane “roadmap” for opening up #uk so that… 	-0.5859	Negative
#capitalism #covid19 #brexit #cummings #johnson #hancock #tories .....can we have an end to this cluster fuckery? a… 	0.0	Neutral
listen to the most recent episode of my podcast: guernseycast 7 #covid19 #astrazeneca #guernseytogether 	0.0	Neutral
what lovely art in london, i saw today? #artinlondon #art #london #covid19 #lockdown - have you got your vaccine?… 	0.6322	Positive
uk has a contract clause with #covid19 vaccine manufacturers which states the uk can block exports of the vaccine.… 	-0.4404	Negative
the point of the vaccine, surely? 	0.4404	Positive
you can book by this link  vaccine 	0.0	Neutral
#covidvaccine  ✅🦠happy birthday to me ☕️#thanksnhs#thanksscientists #covid19 	0.0	Neutral
the vaccine rollout is going off the charts!! 	0.0	Neutral
new-uk pm boris johnson has received his first dose of the oxford/ astrazeneca coronavirus vaccine 	0.0	Neutral
he got the jab at st thomas's hospital in london where he was treated in intensive care for covid-19 	0.4939	Positive
'no appointment needed' - drop-in #covid19 vaccine  centres to launch for over-55s including 	-0.296	Negative
with numbers increasing slightly i bet he ran into that hospital #covidvaccine #covid19 	0.0	Neutral
if the vaccine rollout doesn't stop a third wave, then what's the actual point in it? may as well just open everyth… 	0.4567	Positive
it’s vaccy c day  one advantage of being of a certain vintage. i honestly feel like i could cry  #vaccine… 	0.6705	Positive
the prime minister has received his first dose of the oxford-astrazeneca covid-19 vaccine and has urged the public… 	0.0	Neutral
prick gets pricked. #astrazeneca 	-0.4588	Negative
the simpson predicted #borisjab #vaccination #covid19 	0.0	Neutral
meanwhile, astra zeneca reports that its vaccine is complaining of a clot. 	-0.2023	Negative
today i had my first vaccine.i am not going to post any photographs as covid19 has killed many of us with 4q35.1-2… 	-0.6705	Negative
uk govt promises covid-19 vaccine will be rolled out to all adults by end july: every adult in the uk will be offer… 	0.3818	Positive
delighted that over 500,000 covid-19 vaccines have been delivered across staffordshire &amp; stoke-on-trent: 99.4% o… 	0.5106	Positive
jez is a hero ! 🦸 in the paper talking vaccine planning and it (and of course bikes!) … 	0.6351	Positive
all vaccines are safe and save lives, time to grab the opportunity and plough onlet us promote vaccination in all… 	0.8885	Positive
#mr #pm #boris the blonde #bojo #borisjohnson is the press-up master who's fight against #covid19 himsel… 	-0.3818	Negative
that nobel-laureate virologist: alexander johnson 	0.0	Neutral
its almost like forcing people to get a jab before they can have there life back makes people turn desperate. who c… 	-0.024	Negative
i had the oxford astrazeneca vaccine on tuesday and had 48h of mild fever, then sudden return of vigour and clarity… 	0.2263	Positive
not enough vaccine in europe to stop covid-19 third wave, retreat into lockdown possible, german health minister wa… 	-0.1027	Negative
the uk prime minister boris johnson has received his first dose of the oxford-astrazeneca covid-19 vaccine after re… 	0.0	Neutral
seemed to be a different system in corn exchange cupar for covid19 vaccines today.no queuing up or having to wait… 	0.0	Neutral
this is blatant seizure of uk's oxford-astrazeneca vaccines hendrick, going against contract law. eu- ema approval… 	0.0	Neutral
i’ve had my 1st covid-19 vaccine #covid19vaccine #astrazenecavaccine 	0.0	Neutral
ⓢⓚⓨ ⓣⓔⓒⓗ us move on vaccine intellectual property is 'monumental moment' in covid-19 fight - 	0.1779	Positive
2nd covid jab today! yikes...! #covid19 #getvaccinated 	0.0	Neutral
boris johnson has confirmed a major easing of covid-19 restrictions in england will go ahead from next week 	0.25	Positive
got the first shot of #covid19 vaccine; an  one 🤞 #getvaccinated 	0.0	Neutral
i’ve been jabbed! #covid19 #moderna #nhs #thankyounurses 	0.0	Neutral
instead of supporting with #covid19 #vaccine these amazing workshippers in #alaqsa getting #tear #gas and #bullets 	0.7717	Positive
first covid19 vaccine shot done ✅ 	0.0	Neutral
They know that vaccine trials start their work on kids! What enough to try on adults and results for unsatisfactory, now Bijabon ... 	0.0	Neutral
really glad to see the council continuing its q&amp;a series to help bust myths about the covid vaccines. 	0.7178	Positive
2nd jab is in me. #vaccine #jab #protection #medicine #doctor #health #science #virus #corona #covid19 #pandemic… 	0.0	Neutral
be bold be strong; for the full version go to  #astrazeneca #covid19… 	0.7096	Positive
eish! what's with the ongoing #covid19 #vaccine go-slow  ? 	0.0	Neutral
i had a life threatening event 9 days after first #covidvaccine and ended up in a&amp;e t… 	-0.5267	Negative
does anyone know where i can find out what vaccine centres are doing pfizer in nw london? my friend can only have t… 	0.4939	Positive
the marsha p. johnson institute just gave $250k to black trans people impacted by covid-19  via 	0.0	Neutral
will covid19 vaccines still be given at the pavilion after hospitality reopens next week? 	0.0	Neutral
#covid19 the exhortation from #johnson to “hug” should be withdrawn. it is wrong, some would argue, wicked.… 	-0.6705	Negative
liar boris johnson speaking now #coronavirus #covid19 	-0.5106	Negative
I just want the vaccine now 	0.0772	Positive
beginning to see more and more people significantly younger than hubby and i getting the covid19 vaccine. anyone kn… 	0.0	Neutral
#covid19 “deaths at lowest since last july” intones  #johnson at tonight’s #covid19 briefing. venues unlocked and h… 	-0.3818	Negative
just had my 2nd vaccine  felt like a pop star walking out !  well done  if you can you… 	0.5983	Positive
great to share the experience of #covid19 #vaccine #equalities  with colleagues on #preventingtype2 event with… 	0.743	Positive
covid-19: experts call on uk to back intellectual property waiver on coronavirus vaccines 	0.5106	Positive
#karen #sheep #wakeup #covid19 #covidvaccine 	0.0	Neutral
zero - nil - zip - nada - zilch #covid19 deaths today  our mass vaccine centres are smashing it … 	0.0	Neutral
mortes*it's a good result nevertheless.#vaccineswork 	0.4404	Positive
great news.covid-19 vaccines: further evidence of success 	0.8316	Positive
uk called to support proposal to waive patent protection for covid-19 vaccines: we must learn the painful lessons f… 	-0.0516	Negative
#vaccinerollout new: in the us the fda has cleared pfizer #coronavirus vaccine for emergency use in children as… 	-0.296	Negative
one az covid-19 vaccine dose gives 80% lower death risk - english data 	-0.802	Negative
words from actual family of mine“ im not having my 2nd covid jab it made me soooo ill” they were ill for 24hrs… 	-0.4215	Negative
fascinating watch on  #jabbed 	0.5423	Positive
fantastic foresight and fantastic team  #jabbed 	0.802	Positive
day after my second jab my arm aches! but iam now protected against the severest side effects if i catch covid… 	0.1007	Positive
love this   _nhst  #covidmassvaccine #greatworkbyeveryone #covid19… 	0.6369	Positive
the big mistake _starmer has made is to not vehemently attack johnson on his #brexit and #covid19 magnitudal f… 	0.0397	Positive
big day! second vaccination for me and the mother! #morningcommute #vaccination #secondjab #covid19 #coronavirus… 	0.0	Neutral
half of uk has covid-19 antibodies either via infection or vaccine. 	0.0	Neutral
morning twitterati going in for my 2nd jab today. as before this video log will look at my experiences etc and wil… 	0.0	Neutral
great piece from  on #covidvaccination and the importance of having the vaccine for w… 	0.765	Positive
on monday afternoon i had my covid-19 vaccine injection. what surprised me was how quickly the whole thing took. i… 	0.2263	Positive
got my vaccine yesterday and although i am grateful, i feel absolutely horrendous 🤒. like a really bad flu. cold an… 	-0.7185	Negative
looking forward to this at 2pm! #misinformation #covid19 #fakenews #vaccinessavelives 	0.0	Neutral
after my vaccination this morning. first thoughts...#vaccination #vaccine #covid19 	0.0	Neutral
article just regurgitates eu vaccine rollout as a misplaced metaphor. nothing about what changes he suggests and ho… 	0.0	Neutral
my dutch girlfriend took part in a #covid19 trial which included the jab and wearing inflatable shoes. sadly she di… 	-0.4215	Negative
“experts have agreed that covid-19 vaccines are not interchangeable between the first and second doses. the safety… 	0.2732	Positive
i got the 1st covid-19 jab from oxford astrazeneca on my left arm yesterday. today i'm feeling cold a… 	0.128	Positive
_slugsy   long as you are aware what you are getting. happy jabbing. 	0.5719	Positive
nigerians don't take the covid-19 vaccine. listen to your religious leaders. some of you are educated illiterates. 	0.0	Neutral
no side-effects from my first vaccination of astrazeneca.  go for it. #oxfordastrazeneca #oxfordvaccine… 	-0.296	Negative
what parents would submit their children to a trial of an experimental vaccine against a virus that has a vanishing… 	0.0	Neutral
restrictions, common sense and the #vaccinerollout definitely bringing the figures down.still someway to go....stay… 	0.4019	Positive
here is what i have been talking about all along. the evidence for vaccine reaction in the #immunocompromised peopl… 	0.0	Neutral
pleased to say i am still here and looking forward to the freedom in the next injection! 	0.8122	Positive
can we be positive? the vaccine is winning. still far too much doom and gloom amongst people 	0.1779	Positive
whether we want it or not, some form of covid19 vaccine validation is going to be needed for internat… 	0.0772	Positive
2nd covid-19 vaccine done #nhs #nhsheroes #covidvacccine #astrazenaca #vaccineforall 	0.0	Neutral
staggering. got vaccine. won't vaccinate! 	0.0	Neutral
#vaccinated alhamdulillah#covid19 #vaccine 	0.0	Neutral
it’s a good friday when you get offered yours, take it! #covid19 #vaccine 	0.4926	Positive
covid-19 has been shit but watching roy keane be a pundit is worse do you think there is a vaccine  for him to be better 	-0.3818	Negative
one year ago. wow. vaccine  #vaccine #covid19 	0.5859	Positive
refuses covid vaccine. gets covid. still denies the jab is important. how much is this french woman costing the hea… 	-0.25	Negative
#itwouldbeamazingif we could get all carers including those not registered as #carers getting the #vaccine to reduc… 	0.0	Neutral
where is the bullying? differing opinions is not bullying. vaccines have pret… 	-0.8316	Negative
brexit vindicated by eu's vaccine farce as bloc's propaganda machine has 'nowhere to hide' 	-0.0982	Negative
my new hypothesis is that i was separated from this man at birth.100%novel vaccine vs novel virus. 	0.3182	Positive
but why is nyu's langone health hospital holding aside coronavirus vaccines only for employees of bloomberg, just w… 	0.0	Neutral
boris johnson is an idiot sending out mixed messages fooling the public thinking the roa… 	-0.7184	Negative
boris johnson is an idiot sending out mixed messages fooling the public thinking the roadmap out of the… 	-0.7184	Negative
aren’t india &amp; south africa asking for global patents on covid19 vaccines to be dropped at  so as… 	0.0	Neutral
so after this report from china about the effectiveness of the vaccine if you had the choic… 	0.0	Neutral
read and retweet this very important thread.as  video of #liarjohnson has gained millions of viewi… 	0.5709	Positive
#vaccinerollout china's top disease control official admits efficacy of the country's #coronavirus vaccines is l… 	0.4588	Positive
boris johnson “i shook hands with coronavirus patients. i shook hands with everybody. i will go on shaking hands with everybody” 	-0.3612	Negative
they've literally used a vaccine which even china have admitted doesn't work very well. so they've got a third wave… 	-0.1608	Negative
how's your day going    #enoughisenough #novaccinepassports #novaccinepassportsanywhere… 	0.0	Neutral
what is the probability that a “vaccine passport” app can be successfully implemented? 	0.4939	Positive
brexit hailed as reason for vaccine success with even remainers turning on eu - poll 	0.6808	Positive
hancock johnson complete utter fails!!??johnson any news on lateral flow tests ?should have started last week… 	0.0	Neutral
this demonstrates the extraordinary effectiveness of the propaganda and gaslighting of the tory media. johnson has p… 	-0.25	Negative
great to be getting covid-19 jab in newport but some warning in the letter about queue length. no… 	-0.1406	Negative
covid-19 study sees failure of astrazeneca’s diabetes drug #farxiga 	-0.5106	Negative
#rovi to manufacture ingredients for moderna’s covid-19 vaccine 	0.0	Neutral
break: astrazeneca #coronavirus vaccine will be recommended by the national immunisation advisory committee for use… 	0.2023	Positive
if you’re supporting a friend or family member in salford you may be entitled to a covid-19 vaccine. click on the b… 	0.802	Positive
feel like i’m back at school and getting an injection because when you get your second covid-19 vaccination they gi… 	0.3612	Positive
#covid #covid19 #vaccine #vaccination #vaccineforall #covidvaccine #covid19uk #vaccinations #primarycare… 	0.0	Neutral
the state of this chile used a vaccine which is unsatisfactory. if you want to comment on problems at least offer s… 	-0.34	Negative
an excellent thread  from the north west patients  improving confidence with #covidvaccine 	0.8689	Positive
new: #wales leads the uk again for the total number of #covid19 vaccines given out per population!! there was a… 	0.2225	Positive
is all this talk of ivermectin putting people off the covid19 vaccines?as far as i'm aware, the… 	0.0	Neutral
"they need to add ""screw covid"" ""covid is a hoax"" and ""vaccines are dangerous"" and loads of people will read this… "	-0.6808	Negative
health minister encouraging all people over 40 to book an appointment for the covid 19 vaccine if you have not alre… 	0.5267	Positive
no.just resting following my second covid19 jab.dad to see idiots drinking and mixing no masks and social distan… 	-0.296	Negative
is there any truth in this that  the under 50s will be offered vaccines this week ? woah !!!   #getvaccinated #covid19 	0.4898	Positive
all over-50s and those in high-risk groups in the uk have now been offered a first dose of a coronavirus vaccine, t… 	0.0	Neutral
after 2000, scientists made many attempts to create coronavirus vaccines.… 	0.2732	Positive
science proves a roadblock on boris johnson’s path back to normalitythe rapid spread of the indian covid-19 varia… 	0.0	Neutral
_uk the only stats breakdown i want to see is how many of these new cases have;a) had 2 jabsb) had 1 jabc) h… 	0.0772	Positive
#covidemergency2021 “let the bodies pile high in their thousands.....”said by #johnson april 2021. 	0.0	Neutral
#noconfidenceinjohnson #sackborisnow 	0.0	Neutral
doing uni reading whilst the fella has his covid jab - managing my time well! #swapprentice #covid19 #vaccinated 	0.3382	Positive
ⓢⓚⓨ ⓣⓔⓒⓗ delaying second covid vaccine dose 'could cut deaths by up to 20%' - 	-0.2732	Negative
really important for young people right now. when you’re offered the vaccine- please take it. 	0.5256	Positive
morning!  how r u?? i'm having my second covid19 jab today followed by my photoshoot! can't wait... hope the weathe… 	-0.5187	Negative
alexander boris de pfeffle johnson’s ego won’t let him stop lockdown easing to save lives but please stay safe ever… 	0.8316	Positive
yeeeeeeeeessssss second vaccine  next saturday #covid19 #nhsscotland 	0.0	Neutral
. and : i'm urging the uk government to support the suspension of #covid19 vaccine patents, s… 	0.4019	Positive
feeling slightly fluey this morning, glad the vaccine is doing it’s thing, and rather this than covid19.… 	0.5423	Positive
vaccine works! take it! 	0.0	Neutral
your #covid19vaccine now appears on the #nhsapp❗the nhs app is not the nhs covid-19 app if you need a letter in… 	0.0	Neutral
wow. get the vaccine people  #vaccine 	0.5859	Positive
well done  #covid19 #vaccine 	0.2732	Positive
thank you  for organising us to help keep our community safe from #covid19 #vaccine … 	0.7964	Positive
"""uk will expedite second doses of covid-19 vaccine for people who are over 50 or medically vulnerable to address co… "	-0.2263	Negative
did boris johnson leave the front door open yet again to let the indian covid variant in to the uk? p… 	-0.0516	Negative
has anyone checked that johnson can tie his own shoes correctly? 	0.0	Neutral
if you don't take a selfie at the covid-19 vaccination centre, have you even really had the jab?  #thankyounhs… 	0.0	Neutral
your #covid19vaccine now appears on the #nhsapp❗the nhs app is not the nhs covid-19 app  if you need a letter… 	0.0	Neutral
this is why we’ve got to stop panicking about rising cases and focus on promoting uptake of the vaccine 	-0.3818	Negative
second covid-19 vaccine done #covidvaccine #astrazeneca #covid_19 #covid19 #coronavirus #covid #coviduk… 	0.0	Neutral
concerning that the majority of those admitted are eligible for the vaccine, but haven’t had it yet.this highligh… 	0.0516	Positive
tickets? check ✅ passport? check ✅ foreign money? check ✅ nhs app for the #covid19 vaccine passport?… 	0.0	Neutral
🤷‍♂️ if you are eligible get the jab. 	0.0	Neutral
breaking: prime minister boris johnson has announced that due to the new indian covid 19 variant people will now be… 	0.0	Neutral
this was taken in manchester. these anti-lockdown and anti-vaccine protests are absolutely stupid. there are no mas… 	-0.7778	Negative
#covid19 #johnson knows well, as do we all, the deadly danger posed by spreading new mutant #indiacovid yet he cyni… 	-0.3182	Negative
did boris johnson’s dither and delay allow new indian covid variant to be seeded in uk? 	-0.1027	Negative
very happy to see  getting her vaccine and retweeting, cos this is really a thank-you and a you’re de… 	0.6115	Positive
#covid19 #vaccination in #bolton today. plenty of #vaccines &amp; 42 vaccinators waiting to jab at the  vac… 	0.0	Neutral
feeling grateful to have had my #covidvaccine this afternoon at . lots of tests first meant i could take pa… 	0.5423	Positive
check out the queues at the vax bus loads under 30 and getting jabbed, comm… 	0.0	Neutral
he know what he is doing #lyingjohnson #corruptjohnson 	0.0	Neutral
why only now, ms patel? you've been eligible for a jab since april 13. how many officials might you have put at ris… 	0.0	Neutral
Why is Taiwan not afraid of Indian varieties? Young people queue for vaccines amid rise in #indianvariant of #coronavirus via 	0.0	Neutral
not gonna lie but would of preferred the pfizer but still glad to receive the vaccine. it all helps and light at th… 	0.8126	Positive
#borisjohnson can rely on #travelrestrictions easing! we are such a sensible nation! #covid19 #covididiots look out… 	0.3786	Positive
hey     stop with the fear mongering and get all the facts. it doesn't evade the vaccine. s… 	-0.7351	Negative
sage doing my tits in now. i, along with millions of others, have had 2 jabs now... where will this happen? 	-0.2263	Negative
music venue offers covid-19 vaccine shots to fans 	0.0	Neutral
the government’s border policies are in complete chaos - whilst boris johnson dithered and delayed in putting india… 	-0.6808	Negative
boris johnson is a death cult 	-0.5994	Negative
the most eloquent explanation of what is going on i have seen yet. #stopthegreatreset #novaccinepassportsanywhere… 	0.0	Neutral
the government johnson hancock stand accusedprofit before lives as big a scandal as anything ever in modern hi… 	-0.4404	Negative
indian didn't want to spend 250 for life saving covid19 vaccine but you are asking them to watch movie in 249rs. pi… 	-0.0286	Negative
fully vaccinated thanks to nhs #birmingham #pfizervaccine #swconsultant 	0.4902	Positive
i had my second #covid19 jab today and everything is 'a' ok. i just wish that more people get the message and prote… 	0.5994	Positive
'1000s more die from the #indianvariant because boris johnson didn't close our borders to india ' #covid19 con 60%(+15) 	-0.6361	Negative
who says they don't work against variants. remember flu vaccines only have… 	-0.3818	Negative
#covid19 #vaccines for adolescents is hugely controversial. us surgeon general gives his considered opinion for par… 	-0.2716	Negative
are you vacillating about giving your youngster the #covid19 #vaccine? us surgeon general dr vivek murphy tells par… 	0.34	Positive
millions of 16- and 17-year-olds and millions more adults have had the #covid19 #vaccine. us surgeon general tells… 	0.0	Neutral
get  your  jab 	0.0	Neutral
yet another appalling #covid19 cock-up from the #johnson government- watch his poll ratings now soar!… 	-0.4199	Negative
#johnsonhasfailedthenation 	0.0	Neutral
we may have to get the covid-19 vaccine every year - here's why 	0.0	Neutral
of course i’m fine with #astrazeneca #covid19 vaccine; right now i’m gratefully at 80% immunity. the actual issue h… 	0.5994	Positive
the criticisms of astra zeneca seem desperate and wide of the mark. it’s pfizer that has put profit first: az and o… 	-0.0772	Negative
hope to launch covovax vaccine by september, says serum institute ceo: the vaccine has been tested against african… 	0.4404	Positive
moderna vaccine to be unleashed against covid in weeks as lockdown lifts 	0.0	Neutral
early start today. hubby's first vaccine this morning! #vaccine #covid19 	0.0	Neutral
when the chief executive of #astrazeneca made the commitment to work with #oxford university on its coronavirus vac… 	0.3818	Positive
people from northern ireland can now book their covid-19 vaccine at the sse arena ahead of its opening on 29 march… 	0.0	Neutral
the #greenhomesgrant, centrepiece of johnson’s promise to “build back greener” from the #covid19 pandemic, has been… 	0.3182	Positive
latest research shows vaccines aren't fully effective in preventing the spread of #covid19. vaccines can protect yo… 	-0.1367	Negative
have any asthmatics been able to book their coronavirus jab? if so, what link? 	0.0	Neutral
ben &amp; connor need you to take note of this message #covid19 is far from over...#stopthespread #vaccinessavelives… 	0.0	Neutral
moderna #covid19 vaccine expected to arrive in april, uk minister confirms  on m… 	0.0	Neutral
get back to what you love... get the covid-19 vaccine 	0.0	Neutral
how the hunt for an hiv vaccine is helping research into covid-19 – and vice-versa: england tighthead prop kyle sin… 	0.296	Positive
following companies are approved providers of #covid19 testing but failed to deliver on their commitment. who will… 	-0.0387	Negative
feeling safer to work with a second dose of pfizer. bring on the side effects. #getvaccinated… 	0.5106	Positive
your covid 19 vaccine will solve everything 	0.2023	Positive
my operating theatre for the day is vaccination station 4  #covid19 #vaccineswork #thevaccinator #medtwitter 	0.0	Neutral
i will be talking traffic light systems, vaccine passports, quarantine, random virus strains and whatever else you… 	-0.296	Negative
this virus sadly isn’t going away. we were told the vaccine was our way out of lockdown. we’ve vaccinated 95% of th… 	-0.4215	Negative
got my first dose of the oxford / astra zeneca #covid19 vaccine this week. very mild and brief side effects, nothin… 	0.0	Neutral
i refused to give covid-19 a second chance and i’m delighted to have had my first vaccine jab today at… 	0.4767	Positive
a must read!  #borisjohnson #covid19 #failuresofstate 	0.0	Neutral
no disruption in #seconddose of covid-19 vaccine supply: britain 	-0.5719	Negative
getting my covid vaccine and decluttering   via  #covid19 #covidvaccination… 	0.0	Neutral
"""people's vaccine""you silly arse. "	0.0258	Positive
first #covid19 vaccine done #astrazeneca 	0.0	Neutral
"#conservatives in 2021:""there won't ever be a vaccine passport.""⬇️""there will be a vaccine passport.""⬇️""t… "	0.0	Neutral
it has taken a truly colossal effort from so many across britain to achieve the latest vaccine landmark. well done… 	0.6486	Positive
why is covid-19 vaccine a race ? #covid19 	0.0	Neutral
covid19 vaccine costsmaybe its the cheap cost of astrazeneca that the eu don't like?what the eu are paying. •o… 	0.0	Neutral
had my first dose of the #covid19  vaccine yesterday at . all really well organised  woke up feeling feveris… 	0.4391	Positive
i'm asking big pharma to drop #covid19 patents, and share their vaccines with the world 	0.0258	Positive
thank you  for my 2nd covid vaccine today ⭐️  #grateful #thankyounhs #covid19 #covidvaccine 	0.3612	Positive
the pharmaceutical giants that developed the life-saving vaccines? like british company astrazeneca that is deliver… 	0.3612	Positive
#30million!!! #covid19 #vaccine 	0.0	Neutral
everyone over 45 years old now have the vaccine ,covid to the under 45s it's just like a cold, so it's time to end… 	0.3612	Positive
boomers (who think #covid19 is the biggest risk to their health) after receiving their vaccine: 	-0.2732	Negative
my second vaccine so now on  i’m fully vaccinated#vaccinated #covid19 #covid19uk #nhs 	0.0	Neutral
"just another conspiracy theory.just as i said months ago. never planned to be 1/2 ""jabs"" and you're home free. th… "	-0.0258	Negative
"what's doing 2 provide vaccines poor countries""no one is safe from covid19 if even one not sa… "	-0.0516	Negative
there’s millions, more likely billions of people around the world who would love a #covidvaccine !! if you get the… 	0.6988	Positive
boris johnson's handling of covid crisis helps the tories lead in poll  via 	-0.3612	Negative
covid-19 vaccine rollout: how do countries in europe compare? 	0.0	Neutral
i have officially had my 2nd covid-19 vaccine  a few more weeks i’ll be more safer and protected  #wegotthis 	0.7397	Positive
#covid19 #vaccinated #pfizervaccine #jab2 ok so yesterday i had my 2nd jab. am i going to feel rubbish or not? here… 	0.296	Positive
don’t hesitate... vaccinate ☝ covid vaccines gives you the best protection against covid-19 . let’s get through th… 	0.6369	Positive
you can now book a covid vaccine if you are 44 or over (down from 45 or over last night). 	0.0	Neutral
right off to get my #covid19 vaccine 	0.0	Neutral
johnson, trump, modi, bolsonaro all presided over 1m covid deaths. all with profit before people policies.… 	0.4404	Positive
watch it, it's worth it dr mike yeadon, former cso &amp; vp, head with pfizer global talks grave concerns about corona… 	-0.1779	Negative
10yrs ago i helped administer polio vaccines in nepal. they have alot of workers who travel to india, this was alwa… 	0.0	Neutral
#covid19vaccine pop up clinics from 29th april 10am - 3pm. #manchester venue with #britishsignlanguage interpreters… 	0.0	Neutral
covid-19 vaccine invitation, however an appointment cannot be found#helpful 	0.0	Neutral
on his way to get 2nd covid-19 vaccination jab. 	0.0	Neutral
this second dose of the #oxfordvaccine is kicking my ass. i think i got away too lightly with the first one and hav… 	-0.5423	Negative
